admission_rejected,api_request_bytes,attempt,background,background_warnings,bandwidth,capacity_violations,condition_index,context_tokens,deadline_met,deadline_s,destination,dispatch_skew_s,east_kv_transfer,east_replay,ended_wall_ns,error,eventual_shed_w,eventual_target_met,excluded_attempts,failure_class,germany_kv_transfer,germany_replay,kv_evidence_warnings,kv_response_bytes,load_warnings,median_mean_tpot_s,median_tcp_rtt_ms,median_ttft_s,migration_s,modeled_power_attainment_s,modeled_power_deadline_met,movement_tokens,p90_mean_tpot_s,p90_ttft_s,pack,plan_order,policy,realized_shed_w,repeat,request_failures,requested_shed_w,retransmissions,scenario_id,session_count,stack_id,started_wall_ns,status,target_met,time_to_target_s,workload
,564413,1,"{""east"": [0.8, 0], ""germany"": [0.8, 0]}",0,natural,[],70,"[27136, 16384, 28416, 14336, 8704, 10240, 17664, 19456]",True,300,"east,germany",0.004074457,,,1788748333494365728,,,,0,,,,,6996108524,0,0.0028045649722222223,,8.531041181,21.522828657,,,142336,0.004637219563157895,16.9912350499,,55,fixed_kv_transfer,,0,,,0,9a23e981525c927c,8,natural-1788746478475980801,1788748311972039972,complete,,,agentic_tool_loop
,653583,1,"{""east"": [0.5, 0], ""germany"": [0.5, 0]}",0,natural,[],115,"[10496, 12032, 19456, 15616, 14848, 22528, 15104, 23552, 20736, 23040, 29952, 15104, 8192]",True,300,"east,germany",0.010248496,,,1788748396129708601,,,,0,,,,,5184166748,0,0.0010282156315789472,,8.8455052,20.030732839,,,230656,0.004560049805012531,12.052763246000003,,56,fixed_mixed,,0,,,0,a8b02e4de352f925,13,natural-1788746478475980801,1788748376099034071,complete,,,agentic_tool_loop
,544474,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],87,"[15616, 19200, 8704, 31488, 13824, 20736, 11264, 26368, 8960, 30464, 30720]",True,300,"east,germany",0.006331045,,,1788748462546616552,,,,0,,,,,5460991186,0,0.0016063046315789474,,6.635251483,23.211260813,,,217344,0.004765400888888889,16.126497292,,57,fixed_mixed,,0,,,0,44f449a4159bafff,11,natural-1788746478475980801,1788748439335421894,complete,,,agentic_tool_loop
,412290,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],112,"[26880, 19968, 14848, 14080, 21504, 16896, 12544, 25600, 26112]",True,300,"east,germany",0.004971382,,,1788748511386835455,,,,0,,,,,3384807901,0,0.001653874,,6.975857529,14.299458233,,,178432,0.004566734442105263,8.9077004514,,58,fixed_mixed,,0,,,0,7455b5a1e9d51c95,9,natural-1788746478475980801,1788748497087434968,complete,,,agentic_tool_loop
,767163,1,"{""east"": [0.25, 0], ""germany"": [0.8, 0]}",0,natural,[],109,"[21248, 13824, 10752, 29184, 20992, 11008, 27392, 25600, 31488, 21760, 27648, 21248, 21504, 23040]",True,300,"east,germany",0.008958825,,,1788748577145716971,,,,0,,,,,6681535299,0,0.002893698592105263,,10.439198936,20.281722232,,,306688,0.004650034105980861,13.309153328500003,,59,fixed_mixed,,0,,,0,e46c294ae84dafb6,14,natural-1788746478475980801,1788748556864402882,complete,,,agentic_tool_loop
,616158,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],104,"[27136, 16896, 23040, 15104, 29952, 18432, 8192, 21248, 28672, 22272, 19456, 14080, 28416]",True,300,"east,germany",0.009205352,,,1788748643441391435,,,,0,,,,,6228549855,0,0.0014221762631578948,,11.341777286,21.122158586,,,272896,0.004732909263157894,14.161240491400001,,60,fixed_mixed,,0,,,0,92476d688216c96e,13,natural-1788746478475980801,1788748622319290396,complete,,,agentic_tool_loop
,536469,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],38,"[28416, 13824, 17664, 21248, 15872, 29696, 13568, 25344, 15872, 20736, 15360, 28160]",True,300,"east,germany",0.007520609,,,1788748684397479337,,,,0,,,,,0,0,0.0023568243973429953,,13.866102789,16.609696289,,,245760,0.00436645925839599,16.415860427,,61,fixed_replay,,0,,,0,ae527e5518fcc601,12,natural-1788746478475980801,1788748667787816641,complete,,,agentic_tool_loop
,939568,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],78,"[23040, 29696, 16896, 11264, 13056, 16384, 22784, 23552, 12544, 19456, 24576, 23296, 17920, 30720]",True,300,"east,germany",0.010406782,,,1788748795191671946,,,,0,,,,,14017382906,0,0.003968094022727273,,14.754712631,42.608316201,,,285184,0.004954780947368421,35.9922146955,,62,fixed_kv_transfer,,0,,,0,85bc419a0d0a9f94,14,natural-1788746478475980801,1788748752583395490,complete,,,agentic_tool_loop
,232082,1,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],30,"[26368, 20736, 18176, 13312, 22016, 13568]",True,300,"east,germany",0.002851076,,,1788748830327720835,,,,0,,,,,0,0,0.003984536172248804,,6.588867059,8.895372328,,,114176,0.0045947185,8.805837316,,63,fixed_replay,,0,,,0,66258acb292bae92,6,natural-1788746478475980801,1788748821432596731,complete,,,agentic_tool_loop
,443687,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],23,"[18176, 29696, 12288, 15616, 24064, 8448, 15872, 21248, 24064, 14848, 15360]",True,300,"east,germany",0.006289124,,,1788748864758989467,,,,0,,,,,0,0,0.001024969947368421,,10.931782302,11.635146017,,,199680,0.0045689604210526315,11.488291623,,64,fixed_replay,,0,,,0,fa5d50c7b554a377,11,natural-1788746478475980801,1788748853123878515,complete,,,agentic_tool_loop
,371180,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],66,"[27136, 17920, 22784, 14336, 13568, 10752]",True,300,"east,germany",0.002878674,,,1788748923828909254,,,,0,,,,,5234498464,0,0.00249946734569378,,7.1790529890000006,16.828697827,,,106496,0.004475466422305764,14.030921811999999,,65,fixed_kv_transfer,,0,,,0,bf64c857ee2eb660,6,natural-1788746478475980801,1788748907000247945,complete,,,agentic_tool_loop
,691153,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],79,"[8192, 20736, 28416, 25600, 24320, 31488, 15360, 21248, 10752, 21504, 14336, 11520]",True,300,"east,germany",0.007611088,,,1788749022375568381,,,,0,,,,,11475631248,0,0.0028733090789473687,,10.922163046,36.265475846,,,233472,0.005027358825313284,31.098452563900004,,66,fixed_kv_transfer,,0,,,0,5ab56a08fac430c8,12,natural-1788746478475980801,1788748986110128242,complete,,,agentic_tool_loop
,465898,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],55,"[18688, 12032, 22016, 29184, 18944, 22528, 8448, 24576]",True,300,"east,germany",0.004932657,,,1788749096962647854,,,,0,,,,,7688169619,0,0.0025966835989974938,,9.693946593,24.585411444,,,156416,0.005184676951754386,19.9091289251,,67,fixed_kv_transfer,,0,,,0,987720414bb89051,8,natural-1788746478475980801,1788749072377919126,complete,,,agentic_tool_loop
,447025,1,"{""east"": [0, 0], ""germany"": [0.25, 0]}",0,natural,[],26,"[21248, 26624, 30976, 25344, 8448, 25600, 29952, 10752, 23808]",True,300,"east,germany",0.006374247,,,1788749137256606514,,,,0,,,,,0,0,0.0007644027727272726,,14.019385738,14.35679918,,,202752,0.004522791494736842,14.2765345458,,68,fixed_replay,,0,,,0,a43b93215be0bc7f,9,natural-1788746478475980801,1788749122899872086,complete,,,agentic_tool_loop
,479219,1,"{""east"": [0, 0], ""germany"": [0.5, 0]}",0,natural,[],80,"[25856, 14336, 18176, 11008, 14848, 15360, 10496, 17408, 18432, 24320, 8192, 14592]",True,300,"east,germany",0.006812888,,,1788749193863283981,,,,0,,,,,5020588671,0,0.0024416414459706957,,5.7183498695,16.664434946,,,193024,0.005015974857894737,10.642706651800001,,69,fixed_mixed,,0,,,0,ee5297a3dc6aa974,12,natural-1788746478475980801,1788749177198884621,complete,,,agentic_tool_loop
,504771,1,"{""east"": [0.8, 0], ""germany"": [0, 0]}",0,natural,[],97,"[14592, 25088, 17664, 29696, 29952, 12288, 15616, 29952, 30720, 13312]",True,300,"east,germany",0.007401976,,,1788749249435023587,,,,0,,,,,4819261807,0,0.0024629918066361558,,7.496179995,15.986588607,,,218880,0.004309993157602339,9.841568456299997,,70,fixed_mixed,,0,,,0,7206d54e6f168600,10,natural-1788746478475980801,1788749233448469164,complete,,,agentic_tool_loop
,304080,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],24,"[12544, 21760, 9472, 30208, 30976, 10240, 28416]",True,300,"east,germany",0.005579075,,,1788749284968272220,,,,0,,,,,0,0,0.0008304494761904762,,10.197527997,10.630432353,,,143616,0.004504798244444444,10.5316124448,,71,fixed_replay,,0,,,0,d1a6373c17afa2e5,7,natural-1788746478475980801,1788749274337906221,complete,,,agentic_tool_loop
,449982,1,"{""east"": [0.5, 0], ""germany"": [0.5, 0]}",0,natural,[],96,"[18944, 23552, 25088, 30976, 20992, 24576, 13056, 22016, 8704]",True,300,"east,germany",0.005436011,,,1788749330584152200,,,,0,,,,,3183481037,0,0.0009219871428571429,,10.761723793,10.962518346,,,187904,0.005404185336842106,10.9238127382,,72,fixed_mixed,,0,,,0,70968b2c3e249cd0,9,natural-1788746478475980801,1788749319622988497,complete,,,agentic_tool_loop
,431556,1,"{""east"": [0, 0], ""germany"": [0.25, 0]}",0,natural,[],68,"[12544, 21248, 27392, 10240, 18688, 11520, 22528, 10240, 29440, 10752]",True,300,"east,germany",0.007460842,,,1788749409803512062,,,,0,,,,,8581557578,0,0.0025586234700956936,,9.7591963755,25.967654726,,,174592,0.005007225407518797,19.876575297,,73,fixed_kv_transfer,,0,,,0,aceaa615ccdb7188,10,natural-1788746478475980801,1788749383835890949,complete,,,agentic_tool_loop
,313807,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],28,"[27136, 10752, 11776, 14592, 23552, 30720, 29952]",True,300,"east,germany",0.003783993,,,1788749446401109586,,,,0,,,,,0,0,0.0009971122631578946,,11.834948591,12.210736405,,,148480,0.004385354803508772,12.146026999,,74,fixed_replay,,0,,,0,463bd84722532b81,7,natural-1788746478475980801,1788749434190949388,complete,,,agentic_tool_loop
,548487,1,"{""east"": [0.8, 0], ""germany"": [0.25, 0]}",0,natural,[],40,"[20736, 21760, 12032, 17664, 13312, 10496, 31232, 23808, 15104]",True,300,"east,germany",0.005252906,,,1788749521381322239,,,,0,,,,,8166320921,0,0.0016036314545454546,,9.642515612,23.644270865,,,166144,0.005093849924561403,19.7249336872,,75,fixed_kv_transfer,,0,,,0,659749070e7b5cae,9,natural-1788746478475980801,1788749497737944262,complete,,,agentic_tool_loop
,576516,1,"{""east"": [0, 0], ""germany"": [0.8, 0]}",0,natural,[],110,"[12288, 26112, 20480, 28416, 19200, 30464, 18944, 10752, 10240, 22016, 25344, 8192, 26880]",True,300,"east,germany",0.008656633,,,1788749578974028029,,,,0,,,,,5385493612,0,0.003305885611111111,,11.328219805,14.095777079,,,259328,0.005445049659649123,11.9009899118,,76,fixed_mixed,,0,,,0,cec2c56a291ca0aa,13,natural-1788746478475980801,1788749564878831365,complete,,,agentic_tool_loop
,329680,1,"{""east"": [0.8, 0], ""germany"": [0, 0]}",0,natural,[],16,"[9728, 17664, 22784, 18944, 31488, 30720, 25088]",True,300,"east,germany",0.004414637,,,1788749613315138654,,,,0,,,,,0,0,0.000992037894736842,,9.650952569,10.007317537,,,156416,0.004304627610526315,9.869627486799999,,77,fixed_replay,,0,,,0,7ffc45ed2a11f4f4,7,natural-1788746478475980801,1788749603307889796,complete,,,agentic_tool_loop
,300605,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],22,"[24064, 9472, 19712, 11520, 24320, 19968, 18944, 13568]",True,300,"east,germany",0.004942335,,,1788749647548429921,,,,0,,,,,0,0,0.0008375886208133972,,7.827969705999999,9.752820328,,,141568,0.004478743642105263,9.6747680344,,78,fixed_replay,,0,,,0,b79ad78fd0b6948c,8,natural-1788746478475980801,1788749637795646403,complete,,,agentic_tool_loop
,757801,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],60,"[26368, 14080, 30208, 20224, 14080, 20992, 17664, 29184, 25088, 18688]",True,300,"east,germany",0.006233801,,,1788749742756915232,,,,0,,,,,10645157934,0,0.003109393894736842,,11.1780485165,37.022624886,,,216576,0.0049541989122807014,31.0670624485,,79,fixed_kv_transfer,,0,,,0,c5c5432c1e7eaad6,10,natural-1788746478475980801,1788749705734911639,complete,,,agentic_tool_loop
,210772,1,"{""east"": [0, 0], ""germany"": [0.25, 0]}",0,natural,[],102,"[12544, 29952, 20992, 25856]",True,300,"east,germany",0.001470854,,,1788749786853020298,,,,0,,,,,2504002871,0,0.0025451725301932366,,4.11772399,9.708271847,,,89344,0.004760306584782609,8.058459907900001,,80,fixed_mixed,,0,,,0,a3239a64cf0da987,4,natural-1788746478475980801,1788749777144783226,complete,,,agentic_tool_loop
,681135,1,"{""east"": [0.8, 0], ""germany"": [0.5, 0]}",0,natural,[],41,"[15872, 8960, 10496, 26880, 15104, 8960, 12800, 30464, 13056, 22784, 11008]",True,300,"east,germany",0.005887398,,,1788749866894435366,,,,0,,,,,8669638081,0,0.0020467601666666665,,9.937072509,27.654159089,,,176384,0.004993487421052632,22.548022974,,81,fixed_kv_transfer,,0,,,0,a77340c761acf8ed,11,natural-1788746478475980801,1788749839241877678,complete,,,agentic_tool_loop
,465616,1,"{""east"": [0.8, 0], ""germany"": [0.8, 0]}",0,natural,[],4,"[14848, 26368, 19968, 16896, 28416, 24320, 8448, 20224, 20736, 14336]",True,300,"east,germany",0.006714769,,,1788749907038805148,,,,0,,,,,0,0,0.0025073915681818183,,11.0417687275,13.779765236,,,194560,0.004659627966666667,13.729527316899999,,82,fixed_replay,,0,,,0,675b3914d1d51e71,10,natural-1788746478475980801,1788749893259102248,complete,,,agentic_tool_loop
,814153,1,"{""east"": [0, 0], ""germany"": [0.8, 0]}",0,natural,[],72,"[8192, 18176, 19200, 9984, 14592, 15872, 24832, 16128, 30464, 19456, 25088, 9472, 23808, 30976]",True,300,"east,germany",0.007900582,,,1788750018057546940,,,,0,,,,,13086246160,0,0.0029304594210526314,,11.9653034845,43.369366728,,,266240,0.006083183743567252,36.367407523800004,,83,fixed_kv_transfer,,0,,,0,6f8cd2c768fceea7,14,natural-1788746478475980801,1788749974688214776,complete,,,agentic_tool_loop
,824733,1,"{""east"": [0.25, 0], ""germany"": [0.8, 0]}",0,natural,[],63,"[26880, 22272, 13312, 28160, 14336, 11520, 22784, 25600, 22272, 12544, 26624]",True,300,"east,germany",0.006083804,,,1788750115915371598,,,,0,,,,,11123309236,0,0.0038937794545454542,,11.793862377,37.376440408,,,226304,0.004691993684210526,31.975476513,,84,fixed_kv_transfer,,0,,,0,29acd02b91543266,11,natural-1788746478475980801,1788750078540163613,complete,,,agentic_tool_loop
,401976,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],77,"[16384, 24832, 28160, 17920]",True,300,"east,germany",0.003095945,,,1788750173891430476,,,,0,,,,,4290778789,0,0.004087664204545455,,7.563778751500001,17.162655872,,,87296,0.0047895314684210525,15.2292988299,,85,fixed_kv_transfer,,0,,,0,6d2dfeee5abbf956,4,natural-1788746478475980801,1788750156729604847,complete,,,agentic_tool_loop
,238865,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],107,"[18432, 29696, 15616, 20224, 14592, 12800]",True,300,"east,germany",0.003522513,,,1788750212652775982,,,,0,,,,,1623197841,0,0.0026077095555555557,,5.013733085,6.763934687,,,111360,0.004290372065162907,6.724721602,,86,fixed_mixed,,0,,,0,79e7704c87e6ef93,6,natural-1788746478475980801,1788750205888904854,complete,,,agentic_tool_loop
,431812,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],111,"[9728, 15360, 10496, 27136, 27904, 15616, 24832, 23040]",True,300,"east,germany",0.00440978,,,1788750263091342370,,,,0,,,,,4227864144,0,0.002387732461038961,,6.256570277,11.853511106,,,154112,0.008538858112280702,9.133961566499998,,87,fixed_mixed,,0,,,0,623d24c05d37618f,8,natural-1788746478475980801,1788750251237899241,complete,,,agentic_tool_loop
,1001440,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],99,"[21248, 17664, 22272, 25856, 30464, 22272, 30208, 18176, 25088, 11008, 21760, 20992, 8448, 17664, 22272, 30464]",True,300,"east,germany",0.010872341,,,1788750349597444305,,,,0,,,,,8329898998,0,0.002604700204545455,,11.786480529,33.01414129,,,345856,0.004919669421052632,22.5663658255,,88,fixed_mixed,,0,,,0,748bbacb4ef02538,16,natural-1788746478475980801,1788750316585311811,complete,,,agentic_tool_loop
,683953,1,"{""east"": [0.8, 0], ""germany"": [0.25, 0]}",0,natural,[],21,"[17664, 25344, 10496, 13824, 18432, 28928, 29440, 18944, 18688, 19200, 20224, 17664, 29184, 17920, 26368]",True,300,"east,germany",0.009912076,,,1788750395721119822,,,,0,,,,,0,0,0.0035774079545454543,,17.340727824,18.813609477,,,312320,0.008116470126315788,18.6357667576,,89,fixed_replay,,0,,,0,48a2e4845e4b6cef,15,natural-1788746478475980801,1788750376908851522,complete,,,agentic_tool_loop
,414904,1,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],33,"[13824, 17408, 19200, 9984, 14080, 17408, 23552, 30720, 26368, 20224, 11264]",True,300,"east,germany",0.006246261,,,1788750435627932920,,,,0,,,,,0,0,0.0007254956842105263,,12.838418191,13.273810769,,,204032,0.004746175947368421,13.160563492,,90,fixed_replay,,0,,,0,2b59be9365137702,11,natural-1788746478475980801,1788750422354897610,complete,,,agentic_tool_loop
,224627,1,"{""east"": [0.25, 0], ""germany"": [0.5, 0]}",0,natural,[],14,"[16128, 9472, 12800, 28160, 14592]",True,300,"east,germany",0.004300319,,,1788750465636364899,,,,0,,,,,0,0,0.004183152428571428,,6.364650949,6.698759322,,,81152,0.0045587050210526316,6.6294446606,,91,fixed_replay,,0,,,0,fd4c98972907e9c9,5,natural-1788746478475980801,1788750458937647917,complete,,,agentic_tool_loop
,601242,1,"{""east"": [0.8, 0], ""germany"": [0.5, 0]}",0,natural,[],8,"[28416, 18176, 14592, 27392, 17152, 10752, 18944, 23296, 24832, 22016, 14848, 8448, 20992, 26112]",True,300,"east,germany",0.010044035,,,1788750509271171345,,,,0,,,,,0,0,0.002400339040669857,,15.490808915,16.352767022,,,275968,0.005221891758479533,16.2428875364,,92,fixed_replay,,0,,,0,08031522d8c1af4c,14,natural-1788746478475980801,1788750492919435300,complete,,,agentic_tool_loop
,651126,1,"{""east"": [0.8, 0], ""germany"": [0.5, 0]}",0,natural,[],35,"[26368, 16896, 15616, 25600, 30720, 31232, 8704, 13056, 23296, 10752, 15360, 27136, 24576, 25344]",True,300,"east,germany",0.009257924,,,1788750554894126731,,,,0,,,,,0,0,0.003853911095238095,,17.183213135499997,19.175888463,,,294656,0.005104244751754386,18.9445106562,,93,fixed_replay,,0,,,0,6dc0ecaceb91eae1,14,natural-1788746478475980801,1788750535719839090,complete,,,agentic_tool_loop
,697517,1,"{""east"": [0.5, 0], ""germany"": [0.25, 0]}",0,natural,[],51,"[12032, 31232, 12800, 11776, 24064, 22528, 8192, 17152, 27392, 30208]",True,300,"east,germany",0.005731674,,,1788750648005236734,,,,0,,,,,9701438259,0,0.0038136443181818183,,10.4321757,34.613224335,,,197376,0.004444891272077922,28.643864922399995,,94,fixed_kv_transfer,,0,,,0,67b935f7abafa758,10,natural-1788746478475980801,1788750613392042025,complete,,,agentic_tool_loop
,163393,1,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],117,"[16128, 8448, 18432, 8960, 8960, 18944]",True,300,"east,germany",0.003917883,,,1788750686608908671,,,,0,,,,,1233127042,0,0.0024050434285714287,,3.281619089,7.679709197,,,79872,0.004654260583333333,5.562479788,,95,fixed_mixed,,0,,,0,6717f879b85e6b94,6,natural-1788746478475980801,1788750678929228168,complete,,,agentic_tool_loop
,410383,1,"{""east"": [0, 0], ""germany"": [0.5, 0]}",0,natural,[],2,"[28672, 16384, 28928, 19456, 16640, 25088, 27392, 9984, 12288, 11008]",True,300,"east,germany",0.0053023,,,1788750724695402514,,,,0,,,,,0,0,0.0022237751077694235,,11.2423532035,14.343629561,,,195840,0.004741778384210526,14.2036708623,,96,fixed_replay,,0,,,0,8bb95bac8d5d8d35,10,natural-1788746478475980801,1788750710351844857,complete,,,agentic_tool_loop
,1204017,1,"{""east"": [0.5, 0], ""germany"": [0.5, 0]}",0,natural,[],52,"[17664, 24064, 20224, 17152, 16128, 11520, 8704, 21504, 9728, 22784, 23808, 12544, 17152, 15104, 30720, 26112]",True,300,"east,germany",0.011421246,,,1788750848467599537,,,,0,,,,,14495534208,0,0.0027632118005050505,,13.624595171,52.697377418,,,294912,0.005232574160818713,42.2879673045,,97,fixed_kv_transfer,,0,,,0,3af1441a7d99ee83,16,natural-1788746478475980801,1788750795770278103,complete,,,agentic_tool_loop
,337117,1,"{""east"": [0, 0], ""germany"": [0.8, 0]}",0,natural,[],85,"[9984, 12800, 15616, 21760, 23552, 13824, 21248]",True,300,"east,germany",0.004637529,,,1788750901616612791,,,,0,,,,,2969571244,0,0.0031980062272727273,,3.730580292,16.39756355,,,118784,0.004463700203174603,13.336832003400001,,98,fixed_mixed,,0,,,0,f145036e2f68b787,7,natural-1788746478475980801,1788750885219830663,complete,,,agentic_tool_loop
,645397,1,"{""east"": [0, 0], ""germany"": [0.5, 0]}",0,natural,[],113,"[18432, 10752, 18944, 9472, 16128, 28416, 23808, 29696, 18944, 30464, 13312, 19712, 18176]",True,300,"east,germany",0.008339591,,,1788750973365147860,,,,0,,,,,6417293790,0,0.0016557353333333334,,8.206945722,25.866589802,,,256256,0.004543198412531328,18.111049470800005,,99,fixed_mixed,,0,,,0,d19a99a6a2d90702,13,natural-1788746478475980801,1788750947499339400,complete,,,agentic_tool_loop
,768139,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],81,"[8960, 19200, 24832, 10496, 16640, 31488, 29184, 8448, 26624, 9728, 28416, 14848, 28672, 20992, 29952]",True,300,"east,germany",0.011062478,,,1788751041262844231,,,,0,,,,,6228549855,0,0.003989586727272727,,12.168139135,22.783798215,,,308480,0.0046610116947368415,15.5528640852,,100,fixed_mixed,,0,,,0,26f483708fa9f714,15,natural-1788746478475980801,1788751018479084868,complete,,,agentic_tool_loop
,392333,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],27,"[24832, 16640, 30208, 25600, 29696, 28416, 11264]",True,300,"east,germany",0.004302094,,,1788751080926847108,,,,0,,,,,0,0,0.0010610027368421053,,12.079131402,12.3745554,,,166656,0.004074669203030303,12.3073119012,,101,fixed_replay,,0,,,0,ba22eb224f837290,7,natural-1788746478475980801,1788751068552324990,complete,,,agentic_tool_loop
,267080,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],86,"[28672, 16128, 28416, 29440]",True,300,"east,germany",0.00234299,,,1788751128348187551,,,,0,,,,,2856324883,0,0.0023507506792929296,,4.3151914625,11.011790208,,,102656,0.003923473074242425,9.0106819929,,102,fixed_mixed,,0,,,0,99a23061fb2017af,4,natural-1788746478475980801,1788751117336417160,complete,,,agentic_tool_loop
,583684,1,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],15,"[16896, 9728, 13568, 26880, 20736, 13568, 22272, 29696, 22272, 29952, 25088, 24320, 17664, 14848]",True,300,"east,germany",0.008481716,,,1788751171925444318,,,,0,,,,,0,0,0.003990045273923445,,16.1521428965,17.740616616,,,287488,0.004746986036842106,17.597810011700002,,103,fixed_replay,,0,,,0,9cee79e3acd12e04,14,natural-1788746478475980801,1788751154184869460,complete,,,agentic_tool_loop
,724232,1,"{""east"": [0, 0], ""germany"": [0.8, 0]}",0,natural,[],65,"[15104, 17408, 27392, 31232, 19712, 14080, 12544, 22016, 23040, 27648, 29952]",True,300,"east,germany",0.008428821,,,1788751271308037199,,,,0,,,,,11802787402,0,0.001622038052631579,,13.288969619,37.793625423,,,240128,0.004605513727272728,30.423779781,,104,fixed_kv_transfer,,0,,,0,898696a260b305a4,11,natural-1788746478475980801,1788751233514444628,complete,,,agentic_tool_loop
,229126,1,"{""east"": [0.5, 0], ""germany"": [0, 0]}",0,natural,[],93,"[22784, 8192, 21760, 9472, 18688, 21760]",True,300,"east,germany",0.003398964,,,1788751305599995221,,,,0,,,,,1585449054,0,0.0024756413385167465,,4.728566858500001,5.012177511,,,102656,0.0041916148320802005,4.9080597694999994,,105,fixed_mixed,,0,,,0,cfba119c1cfccb1f,6,natural-1788746478475980801,1788751300587850772,complete,,,agentic_tool_loop
,766748,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],64,"[23296, 26368, 11776, 26880, 26368, 28160, 22784, 25344, 26368, 22016, 27648, 12544, 13568, 17408]",True,300,"east,germany",0.007578014,,,1788751426011163738,,,,0,,,,,15263092877,0,0.0028665198492822965,,14.6402381465,46.080048646,,,310528,0.004765256977272728,38.530157334200005,,106,fixed_kv_transfer,,0,,,0,7118dcd2f78a4a99,14,natural-1788746478475980801,1788751379932298464,complete,,,agentic_tool_loop
,502677,1,"{""east"": [0, 0], ""germany"": [0, 0]}",0,natural,[],17,"[22784, 20736, 14080, 20992, 22528, 25088, 20224, 9984, 30976, 25600, 10752, 12544, 11008]",True,300,"east,germany",0.008345368,,,1788751468232092448,,,,0,,,,,0,0,0.0011431225,,15.352138432,15.884875492,,,247296,0.004313548818045113,15.681493700599999,,107,fixed_replay,,0,,,0,c3b34a509c59fce4,13,natural-1788746478475980801,1788751452347587268,complete,,,agentic_tool_loop
,687513,1,"{""east"": [0.8, 0], ""germany"": [0.25, 0]}",0,natural,[],42,"[21760, 29696, 12032, 15360, 8448, 11264, 25088, 14848, 16896, 12800, 10496, 24832]",True,300,"east,germany",0.006358155,,,1788751555843389287,,,,0,,,,,10003428555,0,0.0031159478193779904,,9.7795838955,31.572307802,,,203520,0.006418770044360903,26.084466958700002,,108,fixed_kv_transfer,,0,,,0,3ca29a40db5aba48,12,natural-1788746478475980801,1788751524271962221,complete,,,agentic_tool_loop
,824869,1,"{""east"": [0.5, 0], ""germany"": [0.8, 0]}",0,natural,[],56,"[30976, 30976, 28416, 9216, 12032, 13312, 23296, 25856, 14592, 17664]",True,300,"east,germany",0.00586127,,,1788751648613732595,,,,0,,,,,10141840774,0,0.0029930387631578945,,10.5614389295,32.882213798,,,206336,0.0051125278,27.2202129913,,109,fixed_kv_transfer,,0,,,0,7212c84eb3d87ac3,10,natural-1788746478475980801,1788751615731560294,complete,,,agentic_tool_loop
,504447,1,"{""east"": [0.25, 0], ""germany"": [0, 0]}",0,natural,[],31,"[24576, 9472, 10752, 28928, 17664, 20736, 22784, 19456, 22272, 26368, 8192, 14592, 15360]",True,300,"east,germany",0.007949468,,,1788751692527913804,,,,0,,,,,0,0,0.0010160271052631579,,15.141649475,15.846365395,,,241152,0.004520305347368421,15.6711166506,,110,fixed_replay,,0,,,0,e4f89330a779b5c4,13,natural-1788746478475980801,1788751676681623649,complete,,,agentic_tool_loop
,656727,1,"{""east"": [0, 0], ""germany"": [0.25, 0]}",0,natural,[],44,"[25088, 8960, 11776, 24320, 27904, 23040, 18688, 11264, 27136, 19968, 11520, 26368, 19200, 12800]",True,300,"east,germany",0.007082989,,,1788751798215180431,,,,0,,,,,13174326663,0,0.0031301574999999995,,13.870633603,37.768224865,,,268032,0.00524127214502924,30.331962845700005,,111,fixed_kv_transfer,,0,,,0,16a7f6b3ca984e83,14,natural-1788746478475980801,1788751760448014949,complete,,,agentic_tool_loop
