achieved_shed_w,configured_goodput_mbps,credited_sessions,deadline_miss_sessions,destination_load,episode_elapsed_s,full_drain_s,kv_w,last_first_token_s,last_route_commit_s,load_fraction,measured_goodput_mbps,offered_rho,offered_rho_decode,offered_rho_prefill,planned_sessions,policy,queue_at_start,repeat,replay_w,requested_shed_w,right_censored,scenario_id,trace_id,unmet_w
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.935940220081323,""offered_rho_decode"":0.030791202511963735,""offered_rho_prefill"":0.9051490175693593,""offered_rps"":2.470777460337229,""queue_at_start"":0.0,""request_count"":148,""target_rho"":0.9375,""work_per_request_s"":0.37943522435729343}",32.561434303,5.332899755,147.15586570875013,5.332899755,4.484148339,0.9375,5747.877174364773,0.935940220081323,0.030791202511963735,0.9051490175693593,8,kv_only,0.0,5,0.0,147.15586570875013,False,drain-e818c1304434252c,9247a458fbe73d52,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9738837425170523,""offered_rho_decode"":0.032039494505692,""offered_rho_prefill"":0.9418442480113604,""offered_rps"":2.5696085587507183,""queue_at_start"":0.0,""request_count"":155,""target_rho"":0.975,""work_per_request_s"":0.37943522435729343}",32.813344001,4.529787256,147.15586570875013,4.529787256,3.796942478,0.975,6788.314934448997,0.9738837425170523,0.032039494505692,0.9418442480113604,8,kv_only,0.0,0,0.0,147.15586570875013,False,drain-bca401549a08f913,407c8e8ba8095ef0,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8727010160217742,""offered_rho_decode"":0.028710715855749976,""offered_rho_prefill"":0.8439903001660242,""offered_rps"":2.306058962981414,""queue_at_start"":0.0,""request_count"":139,""target_rho"":0.875,""work_per_request_s"":0.37943522435729343}",32.775273351,10.111653796,0.0,10.111653796,6.859420173,0.875,175529.7769792085,0.8727010160217742,0.028710715855749976,0.8439903001660242,8,replay_only,0.0,1,147.15586570875013,147.15586570875013,False,drain-c0aa6f017f72979c,3029d28d2e71c4dc,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9612359017051426,""offered_rho_decode"":0.031623397174449244,""offered_rho_prefill"":0.9296125045306933,""offered_rps"":2.536664859279555,""queue_at_start"":0.0,""request_count"":152,""target_rho"":0.9625,""work_per_request_s"":0.37943522435729343}",32.61450804,10.018841287,0.0,10.018841287,6.80188672,0.9625,252898.356142997,0.9612359017051426,0.031623397174449244,0.9296125045306933,8,replay_only,0.0,6,147.15586570875013,147.15586570875013,False,drain-d8fe63c97dc59174,4d7bdbd616e822bc,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9485880608932328,""offered_rho_decode"":0.031207299843206488,""offered_rho_prefill"":0.9173807610500263,""offered_rps"":2.503721159808392,""queue_at_start"":0.0,""request_count"":150,""target_rho"":0.95,""work_per_request_s"":0.37943522435729343}",32.446627402,10.211371115,0.0,10.211371115,6.882185965,0.95,0.0,0.9485880608932328,0.031207299843206488,0.9173807610500263,8,replay_only,0.0,2,147.15586570875013,147.15586570875013,False,drain-a8cb6cb47712a5b5,da7d7239aaf3dc1a,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9106445384575035,""offered_rho_decode"":0.029959007849478234,""offered_rho_prefill"":0.8806855306080252,""offered_rps"":2.404890061394903,""queue_at_start"":0.0,""request_count"":144,""target_rho"":0.9125,""work_per_request_s"":0.37943522435729343}",32.576112549,10.158398694,0.0,10.158398694,6.7119385,0.9125,0.005333995748930403,0.9106445384575035,0.029959007849478234,0.8806855306080252,8,replay_only,0.0,6,147.15586570875013,147.15586570875013,False,drain-e144a0a6b810a793,3f36d8d062dd1f55,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9106445384575035,""offered_rho_decode"":0.029959007849478234,""offered_rho_prefill"":0.8806855306080252,""offered_rps"":2.404890061394903,""queue_at_start"":0.0,""request_count"":144,""target_rho"":0.9125,""work_per_request_s"":0.37943522435729343}",32.658719202,4.290312459,147.15586570875013,4.290312459,3.638160078,0.9125,7084.6876349457225,0.9106445384575035,0.029959007849478234,0.8806855306080252,8,kv_only,0.0,8,0.0,147.15586570875013,False,drain-af6e09d4347cc387,a825ad806a1f9bec,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9738837425170523,""offered_rho_decode"":0.032039494505692,""offered_rho_prefill"":0.9418442480113604,""offered_rps"":2.5696085587507183,""queue_at_start"":0.0,""request_count"":154,""target_rho"":0.975,""work_per_request_s"":0.37943522435729343}",32.537727713,4.436578124,147.15586570875013,4.436578124,3.776791722,0.975,6824.271592721784,0.9738837425170523,0.032039494505692,0.9418442480113604,8,kv_only,0.0,3,0.0,147.15586570875013,False,drain-6a61956374450d45,658802a65f21bc21,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8853488568336839,""offered_rho_decode"":0.029126813186992728,""offered_rho_prefill"":0.8562220436466912,""offered_rps"":2.3390026624525766,""queue_at_start"":0.0,""request_count"":140,""target_rho"":0.8875,""work_per_request_s"":0.37943522435729343}",32.669046438,10.347377926,0.0,10.347377926,6.792396487,0.8875,0.03695133127888262,0.8853488568336839,0.029126813186992728,0.8562220436466912,8,replay_only,0.0,9,147.15586570875013,147.15586570875013,False,drain-b8e665ae32ccd530,5b71c39f8ea66564,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9106445384575035,""offered_rho_decode"":0.029959007849478234,""offered_rho_prefill"":0.8806855306080252,""offered_rps"":2.404890061394903,""queue_at_start"":0.0,""request_count"":144,""target_rho"":0.9125,""work_per_request_s"":0.37943522435729343}",32.566037367,4.553408502,147.15586570875013,4.553408502,3.763087626,0.9125,6849.289989614855,0.9106445384575035,0.029959007849478234,0.8806855306080252,8,kv_only,0.0,6,0.0,147.15586570875013,False,drain-9d73899401ac2c9c,3f36d8d062dd1f55,0
