connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
d1717beae2218fd0,kv,5564454435941262,5564454437178628,0,0
68695c8a22a0d69c,api,5564454436299738,5564454437241767,0,0
9eac98cd88d35b68,api,5564474593495579,5564480719311478,32058,9333
c53cb073cae6a2d0,api,5564474593858115,5564480811168387,36981,9333
8efae41fe0ec109d,api,5564485530500288,5564490910587946,35762,8389
05dfd669a3199517,api,5564485325916322,5564491866261725,29448,21065
0bbde09b96bebb73,api,5564496700866835,5564497699227990,32026,12772
2cc60304de96d780,api,5564497701159028,5564498492105538,36949,9826
f4b43c5ba112ee9a,api,5564498493819549,5564499497281937,29416,12772
8cccc8911b03b6a2,api,5564499498819270,5564500422373325,35730,11828
