activity,bandwidth_mbps,catch_up_new_tokens,concurrency,continuation_difference_s,continuation_ttft_s,deadline_met,deadline_s,destination_added_energy_j,destination_added_power_w,destination_baseline_power_w,destination_mean_power_w,elapsed_s,initial_requests_s,initial_time_to_first_responses_s,kind,kv_network_window_s,match_id,measured_kv_payload_bytes,measured_kv_throughput_mbps,measured_kv_wire_bytes,measured_processed_tokens,measured_prompt_tokens,measured_replay_throughput_tokens_s,median_service_pause_s,method,migration_s,repeat,scenario_id,session_set,source_added_energy_j,source_added_power_w,source_baseline_power_w,source_mean_power_w,status,total_added_energy_j
none,1000.0,0,1,-1.113788192,0.883443701,True,300,382.77968996271,96.36702643856889,83.21,179.57702643856888,8.412296425,3.971736201,2.006342204,migration,0.006341314,3003506b1931dade,0,0.045416454696928746,36,11047,11047,5506.039786221832,0.000365936,replay,3.972102327,0,m-8eeae3b29ca5e252,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,1.3333508695600753,0.33567888231296195,87.54,87.87567888231297,complete,384.1130408322701
none,1000.0,0,1,,2.054626962,True,300,,,,,5.484111065,0.0,0.0,control,0.0,b816f26a5a80e29c,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,2,c-b816f26a5a80e29c,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,,,,,complete,
none,1000.0,0,1,-0.1383307640000001,0.92620297,True,300,1974.1487179802807,235.50536430179488,83.21,318.71536430179486,18.39607747,8.381688192,7.669492024,migration,0.051205568,1858969b477f5a36,0,0.005624388347767181,36,30474,30474,3973.4052665598024,0.00091761,replay,8.382606162,0,m-988cc7b4f048dc77,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,8.156029139480081,0.9729705752434086,87.54,88.51297057524341,complete,1982.3047471197608
none,10000.0,0,1,-0.10577591500000005,0.958757819,True,300,32.346994620670046,9.714738182153823,83.21,92.92473818215382,13.098798212,3.32902221,2.602815186,migration,2.610769137,1858969b477f5a36,1497858048,4589.822935385803,1497871008,0,30474,0.0,0.000660173,kv_transfer,3.329682593,0,m-bfb32da736673c8b,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,10.829394570129972,3.2523804499854236,87.54,90.79238044998543,complete,43.176389190800016
none,1000.0,0,1,,2.019485538,True,300,,,,,5.472315775,0.0,0.0,control,0.0,fa2799ac94a53532,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,1,c-fa2799ac94a53532,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,,,,,complete,
none,1000.0,0,1,,1.997231893,True,300,,,,,5.677930807,0.0,0.0,control,0.0,3003506b1931dade,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,0,c-3003506b1931dade,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,,,,,complete,
none,10000.0,0,1,0.024396460999999814,2.043881999,True,300,105.58342021124997,31.632054682584425,83.21,114.84205468258442,8.834082028,3.337567989,1.024967218,migration,3.337861586,fa2799ac94a53532,542982144,1301.4044255818344,542988480,0,11047,0.0,0.000293267,kv_transfer,3.337861586,1,m-5be8a90e46401351,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,14.610517874780028,4.377209029895354,87.54,91.91720902989536,complete,120.19393808603
none,1000.0,0,1,-0.06472541600000015,0.93599145,True,300,31.825549754830185,2.471297444103328,83.21,85.68129744410332,22.657997894,12.877409427,12.171135832,migration,12.87807335,234a053f10496d75,1497858048,930.4965121976107,1497875292,0,30474,0.0,0.000663393,kv_transfer,12.87807335,2,m-e9f76d4f1f949c8c,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,27.978677269749994,2.1725825369483545,87.54,89.71258253694836,complete,59.80422702458018
none,10000.0,0,1,-0.09078133100000008,0.909935535,True,300,2056.9111459949,245.59343527804634,83.21,328.8034352780463,18.180788396,8.374862972,7.660589116,migration,0.125179115,234a053f10496d75,0,0.0023007032762613795,36,30474,30474,3978.0230395533986,0.000406156,replay,8.375269248,2,m-3cb150757ac240aa,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,23.710910457509847,2.8310624715942083,87.54,90.37106247159421,complete,2080.6220564524097
none,10000.0,0,1,-0.010458561999999727,2.0441684,True,300,395.42241654856,118.77120590830053,83.21,201.98120590830052,8.946227513,3.329107854,1.353693904,migration,0.054709608,b816f26a5a80e29c,0,0.005264157622916984,36,11047,11047,8160.6336316928555,0.000170338,replay,3.329278452,2,m-c42c85fa98845e0a,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,6.241368499060013,1.874691044634801,87.54,89.41469104463481,complete,401.66378504762
