phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,897847,170.45832109451294,5267.252394807858,125000000.0,4.2138019158462864e-05,1
drain,kv,target_to_client,8826733708,172.59983706474304,51139872.77223819,125000000.0,0.4091189821779055,1
post,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
post,kv,target_to_client,1151200315,29.999377965927124,38374139.50074289,125000000.0,0.30699311600594315,1
