phase,gpu,samples,power_mean_w
baseline,0,120,334.25441666666666
baseline,1,120,85.03033333333333
drain,0,690,352.368
drain,1,690,100.39095652173914
post,0,120,320.6644166666666
post,1,120,170.13908333333336
