model,offered_rps,replicates,exact_completion_rate_min,p90_ttft_s,p90_ttft_s_min,p90_ttft_s_max,p90_tpot_s,p90_tpot_s_min,p90_tpot_s_max
google/gemma-4-26B-A4B-it,0.125,1,1.0,0.1980316314,0.1980316314,0.1980316314,0.035270828000000004,0.035270828000000004,0.035270828000000004
google/gemma-4-26B-A4B-it,0.25,1,1.0,0.1942380726,0.1942380726,0.1942380726,0.035816265,0.035816265,0.035816265
google/gemma-4-26B-A4B-it,0.5,1,1.0,0.2033499699,0.2033499699,0.2033499699,0.035746784000000004,0.035746784000000004,0.035746784000000004
google/gemma-4-26B-A4B-it,1.0,1,1.0,0.33754227290000005,0.33754227290000005,0.33754227290000005,0.0361448655,0.0361448655,0.0361448655
google/gemma-4-26B-A4B-it,2.0,1,1.0,0.197576919,0.197576919,0.197576919,0.0360594345,0.0360594345,0.0360594345
google/gemma-4-26B-A4B-it,4.0,1,1.0,0.5129829996000002,0.5129829996000002,0.5129829996000002,0.035985845,0.035985845,0.035985845
google/gemma-4-26B-A4B-it,8.0,1,1.0,2.057441876,2.057441876,2.057441876,0.035960778,0.035960778,0.035960778
