phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,303.42816666666664
baseline,1,240,240,1.0,82.61912500000001
drain,0,60,60,1.0,188.8543333333333
drain,1,60,60,1.0,345.18333333333334
post,0,239,239,1.0,134.2228451882845
post,1,239,239,1.0,293.002050209205
