workload,load,wan_gbps,deadline_s,policy,minimum_qh_gap_fraction,median_qh_gap_fraction
measured_pack,0.25,100,30,isolated_fastest,0.9931379051636371,0.9931379051636371
measured_pack,0.25,100,30,kv_only,0.9931379051636371,0.9931379051636371
measured_pack,0.25,100,30,replay_only,0.0,0.0
measured_pack,0.25,100,60,greedy,0.0,0.0
measured_pack,0.25,100,60,isolated_fastest,0.9861529160041295,0.9861529160041295
measured_pack,0.25,100,60,kv_only,0.9861529160041295,0.9861529160041295
measured_pack,0.25,100,60,replay_only,0.0,0.0
measured_pack,0.25,100,120,greedy,-1.1102230246251565e-16,0.0
measured_pack,0.25,100,120,isolated_fastest,0.972182937685114,0.9721829376851141
measured_pack,0.25,100,120,kv_only,0.972182937685114,0.9721829376851141
measured_pack,0.25,100,120,replay_only,-1.1102230246251565e-16,0.0
measured_pack,0.25,100,300,greedy,-4.440892098500626e-16,0.0
measured_pack,0.25,100,300,isolated_fastest,0.9302730027280679,0.9302730027280681
measured_pack,0.25,100,300,kv_only,0.9302730027280679,0.9302730027280681
measured_pack,0.25,100,300,replay_only,-4.440892098500626e-16,0.0
measured_pack,0.25,100,600,greedy,7.189804307472514e-13,2.9073410345858974e-12
measured_pack,0.25,100,600,isolated_fastest,0.867711555569191,0.8677115555708541
measured_pack,0.25,100,600,kv_only,0.867711555569191,0.8677115555708541
measured_pack,0.25,100,600,replay_only,7.189804307472514e-13,2.9073410345858974e-12
measured_pack,0.25,100,1800,greedy,0.0,0.0
measured_pack,0.25,100,1800,isolated_fastest,0.728011772376342,0.7280117723843657
measured_pack,0.25,100,1800,kv_only,0.728011772376342,0.7280117723843657
measured_pack,0.25,100,1800,replay_only,0.0,0.0
measured_pack,0.25,100,3600,greedy,-5.218048215738236e-14,-1.2212453270876722e-15
measured_pack,0.25,100,3600,isolated_fastest,0.5717310487955034,0.571731048795559
measured_pack,0.25,100,3600,kv_only,0.5717310487955034,0.571731048795559
measured_pack,0.25,100,3600,replay_only,-5.218048215738236e-14,-1.2212453270876722e-15
measured_pack,0.25,400,1,greedy,0.00018902347570975975,0.00019137960401832688
measured_pack,0.25,400,1,isolated_fastest,0.2499422156123216,0.2499432074131054
measured_pack,0.25,400,1,kv_only,0.2499422156123216,0.2499432074131054
measured_pack,0.25,400,1,replay_only,0.00037816384167776995,0.0003828748136228133
measured_pack,0.25,400,3,greedy,0.1246346901487343,0.1246554239825165
measured_pack,0.25,400,3,isolated_fastest,0.8727182732669381,0.8727414085748801
measured_pack,0.25,400,3,kv_only,0.8727182732669381,0.8727414085748801
measured_pack,0.25,400,3,replay_only,2.0691638161984827e-05,4.382694610405302e-05
measured_pack,0.25,400,10,greedy,0.0,0.0
measured_pack,0.25,400,10,isolated_fastest,0.9911782584132356,0.9911782584132356
measured_pack,0.25,400,10,kv_only,0.9911782584132356,0.9911782584132356
measured_pack,0.25,400,10,replay_only,0.0,0.0
measured_pack,0.25,400,30,greedy,0.0,0.0
measured_pack,0.25,400,30,isolated_fastest,0.9725516206545485,0.9725516206545485
measured_pack,0.25,400,30,kv_only,0.9725516206545485,0.9725516206545485
measured_pack,0.25,400,30,replay_only,0.0,0.0
measured_pack,0.25,400,60,greedy,0.0,0.0
measured_pack,0.25,400,60,isolated_fastest,0.9446116640165177,0.9446116640165177
measured_pack,0.25,400,60,kv_only,0.9446116640165177,0.9446116640165177
measured_pack,0.25,400,60,replay_only,0.0,0.0
measured_pack,0.25,400,120,greedy,0.0,9.944267631567527e-13
measured_pack,0.25,400,120,isolated_fastest,0.8887317507404563,0.8887317507435549
measured_pack,0.25,400,120,kv_only,0.8887317507404563,0.8887317507435549
measured_pack,0.25,400,120,replay_only,0.0,9.944267631567527e-13
measured_pack,0.25,400,300,greedy,-3.219646771412954e-15,1.1102230246251565e-16
measured_pack,0.25,400,300,isolated_fastest,0.7980460054561327,0.7980460054561367
measured_pack,0.25,400,300,kv_only,0.7980460054561327,0.7980460054561367
measured_pack,0.25,400,300,replay_only,-3.219646771412954e-15,1.1102230246251565e-16
measured_pack,0.25,400,600,greedy,-1.2406742300186124e-12,1.5910606165903118e-12
measured_pack,0.25,400,600,isolated_fastest,0.6583462222659822,0.6583462222728809
measured_pack,0.25,400,600,kv_only,0.6583462222659822,0.6583462222728809
measured_pack,0.25,400,600,replay_only,-1.2406742300186124e-12,1.5910606165903118e-12
measured_pack,0.25,400,1800,greedy,-4.3298697960381105e-15,5.551115123125783e-17
measured_pack,0.25,400,1800,isolated_fastest,0.36651569650178484,0.3665156965017905
measured_pack,0.25,400,1800,kv_only,0.36651569650178484,0.3665156965017905
measured_pack,0.25,400,1800,replay_only,-4.3298697960381105e-15,5.551115123125783e-17
measured_pack,0.25,400,3600,greedy,-2.1094237467877974e-15,0.0
measured_pack,0.25,400,3600,isolated_fastest,0.09252811153269647,0.09252811153270124
measured_pack,0.25,400,3600,kv_only,0.09252811153269647,0.09252811153270124
measured_pack,0.25,400,3600,replay_only,-2.1094237467877974e-15,0.0
measured_pack,0.5,reference,1,greedy,0.0,0.0
measured_pack,0.5,reference,1,isolated_fastest,0.11677054175089159,0.12433847044231018
measured_pack,0.5,reference,1,kv_only,0.11677054175089159,0.12433847044231018
measured_pack,0.5,reference,1,replay_only,0.0,0.0
measured_pack,0.5,reference,3,greedy,0.05665468488933384,0.05719317462139564
measured_pack,0.5,reference,3,isolated_fastest,0.43160152508027344,0.4321371666814341
measured_pack,0.5,reference,3,kv_only,0.43160152508027344,0.4321371666814341
measured_pack,0.5,reference,3,replay_only,-5.551115123125783e-17,0.0
measured_pack,0.5,reference,10,greedy,0.18589540654130987,0.21137542745621535
measured_pack,0.5,reference,10,isolated_fastest,0.9440054544100922,0.9632842757361858
measured_pack,0.5,reference,10,kv_only,0.9440054544100922,0.9632842757361858
measured_pack,0.5,reference,10,replay_only,-1.1102230246251565e-16,0.0
measured_pack,0.5,reference,30,greedy,0.015610983560654379,0.015611836694859438
measured_pack,0.5,reference,30,isolated_fastest,0.9992349817110217,0.99924740855311
measured_pack,0.5,reference,30,kv_only,0.9992349817110217,0.99924740855311
measured_pack,0.5,reference,30,replay_only,0.0,1.1102230246251565e-16
measured_pack,0.5,reference,60,greedy,-2.220446049250313e-16,-2.220446049250313e-16
measured_pack,0.5,reference,60,isolated_fastest,0.998456262590583,0.9984813388290064
measured_pack,0.5,reference,60,kv_only,0.998456262590583,0.9984813388290064
measured_pack,0.5,reference,60,replay_only,-2.220446049250313e-16,-2.220446049250313e-16
measured_pack,0.5,reference,120,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,120,isolated_fastest,0.9968988243497059,0.9969491993807994
measured_pack,0.5,reference,120,kv_only,0.9968988243497059,0.9969491993807994
measured_pack,0.5,reference,120,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,300,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,300,isolated_fastest,0.9922265096270745,0.9923527810361784
measured_pack,0.5,reference,300,kv_only,0.9922265096270745,0.9923527810361784
measured_pack,0.5,reference,300,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,600,greedy,-2.220446049250313e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,600,isolated_fastest,0.9844393184226887,0.9846920837951434
measured_pack,0.5,reference,600,kv_only,0.9844393184226887,0.9846920837951434
measured_pack,0.5,reference,600,replay_only,-2.220446049250313e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,1800,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,1800,isolated_fastest,0.9532905536051461,0.9540492948310036
measured_pack,0.5,reference,1800,kv_only,0.9532905536051461,0.9540492948310036
measured_pack,0.5,reference,1800,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,3600,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,reference,3600,isolated_fastest,0.9065674063788322,0.9080851113847939
measured_pack,0.5,reference,3600,kv_only,0.9065674063788322,0.9080851113847939
measured_pack,0.5,reference,3600,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,1,greedy,0.0,0.0
measured_pack,0.5,10,1,isolated_fastest,0.11027253698387113,0.1130993510687355
measured_pack,0.5,10,1,kv_only,0.11027253698387113,0.1130993510687355
measured_pack,0.5,10,1,replay_only,0.0,0.0
measured_pack,0.5,10,3,greedy,0.06331164967722258,0.06345944165627238
measured_pack,0.5,10,3,isolated_fastest,0.43825988157543794,0.43840764399058607
measured_pack,0.5,10,3,kv_only,0.43825988157543794,0.43840764399058607
measured_pack,0.5,10,3,replay_only,-5.551115123125783e-17,0.0
measured_pack,0.5,10,10,greedy,0.005932374911333693,0.006057903688933108
measured_pack,0.5,10,10,isolated_fastest,0.9648945221047256,0.9654536421154936
measured_pack,0.5,10,10,kv_only,0.9648945221047256,0.9654536421154936
measured_pack,0.5,10,10,replay_only,0.0,5.551115123125783e-17
measured_pack,0.5,10,30,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,30,isolated_fastest,0.9993137905163636,0.9993137905163636
measured_pack,0.5,10,30,kv_only,0.9993137905163636,0.9993137905163636
measured_pack,0.5,10,30,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,60,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,60,isolated_fastest,0.9986152916004128,0.9986152916004128
measured_pack,0.5,10,60,kv_only,0.9986152916004128,0.9986152916004128
measured_pack,0.5,10,60,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,120,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,120,isolated_fastest,0.9972182937685113,0.9972182937685113
measured_pack,0.5,10,120,kv_only,0.9972182937685113,0.9972182937685113
measured_pack,0.5,10,120,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,300,greedy,0.0,0.0
measured_pack,0.5,10,300,isolated_fastest,0.9930273002728068,0.9930273002728068
measured_pack,0.5,10,300,kv_only,0.9930273002728068,0.9930273002728068
measured_pack,0.5,10,300,replay_only,0.0,0.0
measured_pack,0.5,10,600,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,600,isolated_fastest,0.986042311113299,0.986042311113299
measured_pack,0.5,10,600,kv_only,0.986042311113299,0.986042311113299
measured_pack,0.5,10,600,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,10,1800,greedy,-2.220446049250313e-16,-1.1102230246251565e-16
measured_pack,0.5,10,1800,isolated_fastest,0.9581023544752681,0.9581023544752684
measured_pack,0.5,10,1800,kv_only,0.9581023544752681,0.9581023544752684
measured_pack,0.5,10,1800,replay_only,-2.220446049250313e-16,-1.1102230246251565e-16
measured_pack,0.5,10,3600,greedy,-2.220446049250313e-16,-1.1102230246251565e-16
measured_pack,0.5,10,3600,isolated_fastest,0.9161924195182221,0.9161924195182222
measured_pack,0.5,10,3600,kv_only,0.9161924195182221,0.9161924195182222
measured_pack,0.5,10,3600,replay_only,-2.220446049250313e-16,-1.1102230246251565e-16
measured_pack,0.5,40,1,greedy,0.0,0.0
measured_pack,0.5,40,1,isolated_fastest,0.14939546168696083,0.15455437607825445
measured_pack,0.5,40,1,kv_only,0.14939546168696083,0.15455437607825445
measured_pack,0.5,40,1,replay_only,0.0,0.0
measured_pack,0.5,40,3,greedy,0.098937122467187,0.10048047141435723
measured_pack,0.5,40,3,isolated_fastest,0.5987444836313223,0.6002878720919401
measured_pack,0.5,40,3,kv_only,0.5987444836313223,0.6002878720919401
measured_pack,0.5,40,3,replay_only,0.0,0.0
measured_pack,0.5,40,10,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,10,isolated_fastest,0.9991178258413235,0.9991178258413236
measured_pack,0.5,40,10,kv_only,0.9991178258413235,0.9991178258413236
measured_pack,0.5,40,10,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,30,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,30,isolated_fastest,0.9972551620654547,0.9972551620654547
measured_pack,0.5,40,30,kv_only,0.9972551620654547,0.9972551620654547
measured_pack,0.5,40,30,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,60,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,60,isolated_fastest,0.9944611664016516,0.9944611664016516
measured_pack,0.5,40,60,kv_only,0.9944611664016516,0.9944611664016516
measured_pack,0.5,40,60,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,120,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,120,isolated_fastest,0.9888731750740455,0.9888731750740455
measured_pack,0.5,40,120,kv_only,0.9888731750740455,0.9888731750740455
measured_pack,0.5,40,120,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,300,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,300,isolated_fastest,0.9721092010912271,0.9721092010912271
measured_pack,0.5,40,300,kv_only,0.9721092010912271,0.9721092010912271
measured_pack,0.5,40,300,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,600,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,600,isolated_fastest,0.9441692444531964,0.9441692444531964
measured_pack,0.5,40,600,kv_only,0.9441692444531964,0.9441692444531964
measured_pack,0.5,40,600,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,40,1800,greedy,-2.4424906541753444e-15,0.0
measured_pack,0.5,40,1800,isolated_fastest,0.8537047089505343,0.8537047089505369
measured_pack,0.5,40,1800,kv_only,0.8537047089505343,0.8537047089505369
measured_pack,0.5,40,1800,replay_only,-2.4424906541753444e-15,0.0
measured_pack,0.5,40,3600,greedy,-5.218048215738236e-15,1.3322676295501878e-15
measured_pack,0.5,40,3600,isolated_fastest,0.7698848390364393,0.7698848390364634
measured_pack,0.5,40,3600,kv_only,0.7698848390364393,0.7698848390364634
measured_pack,0.5,40,3600,replay_only,-5.218048215738236e-15,1.3322676295501878e-15
measured_pack,0.5,100,1,greedy,0.0,0.0
measured_pack,0.5,100,1,isolated_fastest,0.2004835419051971,0.21583430730044412
measured_pack,0.5,100,1,kv_only,0.2004835419051971,0.21583430730044412
measured_pack,0.5,100,1,replay_only,0.0,0.0
measured_pack,0.5,100,3,greedy,0.14395898058355838,0.14475341690526722
measured_pack,0.5,100,3,isolated_fastest,0.6435080743964517,0.6443021507076986
measured_pack,0.5,100,3,kv_only,0.6435080743964517,0.6443021507076986
measured_pack,0.5,100,3,replay_only,-1.1102230246251565e-16,0.0
measured_pack,0.5,100,10,greedy,0.0,0.0
measured_pack,0.5,100,10,isolated_fastest,0.997794564603309,0.997794564603309
measured_pack,0.5,100,10,kv_only,0.997794564603309,0.997794564603309
measured_pack,0.5,100,10,replay_only,0.0,0.0
measured_pack,0.5,100,30,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,30,isolated_fastest,0.993137905163637,0.993137905163637
measured_pack,0.5,100,30,kv_only,0.993137905163637,0.993137905163637
measured_pack,0.5,100,30,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,60,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,60,isolated_fastest,0.9861529160041294,0.9861529160041294
measured_pack,0.5,100,60,kv_only,0.9861529160041294,0.9861529160041294
measured_pack,0.5,100,60,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,120,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,120,isolated_fastest,0.972182937685114,0.972182937685114
measured_pack,0.5,100,120,kv_only,0.972182937685114,0.972182937685114
measured_pack,0.5,100,120,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,300,greedy,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,300,isolated_fastest,0.9302730027280679,0.9302730027280679
measured_pack,0.5,100,300,kv_only,0.9302730027280679,0.9302730027280679
measured_pack,0.5,100,300,replay_only,-1.1102230246251565e-16,-1.1102230246251565e-16
measured_pack,0.5,100,600,greedy,-1.2212453270876722e-15,2.7755575615628914e-15
measured_pack,0.5,100,600,isolated_fastest,0.8677115555664944,0.8677115555665
measured_pack,0.5,100,600,kv_only,0.8677115555664944,0.8677115555665
measured_pack,0.5,100,600,replay_only,-1.2212453270876722e-15,2.7755575615628914e-15
measured_pack,0.5,100,1800,greedy,-1.7763568394002505e-15,1.3322676295501878e-15
measured_pack,0.5,100,1800,isolated_fastest,0.7280117723763402,0.7280117723763435
measured_pack,0.5,100,1800,kv_only,0.7280117723763402,0.7280117723763435
measured_pack,0.5,100,1800,replay_only,-1.7763568394002505e-15,1.3322676295501878e-15
measured_pack,0.5,100,3600,greedy,-2.6201263381153694e-14,1.2878587085651816e-14
measured_pack,0.5,100,3600,isolated_fastest,0.5717310487955585,0.5717310487956034
measured_pack,0.5,100,3600,kv_only,0.5717310487955585,0.5717310487956034
measured_pack,0.5,100,3600,replay_only,-2.6201263381153694e-14,1.2878587085651816e-14
measured_pack,0.5,400,1,greedy,0.00013158967820875445,0.00014630542705035277
measured_pack,0.5,400,1,isolated_fastest,0.249827541921406,0.2498531643507198
measured_pack,0.5,400,1,kv_only,0.249827541921406,0.2498531643507198
measured_pack,0.5,400,1,replay_only,0.00026349015076215787,0.0002928973446989225
measured_pack,0.5,400,3,greedy,4.672590564802626e-06,7.143697616440736e-05
measured_pack,0.5,400,3,isolated_fastest,0.7477076242594636,0.7477948312373558
measured_pack,0.5,400,3,kv_only,0.7477076242594636,0.7477948312373558
measured_pack,0.5,400,3,replay_only,6.236264688430637e-06,9.534642558017836e-05
measured_pack,0.5,400,10,greedy,0.0,1.1102230246251565e-15
measured_pack,0.5,400,10,isolated_fastest,0.9911782584132356,0.9911782584132367
measured_pack,0.5,400,10,kv_only,0.9911782584132356,0.9911782584132367
measured_pack,0.5,400,10,replay_only,0.0,1.1102230246251565e-15
