phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,281.27556485355655
baseline,1,239,239,1.0,83.08736401673639
drain,0,392,392,1.0,108.6100255102041
drain,1,392,392,1.0,304.4920663265306
post,0,240,240,1.0,88.22304166666666
post,1,240,240,1.0,338.5536666666667
