bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,0.5346571009380091,338.38,20
0,0.0,5.0,1,sink,0,82.9885,20
1,5.0,10.0,0,source,0.5346571009380091,317.57,20
1,5.0,10.0,1,sink,0,82.93299999999999,20
2,10.0,15.0,0,source,0.5346571009380091,292.59,19
2,10.0,15.0,1,sink,0,82.97894736842106,19
3,15.0,20.0,0,source,0.5346571009380091,264.39649999999995,20
3,15.0,20.0,1,sink,0,83.13199999999999,20
4,20.0,25.0,0,source,0.5346571009380091,316.284,20
4,20.0,25.0,1,sink,0,82.99049999999998,20
5,25.0,30.0,0,source,0.5346571009380091,313.089,20
5,25.0,30.0,1,sink,0,82.98249999999999,20
6,30.0,35.0,0,source,0.5346571009380091,298.0735,20
6,30.0,35.0,1,sink,0,83.102,20
7,35.0,40.0,0,source,0.5346571009380091,235.696,20
7,35.0,40.0,1,sink,0,83.18700000000001,20
8,40.0,45.0,0,source,0.5346571009380091,234.32050000000004,20
8,40.0,45.0,1,sink,0,83.1395,20
9,45.0,50.0,0,source,0.5346571009380091,277.05000000000007,20
9,45.0,50.0,1,sink,0,83.24,20
10,50.0,55.0,0,source,0.5346571009380091,224.73399999999998,20
10,50.0,55.0,1,sink,0,83.212,20
11,55.0,60.0,0,source,0.5346571009380091,263.689,20
11,55.0,60.0,1,sink,0,83.15700000000001,20
12,60.0,65.0,0,source,0.5346571009380091,350.204,20
12,60.0,65.0,1,sink,0,82.8365,20
13,65.0,70.0,0,source,0.5346571009380091,222.844,20
13,65.0,70.0,1,sink,0,256.1875,20
14,70.0,75.0,0,source,0.5346571009380091,90.42750000000001,20
14,70.0,75.0,1,sink,0,263.686,20
15,75.0,80.0,0,source,0.5346571009380091,89.355,20
15,75.0,80.0,1,sink,0,357.895,20
16,80.0,85.0,0,source,0.5346571009380091,88.9675,20
16,80.0,85.0,1,sink,0,191.98550000000003,20
17,85.0,90.0,0,source,0.41246578352226837,88.5525,20
17,85.0,90.0,1,sink,0.12219131741574074,333.81149999999997,20
18,90.0,95.0,0,source,0.41246578352226837,88.36399999999999,20
18,90.0,95.0,1,sink,0.12219131741574074,300.71849999999995,20
19,95.0,100.0,0,source,0.41246578352226837,88.27350000000001,20
19,95.0,100.0,1,sink,0.12219131741574074,290.3005,20
20,100.0,105.0,0,source,0.2816811701368347,88.203,20
20,100.0,105.0,1,sink,0.2529759308011744,347.0230000000001,20
21,105.0,110.0,0,source,0.16434210985133835,88.22900000000001,20
21,105.0,110.0,1,sink,0.37031499108667076,330.15150000000006,20
22,110.0,115.0,0,source,0.16434210985133835,87.7505,20
22,110.0,115.0,1,sink,0.37031499108667076,288.3415,20
23,115.0,120.0,0,source,0.11357167914175664,87.76699999999998,20
23,115.0,120.0,1,sink,0.42108542179625247,355.6275,20
24,120.0,125.0,0,source,0.11357167914175664,87.82399999999998,20
24,120.0,125.0,1,sink,0.42108542179625247,375.86499999999995,20
25,125.0,130.0,0,source,0.11357167914175664,87.89149999999998,20
25,125.0,130.0,1,sink,0.42108542179625247,316.27699999999993,20
26,130.0,135.0,0,source,0.06667318722236276,87.98149999999998,20
26,130.0,135.0,1,sink,0.46798391371564635,331.13349999999997,20
27,135.0,140.0,0,source,0.06667318722236276,88.0815,20
27,135.0,140.0,1,sink,0.46798391371564635,350.5725,20
28,140.0,145.0,0,source,0.051112179885188236,88.048,20
28,140.0,145.0,1,sink,0.4835449210528209,287.411,20
29,145.0,150.0,0,source,0.021803969555377112,88.05350000000001,20
29,145.0,150.0,1,sink,0.512853131382632,369.9605,20
30,150.0,155.0,0,source,0.021803969555377112,88.16400000000002,20
30,150.0,155.0,1,sink,0.512853131382632,353.4044999999999,20
31,155.0,160.0,0,source,1.1102230246251565e-16,89.918,20
31,155.0,160.0,1,sink,0.534657100938009,327.04049999999995,20
32,160.0,165.0,0,source,1.1102230246251565e-16,88.196,20
32,160.0,165.0,1,sink,0.534657100938009,334.0895,20
33,165.0,170.0,0,source,1.1102230246251565e-16,88.48649999999999,20
33,165.0,170.0,1,sink,0.534657100938009,331.72400000000005,20
34,170.0,175.0,0,source,1.1102230246251565e-16,88.376,20
34,170.0,175.0,1,sink,0.534657100938009,326.17299999999994,20
35,175.0,180.0,0,source,1.1102230246251565e-16,88.0375,20
35,175.0,180.0,1,sink,0.534657100938009,374.3179999999999,20
36,180.0,185.0,0,source,1.1102230246251565e-16,87.931,20
36,180.0,185.0,1,sink,0.534657100938009,330.31100000000004,20
37,185.0,190.0,0,source,1.1102230246251565e-16,87.9965,20
37,185.0,190.0,1,sink,0.534657100938009,363.18100000000004,20
38,190.0,195.0,0,source,1.1102230246251565e-16,88.0385,20
38,190.0,195.0,1,sink,0.534657100938009,349.99699999999996,20
39,195.0,200.0,0,source,1.1102230246251565e-16,88.17947368421052,19
39,195.0,200.0,1,sink,0.534657100938009,369.7357894736842,19
40,200.0,205.0,0,source,1.1102230246251565e-16,88.09700000000001,20
40,200.0,205.0,1,sink,0.534657100938009,318.612,20
41,205.0,210.0,0,source,1.1102230246251565e-16,88.14950000000002,20
41,205.0,210.0,1,sink,0.534657100938009,286.97299999999996,20
42,210.0,215.0,0,source,1.1102230246251565e-16,88.13749999999997,20
42,210.0,215.0,1,sink,0.534657100938009,354.977,20
43,215.0,218.12042021751404,0,source,1.1102230246251565e-16,88.17999999999999,13
43,215.0,218.12042021751404,1,sink,0.534657100938009,305.9307692307692,13
