step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,5.0,0.0,0,5
2,1.0,5.0,0.2,1,5
3,2.0,5.0,0.4,2,5
4,3.0,5.0,0.6,3,5
5,3.0,6.0,0.5,3,6
6,4.0,6.0,0.6666666666666666,4,6
7,5.0,6.0,0.8333333333333334,5,6
8,6.0,6.0,1.0,6,6
