activity,bandwidth_mbps,catch_up_new_tokens,concurrency,continuation_difference_s,continuation_ttft_s,deadline_met,deadline_s,destination_added_energy_j,destination_added_power_w,destination_baseline_power_w,destination_mean_power_w,elapsed_s,initial_requests_s,initial_time_to_first_responses_s,kind,kv_network_window_s,match_id,measured_kv_payload_bytes,measured_kv_throughput_mbps,measured_kv_wire_bytes,measured_processed_tokens,measured_prompt_tokens,measured_replay_throughput_tokens_s,median_service_pause_s,method,migration_s,repeat,scenario_id,session_set,source_added_energy_j,source_added_power_w,source_baseline_power_w,source_mean_power_w,status,total_added_energy_j
none,10000,0,1,0.005706777999999968,0.460062498,True,180,215.64692525775013,15.731161474083578,83.4,99.13116147408358,47.151232994,13.707885107,13.159303623,migration,13.708264683,0660c8d991f6e6da,7235174400,4222.379416979047,7235186830,1135,148335,0.0,0.0002584575,kv_transfer,13.708264683,13,p-1f732f4ba90d7dfb,"claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5",29.092606483369895,2.1222676360669084,92.17,94.29226763606691,complete,244.73953174112003
none,10000,0,1,-0.03198490650000002,0.4223708135,True,180,409.0086484786797,31.007323053703175,83.4,114.40732305370318,46.343143795,13.190380184,12.627429195,migration,13.190711361,0660c8d991f6e6da,6580862976,3991.2175226316817,6580874790,14447,148335,0.0,0.00031069699999999997,mixed,13.190711361,13,p-0943fc2f53b7d21e,"claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5",38.279652090040074,2.902015747476568,92.17,95.07201574747657,complete,447.28830056871976
none,10000,0,1,,0.45435572,True,180,,,,,33.346774678,0.0,0.0,control,0.0,0660c8d991f6e6da,0,0.0,0,0,0,0.0,0.0,replay,0.0,13,c-0660c8d991f6e6da,"claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5",,,,,complete,
none,10000,0,1,-0.0244815585,0.4298741615,True,180,291.0754129249001,21.609634130112838,83.4,105.00963413011284,46.436535491,13.469229727,12.905180762,migration,13.469705742,0660c8d991f6e6da,7021264896,4170.114688166883,7021277220,5487,148335,0.0,0.00029214750000000004,mixed,13.469705742,13,p-1e9422c4f362518a,"claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5",50.21476219278018,3.72797766741148,92.17,95.89797766741148,complete,341.2901751176803
none,10000,0,1,-0.026488936500000004,0.4278667835,True,180,4254.454529693939,207.19957539056637,83.4,290.5995753905664,54.031585695,20.532175068,20.000913208,migration,20.290534463,0660c8d991f6e6da,0,0.0020403602515001924,5175,148335,148335,7416.4113636905695,0.00048118550000000003,replay,20.533123785,13,p-a3eb7add76c6a183,"claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5",33.7943294418195,1.6458445288537717,92.17,93.81584452885377,complete,4288.248859135758
none,10000,0,1,-0.02217281800000004,0.432182902,True,180,3455.5231790291987,178.9972779843109,83.4,262.3972779843109,52.685779839,19.304628283,18.832565161,migration,19.132191997,0660c8d991f6e6da,1522532352,636.639690941316,1522539100,117359,148335,0.0,0.00039304149999999996,mixed,19.304892331,13,p-7ae369247d9ed0d9,"claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5",41.52742083412974,2.1511345477666595,92.17,94.32113454776666,complete,3497.0505998633284
none,10000,0,1,-0.01407679500000003,0.407654933,True,180,175.63769959602996,14.390610769733968,83.4,97.79061076973397,40.879852519,12.204673655,11.45761838,migration,12.20502051,fe749845b4197cbc,6077546496,3983.643974720367,6077557052,1135,124783,0.0,0.0002002975,kv_transfer,12.20502051,8,p-48e54a3e535ded45,"claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:92cc24b6-ac8d-5231-bb2d-33b876557766",33.11461109362949,2.7131958579256406,92.17,94.88319585792564,complete,208.75231068965945
none,10000,0,1,-0.021281044000000027,0.400450684,True,180,2074.3711391590996,135.12326874348096,83.4,218.52326874348097,43.416592539,15.351308196,14.74829783,migration,15.351694482,fe749845b4197cbc,2478833664,1291.7612840231875,2478840572,74351,124783,0.0,0.000320301,mixed,15.351694482,8,p-3da4d61109756c39,"claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:92cc24b6-ac8d-5231-bb2d-33b876557766",35.094776820530484,2.28605232221625,92.17,94.45605232221625,complete,2109.46591597963
none,10000,0,1,-0.023862855500000002,0.3978688725,True,180,3519.7505238456292,200.5779227103845,83.4,283.9779227103845,44.328410424,17.547130209,16.954918114,migration,17.316215333,fe749845b4197cbc,0,0.002008291034226538,4347,124783,124783,7359.693462451127,0.000219633,replay,17.548045549,8,p-86d53a288d10c33e,"claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:92cc24b6-ac8d-5231-bb2d-33b876557766",19.435223082629733,1.1075434599460152,92.17,93.27754345994602,complete,3539.185746928259
none,10000,0,1,-0.005659732000000028,0.416071996,True,180,604.4615673744897,48.73253384680453,83.4,132.13253384680453,38.428707055,12.403292455,11.616964558,migration,12.403655621,fe749845b4197cbc,5007998976,3230.020971250569,5008008472,22895,124783,0.0,0.00023488749999999998,mixed,12.403655621,8,p-633c61f66e581e55,"claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:92cc24b6-ac8d-5231-bb2d-33b876557766",38.88408985702987,3.1348895071866707,92.17,95.30488950718667,complete,643.3456572315196
