catch_up_s,cohort,context_tokens,continuation_ttft_delta_s,continuation_ttft_s,drain_wait_s,episode,match_id,method,migration_ttft_s,order,policy,reaction_commit_s,reaction_readiness_s,route_switch_s,scenario_id,scheduler_wait_s,service_pause_s,session_id
0,idle_serial,12288,-0.013673357999999969,0.39680903,9.5579e-05,13,0660c8d991f6e6da,kv_transfer,1.032487349,2,greedy,3.279040019,3.079765811,7.2459e-05,p-0943fc2f53b7d21e,2.047278462,0.000168298,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,18944,-0.029347769999999995,0.416304597,0.000134709,13,0660c8d991f6e6da,kv_transfer,1.525912312,3,greedy,5.006017654,4.80508199,0.000104039,p-0943fc2f53b7d21e,3.279169678,0.000239038,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,22272,-0.04110087600000001,0.421958197,0.000157798,13,0660c8d991f6e6da,kv_transfer,1.603134741,4,greedy,6.777866539,6.609301274,0.000119589,p-0943fc2f53b7d21e,5.006166533,0.000277677,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,25600,-0.009631264000000028,0.513959934,0.000181028,13,0660c8d991f6e6da,kv_transfer,1.745684942,5,greedy,8.680764446,8.52372825,0.000200479,p-0943fc2f53b7d21e,6.778043308,0.000381797,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,26624,-0.023572890999999985,0.499440492,0.000180028,13,0660c8d991f6e6da,kv_transfer,2.009905637,6,greedy,10.849521152,10.690857971,0.000147289,p-0943fc2f53b7d21e,8.680952334,0.000327587,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,28160,-0.033622763,0.488367609,0.000181138,13,0660c8d991f6e6da,kv_transfer,2.137998474,7,greedy,13.191229646,12.987716584,0.000148569,p-0943fc2f53b7d21e,10.84971811,0.000329997,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,4352,-0.013572998000000003,0.425435858,0.000246728,13,0660c8d991f6e6da,replay,0.665645883,0,queue_haul,0.84639569,0.666043099,9.0789e-05,p-1e9422c4f362518a,0.000397216,0.000338167,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,8960,-0.004676000999999985,0.353650399,8.7929e-05,13,0660c8d991f6e6da,kv_transfer,0.869372482,1,queue_haul,1.932011183,1.71596009,0.000123239,p-1e9422c4f362518a,0.846587608,0.000211478,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,12288,-0.015422571999999968,0.395059816,0.000102919,13,0660c8d991f6e6da,kv_transfer,1.080899487,2,queue_haul,3.232358581,3.013014989,7.259e-05,p-1e9422c4f362518a,1.932115502,0.000175799,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,18944,-0.021140229999999982,0.424512137,0.000134779,13,0660c8d991f6e6da,kv_transfer,1.670293883,3,queue_haul,5.12250695,4.902785372,0.000113479,p-1e9422c4f362518a,3.232491489,0.000248668,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,22272,-0.028746608000000007,0.434312465,0.000160528,13,0660c8d991f6e6da,kv_transfer,1.474943734,4,queue_haul,6.775902932,6.597599472,0.000122689,p-1e9422c4f362518a,5.122655738,0.000283587,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,25600,-0.017096467000000004,0.506494731,0.000164899,13,0660c8d991f6e6da,kv_transfer,1.842487091,5,queue_haul,8.794446045,8.618573581,0.000135449,p-1e9422c4f362518a,6.77608649,0.000300708,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,26624,-0.01502545700000002,0.507987926,0.000179058,13,0660c8d991f6e6da,kv_transfer,2.061613404,6,queue_haul,11.033641036,10.856230587,0.000140689,p-1e9422c4f362518a,8.794617183,0.000320177,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,28160,-0.020537263000000028,0.501453109,0.000309017,13,0660c8d991f6e6da,kv_transfer,2.214634745,7,queue_haul,13.470102958,13.248466889,0.000164958,p-1e9422c4f362518a,11.033832144,0.000474345,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,4352,-0.00983429899999999,0.429174557,0.000182478,13,0660c8d991f6e6da,replay,0.67219429,0,replay_only,0.852247594,0.672561707,9.9389e-05,p-a3eb7add76c6a183,0.000367417,0.000283107,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,8960,-0.010610090000000016,0.34771631,0.000187238,13,0660c8d991f6e6da,replay,1.024211995,1,replay_only,2.056385394,1.876663777,0.000138309,p-a3eb7add76c6a183,0.852451782,0.000326287,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,12288,-0.01857189499999995,0.391910493,0.000204808,13,0660c8d991f6e6da,replay,1.394565045,2,replay_only,3.630707026,3.451279386,0.000164779,p-a3eb7add76c6a183,2.056714341,0.000370347,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,18944,-0.02110928099999998,0.424543086,0.000338867,13,0660c8d991f6e6da,replay,2.31114024,3,replay_only,6.121488303,5.942142543,0.000253937,p-a3eb7add76c6a183,3.631002303,0.000593484,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,22272,-0.03650006299999997,0.42655901,0.000315807,13,0660c8d991f6e6da,replay,2.854053675,4,replay_only,9.110672908,8.975930645,0.000275537,p-a3eb7add76c6a183,6.12187697,0.000592024,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,25600,-0.023697605999999982,0.499893592,0.000158279,13,0660c8d991f6e6da,replay,3.440641377,5,replay_only,12.685576833,12.551733291,0.000134719,p-a3eb7add76c6a183,9.111091914,0.000293298,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,26624,-0.018690788000000014,0.504322595,0.000485704,13,0660c8d991f6e6da,replay,3.626119166,6,replay_only,16.445622486,16.311880557,0.000375315,p-a3eb7add76c6a183,12.685761391,0.000861699,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,28160,-0.015016711000000016,0.506973661,0.000462345,13,0660c8d991f6e6da,replay,3.908199986,7,replay_only,20.533491202,20.354261936,0.000483993,p-a3eb7add76c6a183,16.44606195,0.000946998,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,4352,-0.00904791399999999,0.429960942,9.8419e-05,13,0660c8d991f6e6da,kv_transfer,0.685016026,0,random,0.921598567,0.685503642,3.716e-05,p-7ae369247d9ed0d9,0.000487616,0.000135939,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,12288,-0.005317581999999987,0.405164806,0.000229308,13,0660c8d991f6e6da,replay,1.399886542,1,random,2.500360691,2.321606068,0.000220868,p-7ae369247d9ed0d9,0.921719526,0.000451006,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,26624,-0.012908645999999968,0.510104737,0.000181398,13,0660c8d991f6e6da,kv_transfer,1.755623755,2,random,4.462075463,4.256269544,0.000147569,p-7ae369247d9ed0d9,2.500645789,0.000329477,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,28160,-0.015578901000000034,0.506411471,0.000469306,13,0660c8d991f6e6da,replay,4.121157156,3,random,8.762523287,8.583421657,0.000387136,p-7ae369247d9ed0d9,4.462264501,0.000857162,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,25600,-0.013938636000000004,0.509652562,0.000397437,13,0660c8d991f6e6da,replay,3.459068002,4,random,12.35647556,12.222011946,0.000297387,p-7ae369247d9ed0d9,8.762943944,0.000695654,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,18944,-0.011247504999999991,0.434404862,0.000312817,13,0660c8d991f6e6da,replay,2.514670572,5,random,15.04945759,14.87131513,0.000254008,p-7ae369247d9ed0d9,12.356644558,0.000567495,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,22272,-0.03360501599999999,0.429454057,0.000179128,13,0660c8d991f6e6da,replay,2.887510511,6,random,18.072369636,17.937327287,0.000155539,p-7ae369247d9ed0d9,15.049816776,0.000335077,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,8960,0.0006563840000000098,0.358982784,0.000184838,13,0660c8d991f6e6da,replay,1.054037109,7,random,19.305379947,19.126513924,7.745e-05,p-7ae369247d9ed0d9,18.072476815,0.000262858,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,5888,-0.005961989000000001,0.392811208,0.000104528,8,fe749845b4197cbc,kv_transfer,0.818364526,0,kv_only,1.023786282,0.81881972,4.932e-05,p-48e54a3e535ded45,0.000455194,0.000154108,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,7168,-0.007559321000000008,0.367365984,7.5849e-05,8,fe749845b4197cbc,kv_transfer,0.802083941,1,kv_only,2.070191206,1.825954211,9.3619e-05,p-48e54a3e535ded45,1.02387027,0.000169708,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,8704,-0.00690837900000002,0.39875308,8.5399e-05,8,fe749845b4197cbc,kv_transfer,0.910164398,2,kv_only,3.225641814,2.980447642,5.6849e-05,p-48e54a3e535ded45,2.070283244,0.000142518,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,9472,-0.00693352199999997,0.416556786,0.000110438,8,fe749845b4197cbc,kv_transfer,0.96164716,3,kv_only,4.389889997,4.187376993,6.077e-05,p-48e54a3e535ded45,3.225729833,0.000171568,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,14848,-0.024037291000000016,0.395935857,0.000196737,8,fe749845b4197cbc,kv_transfer,1.218270851,4,kv_only,5.854657003,5.608275506,9.0809e-05,p-48e54a3e535ded45,4.390004655,0.000287846,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,17920,-0.014923142,0.42154305,0.000129148,8,fe749845b4197cbc,kv_transfer,1.2875004,5,kv_only,7.350572349,7.142291381,9.9529e-05,p-48e54a3e535ded45,5.854790981,0.000229027,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,29696,0.04410131199999995,0.500714288,0.000194967,8,fe749845b4197cbc,kv_transfer,1.974711323,6,kv_only,9.593399282,9.325478569,0.000162688,p-48e54a3e535ded45,7.350767246,0.000358155,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,29952,0.04448914899999995,0.505423596,0.000189557,8,fe749845b4197cbc,kv_transfer,2.339308903,7,kv_only,12.205475704,11.932901952,0.000155988,p-48e54a3e535ded45,9.593593049,0.000345825,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,29696,0.05252863400000002,0.50914161,0.000215594,8,fe749845b4197cbc,kv_transfer,1.920295683,0,random,2.182196941,1.921059445,0.000178025,p-3da4d61109756c39,0.000763762,0.000393979,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,5888,-0.008620787000000019,0.39015241,7.8388e-05,8,fe749845b4197cbc,kv_transfer,1.133948673,1,random,3.529176543,3.316220952,8.1718e-05,p-3da4d61109756c39,2.182272279,0.000160496,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,7168,-0.006581579999999976,0.368343725,0.000164115,8,fe749845b4197cbc,replay,0.895807415,2,random,4.608374938,4.425067576,0.000118177,p-3da4d61109756c39,3.529260161,0.000283052,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,17920,-0.010863622999999989,0.425602569,0.000157346,8,fe749845b4197cbc,replay,2.110801244,3,random,6.851920635,6.719470654,0.000123406,p-3da4d61109756c39,4.60866941,0.000281062,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,9472,-0.07439788599999997,0.349092422,0.000103488,8,fe749845b4197cbc,replay,1.117584674,4,random,8.10389083,7.969630596,7.3318e-05,p-3da4d61109756c39,6.852045922,0.000177226,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,29952,-0.025555854000000044,0.435378593,0.000247964,8,fe749845b4197cbc,replay,4.339731646,5,random,12.621261156,12.443864659,0.000205124,p-3da4d61109756c39,8.104133013,0.000453688,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,8704,-0.006879271999999992,0.398782187,0.000199515,8,fe749845b4197cbc,replay,1.059705338,6,random,13.857560133,13.681071802,0.000157345,p-3da4d61109756c39,12.621366464,0.00035755,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,14848,-0.017853967000000026,0.402119181,0.000296347,8,fe749845b4197cbc,kv_transfer,1.237636871,7,random,15.352458244,15.095460518,8.8409e-05,p-3da4d61109756c39,13.857823647,0.000385026,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,5888,-0.0046303890000000125,0.394142808,0.000118539,8,fe749845b4197cbc,replay,0.777231533,0,replay_only,0.91404234,0.777721528,5.3009e-05,p-86d53a288d10c33e,0.000489995,0.000171838,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,7168,0.016455892000000027,0.391381197,7.9499e-05,8,fe749845b4197cbc,replay,0.859978193,1,replay_only,1.951177136,1.774118302,0.000114289,p-86d53a288d10c33e,0.914140109,0.000194088,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,8704,-0.009164106999999977,0.396497352,9.8899e-05,8,fe749845b4197cbc,replay,1.057459726,2,replay_only,3.183411101,3.008741031,6.8029e-05,p-86d53a288d10c33e,1.951281305,0.000167308,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,9472,-0.07497093899999996,0.348519369,9.8199e-05,8,fe749845b4197cbc,replay,1.109995951,3,replay_only,4.426007715,4.293513841,7.3919e-05,p-86d53a288d10c33e,3.18351789,0.000172528,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,14848,-0.02073275499999999,0.399240393,0.000135759,8,fe749845b4197cbc,replay,1.710818403,4,replay_only,6.313011682,6.136960597,0.000108959,p-86d53a288d10c33e,4.426142194,0.000245178,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,17920,-0.009689785999999978,0.426776406,0.000153428,8,fe749845b4197cbc,replay,2.102697565,5,replay_only,8.549009732,8.415856405,0.000129639,p-86d53a288d10c33e,6.31315884,0.000283367,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,29696,-0.014129159000000002,0.442483817,0.000199758,8,fe749845b4197cbc,replay,4.288512076,6,replay_only,13.018185822,12.837730135,0.000158488,p-86d53a288d10c33e,8.549218059,0.000358546,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,29952,-0.017540370000000027,0.443394077,0.000516554,8,fe749845b4197cbc,replay,4.349850095,7,replay_only,17.548535544,17.368225655,0.000395586,p-86d53a288d10c33e,13.01837556,0.00091326,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,5888,-0.004095786000000046,0.394677411,0.000108779,8,fe749845b4197cbc,replay,0.810757672,0,greedy,0.94786636,0.811464434,4.7039e-05,p-633c61f66e581e55,0.000706762,0.000156078,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,7168,0.01987787499999999,0.39480318,0.000126418,8,fe749845b4197cbc,replay,0.893270155,1,greedy,2.016978777,1.841238754,9.5419e-05,p-633c61f66e581e55,0.947968599,0.000222387,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,8704,-0.01117420600000002,0.394487253,0.000183638,8,fe749845b4197cbc,replay,1.062875877,2,greedy,3.258346837,3.080125651,0.000151638,p-633c61f66e581e55,2.017249774,0.000335896,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,9472,0.02114443100000002,0.444634739,0.000161008,8,fe749845b4197cbc,kv_transfer,0.954599615,3,greedy,4.445098421,4.21315921,6.4639e-05,p-633c61f66e581e55,3.258559595,0.000225907,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,14848,-0.015861263000000014,0.404111885,0.000117839,8,fe749845b4197cbc,kv_transfer,1.236259437,4,greedy,5.960797266,5.681484867,8.8609e-05,p-633c61f66e581e55,4.44522543,0.000206808,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,17920,-0.00843408499999998,0.428032107,0.000143489,8,fe749845b4197cbc,kv_transfer,1.326774279,5,greedy,7.511366499,7.287703494,0.000100009,p-633c61f66e581e55,5.960929215,0.000243868,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,29696,0.04162233100000001,0.498235307,0.000199607,8,fe749845b4197cbc,kv_transfer,1.964400688,6,greedy,9.758179382,9.475961435,0.000155669,p-633c61f66e581e55,7.511560747,0.000355566,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,29952,0.08114374699999999,0.542078194,0.000197408,8,fe749845b4197cbc,kv_transfer,2.340712027,7,greedy,12.404362383,12.099090256,0.000164248,p-633c61f66e581e55,9.758378229,0.000361926,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,5888,-0.008207648000000012,0.390565549,8.0819e-05,8,fe749845b4197cbc,replay,0.80914231,0,queue_haul,0.943205523,0.809728334,4.1629e-05,p-d7bdce483ef589ce,0.000586024,0.000122808,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,7168,-0.00835607599999999,0.366569229,7.3209e-05,8,fe749845b4197cbc,kv_transfer,0.809821763,1,queue_haul,2.030753903,1.753100646,9.5659e-05,p-d7bdce483ef589ce,0.943278883,0.000169218,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,8704,-0.013378869999999987,0.392282589,8.5609e-05,8,fe749845b4197cbc,kv_transfer,0.899745952,2,queue_haul,3.212855359,2.930594684,5.5789e-05,p-d7bdce483ef589ce,2.030848732,0.000141658,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,9472,0.010569762000000038,0.43406007,0.000104039,8,fe749845b4197cbc,kv_transfer,0.946242229,3,queue_haul,4.393130996,4.159187887,5.9959e-05,p-d7bdce483ef589ce,3.212945658,0.000164258,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,14848,-0.012657988000000009,0.40731516,0.000143208,8,fe749845b4197cbc,kv_transfer,1.198023477,4,queue_haul,5.869643772,5.591268102,9.0899e-05,p-d7bdce483ef589ce,4.393244625,0.000234427,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,17920,-0.010990165999999968,0.425476026,0.000347476,8,fe749845b4197cbc,kv_transfer,1.292569955,5,queue_haul,7.412862808,7.162349405,0.000103009,p-d7bdce483ef589ce,5.86977945,0.000450765,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,29696,0.04889432099999996,0.505507297,0.000276917,8,fe749845b4197cbc,kv_transfer,1.917213334,6,queue_haul,9.615035228,9.33027198,0.000175168,p-d7bdce483ef589ce,7.413058646,0.000452495,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,29952,-0.009524723000000013,0.451409724,0.000206258,8,fe749845b4197cbc,kv_transfer,2.261997957,7,queue_haul,12.167882095,11.877294152,0.000180808,p-d7bdce483ef589ce,9.615296195,0.000387416,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,4864,0.07206036099999996,0.496861411,0.000203178,27,dcd259a499a70782,replay,0.706272599,0,queue_haul,0.840652738,0.706762133,9.5769e-05,p-c47e53488f17f680,0.000489534,0.000299617,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,6144,-0.008726165000000008,0.391307487,0.000147929,27,dcd259a499a70782,replay,0.962774285,1,queue_haul,1.939456993,1.803582861,0.000104948,p-c47e53488f17f680,0.840808576,0.000253517,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,7680,0.082822163,0.43576828,0.000123619,27,dcd259a499a70782,kv_transfer,0.905717906,2,queue_haul,3.106039767,2.845435937,6.1619e-05,p-c47e53488f17f680,1.939718031,0.000185638,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,10240,-0.012316775999999974,0.361388144,8.9809e-05,27,dcd259a499a70782,kv_transfer,0.969777016,3,queue_haul,4.374743432,4.075910872,6.2479e-05,p-c47e53488f17f680,3.106133856,0.000152688,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,15616,-0.010557343999999969,0.421693794,0.000120629,27,dcd259a499a70782,kv_transfer,1.272010158,4,queue_haul,5.955662577,5.646877859,8.8239e-05,p-c47e53488f17f680,4.374867701,0.000209188,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,18688,-0.013850409000000008,0.430752175,0.000137288,27,dcd259a499a70782,kv_transfer,1.369955326,5,queue_haul,7.635651628,7.32593603,0.000107909,p-c47e53488f17f680,5.955980704,0.000245627,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,21248,-0.020320807999999968,0.473103741,0.000186348,27,dcd259a499a70782,kv_transfer,1.531043976,6,queue_haul,9.583803814,9.166838372,0.000123079,p-c47e53488f17f680,7.635794396,0.000309697,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,26880,-0.024092315999999947,0.502369461,0.000185868,27,dcd259a499a70782,kv_transfer,1.790400965,7,queue_haul,11.673050367,11.374435676,0.000158018,p-c47e53488f17f680,9.584034711,0.000344116,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,15616,-0.006124985999999999,0.426126152,0.000336997,27,dcd259a499a70782,replay,1.868967945,0,random,2.048775009,1.869583108,0.000231557,p-19ea8eb5b9f0847d,0.000615163,0.000569274,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5
0,idle_serial,10240,-0.022223720999999974,0.351481199,0.000224627,27,dcd259a499a70782,replay,1.191124615,1,random,3.415641974,3.240109262,0.000234928,p-19ea8eb5b9f0847d,2.048984647,0.000460205,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287
0,idle_serial,7680,0.08133463400000002,0.434280751,8.3489e-05,27,dcd259a499a70782,kv_transfer,0.905170282,2,random,4.589895918,4.320997693,5.133e-05,p-19ea8eb5b9f0847d,3.415827411,0.000135049,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
0,idle_serial,18688,-0.021409489000000004,0.423193095,0.000322567,27,dcd259a499a70782,replay,2.269690462,3,random,7.041151664,6.859726238,0.000251597,p-19ea8eb5b9f0847d,4.590035776,0.000575004,claude:eaad8d63-63bf-7139-f930-0ef47fa45253
0,idle_serial,6144,-0.011526923000000022,0.388506729,0.000149228,27,dcd259a499a70782,replay,0.762469931,4,random,7.938046818,7.803782823,0.000103309,p-19ea8eb5b9f0847d,7.041312892,0.000253237,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,26880,-0.024288452999999932,0.502173324,0.000261888,27,dcd259a499a70782,kv_transfer,1.790376286,5,random,10.049785031,9.728837419,0.000150608,p-19ea8eb5b9f0847d,7.938461133,0.000412836,claude:92cc24b6-ac8d-5231-bb2d-33b876557766
0,idle_serial,4864,-0.014107440000000027,0.41069361,6.4479e-05,27,dcd259a499a70782,replay,0.801673432,6,random,10.989203868,10.851531362,3.654e-05,p-19ea8eb5b9f0847d,10.04985793,0.000101299,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,21248,-0.019670999999999994,0.473753549,0.000163088,27,dcd259a499a70782,replay,2.712140382,7,random,13.99205594,13.701489608,0.000124099,p-19ea8eb5b9f0847d,10.989349226,0.000287617,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e
0,idle_serial,4864,-0.013732461000000029,0.411068589,0.000204407,27,dcd259a499a70782,replay,0.718942915,0,replay_only,0.853912518,0.719414839,9.3269e-05,p-34dd7b09ac8ea116,0.000471924,0.000298376,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa
0,idle_serial,6144,-0.006659854000000021,0.393373798,0.000145028,27,dcd259a499a70782,replay,0.970275333,1,replay_only,1.96066892,1.82436293,0.000108959,p-34dd7b09ac8ea116,0.854087597,0.000254697,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb
0,idle_serial,7680,-0.0028478929999999902,0.350098224,0.000196058,27,dcd259a499a70782,replay,0.944237315,2,replay_only,3.037383475,2.905143762,0.000128068,p-34dd7b09ac8ea116,1.960906447,0.000324776,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0
