campaign,end_ns,first_response_ns,output_tokens,prompt_tokens,request_index,retained_growth_tokens,route,scenario_id,schedule_delay_s,scheduled_ns,service_s,serving_concurrency,session_id,split,start_ns,success,ttft_s
policy_hardware,6738573333245207,6738573202218156,26,25744,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.640625723,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6738572692619484,True,0.509598672
policy_hardware,6738573908180762,6738573729922281,24,12435,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.574457219,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,6738573333723543,True,0.396198738
policy_hardware,6738574435296142,6738574258025912,22,9109,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.526613494,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,6738573908682648,True,0.349343264
policy_hardware,6738575062819430,6738574930774497,26,22415,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.626966323,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,6738574435853107,True,0.49492139
policy_hardware,6738575686836448,6738575553915453,26,26762,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.623249355,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,6738575063587093,True,0.49032836
policy_hardware,6738576294644987,6738576117184279,26,4497,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.607257344,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,6738575687387643,True,0.429796636
policy_hardware,6738576893461264,6738576718325616,25,19090,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.597848185,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,6738576295613079,True,0.422712537
policy_hardware,6738577564929780,6738577386686719,28,28307,continuation,0,destination,p-1f732f4ba90d7dfb,,,0.670789712,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,6738576894140068,True,0.492546651
policy_hardware,6738620090303272,6738619958181170,26,25744,continuation,0,destination,p-0943fc2f53b7d21e,,,0.646082036,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6738619444221236,True,0.513959934
policy_hardware,6738620662328962,6738620487917255,24,12435,continuation,0,destination,p-0943fc2f53b7d21e,,,0.571220737,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,6738620091108225,True,0.39680903
