bandwidth_mbps,cache_hit_tokens,campaign,commit_ns,copied_blocks_after,copied_blocks_before,copy_policy,destination_ready_ns,duplicate_body_bytes,error,first_body_ns,last_body_ns,logical_body_bytes,measured_prompt_tokens,method,move_concurrency,newly_created_tokens,pause_ns,phase,processed_tail_tokens,protocol_bytes,repeat,route_switch_ns,scenario_id,serving_concurrency,session_id,split,stage_index,start_ns,success,wire_body_bytes,wire_bytes
10000,18944,policy_hardware,6738691477536325,,,initial_final,6738691477286567,0,,6738689615449740,6738690403517052,931135488,19087,kv_transfer,1,0,6738691477287657,initial,143,962,13,6738691477422846,p-1e9422c4f362518a,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738689587520864,True,931135488,931136450
10000,22272,policy_hardware,6738693130932307,,,initial_final,6738693130647690,0,,6738691512203686,6738692420462789,1094713344,22412,kv_transfer,1,0,6738693130648720,initial,140,1131,13,6738693130809618,p-1e9422c4f362518a,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738691477685113,True,1094713344,1094714475
10000,25600,policy_hardware,6738695149475420,,,initial_final,6738695149173612,0,,6738693369251519,6738694422158392,1258291200,25741,kv_transfer,1,0,6738695149174712,initial,141,1300,13,6738695149339971,p-1e9422c4f362518a,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738693131115865,True,1258291200,1258292500
10000,26624,policy_hardware,6738697388670411,,,initial_final,6738697388349074,0,,6738695532683868,6738696651335008,1308622848,26759,kv_transfer,1,0,6738697388350234,initial,135,1352,13,6738697388529722,p-1e9422c4f362518a,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738695149646558,True,1308622848,1308624200
10000,28160,policy_hardware,6738699825132333,,,initial_final,6738699824656318,0,,6738697806664460,6738698962587837,1384120320,28304,kv_transfer,1,0,6738699824657988,initial,144,1430,13,6738699824967375,p-1e9422c4f362518a,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738697388861519,True,1384120320,1384121750
10000,0,policy_hardware,6738734311345714,,,initial_final,6738734311060267,0,,,,0,4494,replay,1,0,6738734311062607,initial,4494,0,13,6738734311246325,p-a3eb7add76c6a183,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6738733459465537,True,0,0
10000,0,policy_hardware,6738735515483514,,,initial_final,6738735515155367,0,,,,0,9106,replay,1,0,6738735515157227,initial,9106,0,13,6738735515345205,p-a3eb7add76c6a183,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6738734311549902,True,0,0
10000,0,policy_hardware,6738737089805146,,,initial_final,6738737089432579,0,,,,0,12432,replay,1,0,6738737089434799,initial,12432,0,13,6738737089640367,p-a3eb7add76c6a183,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6738735515812461,True,0,0
10000,0,policy_hardware,6738739580586423,,,initial_final,6738739579991029,0,,,,0,19087,replay,1,0,6738739579992939,initial,19087,0,13,6738739580332486,p-a3eb7add76c6a183,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738737090100423,True,0,0
10000,0,policy_hardware,6738742569771028,,,initial_final,6738742569177104,0,,,,0,22412,replay,1,0,6738742569179004,initial,22412,0,13,6738742569495491,p-a3eb7add76c6a183,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738739580975090,True,0,0
10000,0,policy_hardware,6738746144674953,,,initial_final,6738746144380545,0,,,,0,25741,replay,1,0,6738746144381655,initial,25741,0,13,6738746144540234,p-a3eb7add76c6a183,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738742570190034,True,0,0
10000,0,policy_hardware,6738749904720606,,,initial_final,6738749903856867,0,,,,0,26759,replay,1,0,6738749903858907,initial,26759,0,13,6738749904345291,p-a3eb7add76c6a183,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738746144859511,True,0,0
10000,0,policy_hardware,6738753992589322,,,initial_final,6738753991640605,0,,,,0,28304,replay,1,0,6738753991642324,initial,28304,0,13,6738753992105329,p-a3eb7add76c6a183,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738749905160070,True,0,0
10000,4352,policy_hardware,6738788788918954,,,initial_final,6738788788781705,0,,6738753563155569,6738788076956391,213909504,4494,kv_transfer,1,0,6738788788783015,initial,142,221,13,6738788788881794,p-7ae369247d9ed0d9,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6738787867808003,True,213909504,213909725
10000,0,policy_hardware,6738790367681078,,,initial_final,6738790367227992,0,,,,0,12432,replay,1,0,6738790367230072,initial,12432,0,13,6738790367460210,p-7ae369247d9ed0d9,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6738788789039913,True,0,0
10000,26624,policy_hardware,6738792329395850,,,initial_final,6738792329065313,0,,6738790407106172,6738791500864232,1308622848,26759,kv_transfer,1,0,6738792329066373,initial,135,1352,13,6738792329248281,p-7ae369247d9ed0d9,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738790367966176,True,1308622848,1308624200
10000,0,policy_hardware,6738796629843674,,,initial_final,6738796628984562,0,,,,0,28304,replay,1,0,6738796628986512,initial,28304,0,13,6738796629456538,p-7ae369247d9ed0d9,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738792329584888,True,0,0
10000,0,policy_hardware,6738800223795947,,,initial_final,6738800223098413,0,,,,0,25741,replay,1,0,6738800223100293,initial,25741,0,13,6738800223498560,p-7ae369247d9ed0d9,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738796630264331,True,0,0
10000,0,policy_hardware,6738802916777977,,,initial_final,6738802916208512,0,,,,0,19087,replay,1,0,6738802916210482,initial,19087,0,13,6738802916523969,p-7ae369247d9ed0d9,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738800223964945,True,0,0
10000,0,policy_hardware,6738805939690023,,,initial_final,6738805939353726,0,,,,0,22412,replay,1,0,6738805939354946,initial,22412,0,13,6738805939534484,p-7ae369247d9ed0d9,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738802917137163,True,0,0
10000,0,policy_hardware,6738807172700334,,,initial_final,6738807172436286,0,,,,0,9106,replay,1,0,6738807172437476,initial,9106,0,13,6738807172622884,p-7ae369247d9ed0d9,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6738805939797202,True,0,0
10000,5888,policy_hardware,6738837426772638,,,initial_final,6738837426617450,0,,6738836415178825,6738836691921502,289406976,6028,kv_transfer,1,0,6738837426618530,initial,140,299,8,6738837426723318,p-48e54a3e535ded45,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738836403441550,True,289406976,289407275
10000,7168,policy_hardware,6738838473177562,,,initial_final,6738838473006784,0,,6738836932984788,6738837755239333,352321536,7310,kv_transfer,1,0,6738838473007854,initial,142,364,8,6738838473083943,p-48e54a3e535ded45,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6738837426856626,True,352321536,352321900
10000,8704,policy_hardware,6738839628628170,,,initial_final,6738839628484572,0,,6738838020254244,6738838862366848,427819008,8847,kv_transfer,1,0,6738839628485652,initial,143,442,8,6738839628571321,p-48e54a3e535ded45,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738838473269600,True,427819008,427819450
10000,9472,policy_hardware,6738840792876353,,,initial_final,6738840792703665,0,,6738839642650705,6738840061604580,465567744,9613,kv_transfer,1,0,6738840792704785,initial,141,481,8,6738840792815583,p-48e54a3e535ded45,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738839628716189,True,465567744,465568225
10000,14848,policy_hardware,6738842257643359,,,initial_final,6738842257354313,0,,6738840816613380,6738841454255915,729808896,14994,kv_transfer,1,0,6738842257355513,initial,146,754,8,6738842257552550,p-48e54a3e535ded45,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6738840792991011,True,729808896,729809650
10000,17920,policy_hardware,6738843753558705,,,initial_final,6738843753328478,0,,6738842282242445,6738843025779296,880803840,18055,kv_transfer,1,0,6738843753329678,initial,135,910,8,6738843753459176,p-48e54a3e535ded45,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738842257777337,True,880803840,880804750
10000,29696,policy_hardware,6738845996385638,,,initial_final,6738845996026393,0,,6738843804102630,6738845011732401,1459617792,29840,kv_transfer,1,0,6738845996027483,initial,144,1508,8,6738845996222950,p-48e54a3e535ded45,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738843753753602,True,1459617792,1459619300
10000,29952,policy_hardware,6738848608462060,,,initial_final,6738848608115205,0,,6738846301543751,6738847547811463,1472200704,30096,kv_transfer,1,0,6738848608116235,initial,144,1521,8,6738848608306072,p-48e54a3e535ded45,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6738845996579405,True,1472200704,1472202225
10000,29696,policy_hardware,6738879323168392,,,initial_final,6738879322773143,0,,6738877187763151,6738878397580080,1459617792,29840,kv_transfer,1,0,6738879322774413,initial,144,1508,8,6738879322990367,p-3da4d61109756c39,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738877141735213,True,1459617792,1459619300
10000,5888,policy_hardware,6738880670147994,,,initial_final,6738880669986409,0,,6738879441077027,6738879922540756,289406976,6028,kv_transfer,1,0,6738880669987498,initial,140,299,8,6738880670066276,p-3da4d61109756c39,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738879323243730,True,289406976,289407275
10000,0,policy_hardware,6738881749346389,,,initial_final,6738881749061267,0,,,,0,7310,replay,1,0,6738881749063337,initial,7310,0,8,6738881749228212,p-3da4d61109756c39,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6738880670231612,True,0,0
10000,0,policy_hardware,6738883992892086,,,initial_final,6738883992609784,0,,,,0,18055,replay,1,0,6738883992611024,initial,18055,0,8,6738883992768680,p-3da4d61109756c39,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738881749640861,True,0,0
10000,0,policy_hardware,6738885244862281,,,initial_final,6738885244683805,0,,,,0,9613,replay,1,0,6738885244685055,initial,9613,0,8,6738885244788963,p-3da4d61109756c39,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738883993017373,True,0,0
10000,0,policy_hardware,6738889762232607,,,initial_final,6738889761777719,0,,,,0,30096,replay,1,0,6738889761778919,initial,30096,0,8,6738889762027483,p-3da4d61109756c39,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6738885245104464,True,0,0
10000,0,policy_hardware,6738890998531584,,,initial_final,6738890998171824,0,,,,0,8847,replay,1,0,6738890998174034,initial,8847,0,8,6738890998374239,p-3da4d61109756c39,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738889762337915,True,0,0
10000,14848,policy_hardware,6738892493429695,,,initial_final,6738892493043409,0,,6738891017636461,6738891651115496,729808896,14994,kv_transfer,1,0,6738892493044669,initial,146,754,8,6738892493341286,p-3da4d61109756c39,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6738890998795098,True,729808896,729809650
10000,0,policy_hardware,6738920597337012,,,initial_final,6738920597163794,0,,,,0,6028,replay,1,0,6738920597165174,initial,6028,0,8,6738920597284003,p-86d53a288d10c33e,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738919683784667,True,0,0
10000,0,policy_hardware,6738921634471808,,,initial_final,6738921634276720,0,,,,0,7310,replay,1,0,6738921634277720,initial,7310,0,8,6738921634357519,p-86d53a288d10c33e,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6738920597434781,True,0,0
10000,0,policy_hardware,6738922866705773,,,initial_final,6738922866537095,0,,,,0,8847,replay,1,0,6738922866538465,initial,8847,0,8,6738922866637744,p-86d53a288d10c33e,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738921634575977,True,0,0
10000,0,policy_hardware,6738924109302387,,,initial_final,6738924109128299,0,,,,0,9613,replay,1,0,6738924109129859,initial,9613,0,8,6738924109228468,p-86d53a288d10c33e,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738922866812562,True,0,0
10000,0,policy_hardware,6738925996306354,,,initial_final,6738925996059936,0,,,,0,14994,replay,1,0,6738925996061176,initial,14994,0,8,6738925996197395,p-86d53a288d10c33e,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6738924109436866,True,0,0
10000,0,policy_hardware,6738928232304404,,,initial_final,6738928232019767,0,,,,0,18055,replay,1,0,6738928232021037,initial,18055,0,8,6738928232174765,p-86d53a288d10c33e,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738925996453512,True,0,0
10000,0,policy_hardware,6738932701480494,,,initial_final,6738932701120508,0,,,,0,29840,replay,1,0,6738932701121948,initial,29840,0,8,6738932701322006,p-86d53a288d10c33e,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738928232512731,True,0,0
10000,0,policy_hardware,6738937231830216,,,initial_final,6738937230914876,0,,,,0,30096,replay,1,0,6738937230916956,initial,30096,0,8,6738937231434630,p-86d53a288d10c33e,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6738932701670232,True,0,0
10000,0,policy_hardware,6738964303655173,,,initial_final,6738964303493475,0,,,,0,6028,replay,1,0,6738964303499095,initial,6028,0,8,6738964303608134,p-633c61f66e581e55,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6738963356495575,True,0,0
10000,0,policy_hardware,6738965372767590,,,initial_final,6738965372543733,0,,,,0,7310,replay,1,0,6738965372545203,initial,7310,0,8,6738965372672171,p-633c61f66e581e55,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6738964303757412,True,0,0
10000,0,policy_hardware,6738966614135650,,,initial_final,6738966613797504,0,,,,0,8847,replay,1,0,6738966613799754,initial,8847,0,8,6738966613984012,p-633c61f66e581e55,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6738965373038587,True,0,0
10000,9472,policy_hardware,6738967800887234,,,initial_final,6738967800660077,0,,6738966631623123,6738967042220016,465567744,9613,kv_transfer,1,0,6738967800661327,initial,141,481,8,6738967800822595,p-633c61f66e581e55,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6738966614348408,True,465567744,465568225
10000,14848,policy_hardware,6738969316586079,,,initial_final,6738969316378161,0,,6738967823675048,6738968457412741,729808896,14994,kv_transfer,1,0,6738969316379271,initial,146,754,8,6738969316497470,p-633c61f66e581e55,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6738967801014243,True,729808896,729809650
10000,17920,policy_hardware,6738970867155312,,,initial_final,6738970866910084,0,,6738969350960942,6738970101730760,880803840,18055,kv_transfer,1,0,6738970866911444,initial,135,910,8,6738970867055303,p-633c61f66e581e55,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6738969316718028,True,880803840,880804750
10000,29696,policy_hardware,6738973113968195,,,initial_final,6738973113611069,0,,6738970929168974,6738972142271822,1459617792,29840,kv_transfer,1,0,6738973113612629,initial,144,1508,8,6738973113812526,p-633c61f66e581e55,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6738970867349560,True,1459617792,1459619300
10000,29952,policy_hardware,6738975760151196,,,initial_final,6738975759788030,0,,6738973431239087,6738974664245791,1472200704,30096,kv_transfer,1,0,6738975759789270,initial,144,1521,8,6738975759986948,p-633c61f66e581e55,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6738973114167042,True,1472200704,1472202225
10000,0,policy_hardware,6739003082753893,,,initial_final,6739003082630095,0,,,,0,6028,replay,1,0,6739003082631085,initial,6028,0,8,6739003082712264,p-d7bdce483ef589ce,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6739002140134394,True,0,0
10000,7168,policy_hardware,6739004170302273,,,initial_final,6739004170131995,0,,6739002799055584,6739003413159158,352321536,7310,kv_transfer,1,0,6739004170133055,initial,142,364,8,6739004170206614,p-d7bdce483ef589ce,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6739003082827253,True,352321536,352321900
10000,8704,policy_hardware,6739005352403729,,,initial_final,6739005352261011,0,,6739003720196955,6739004562542032,427819008,8847,kv_transfer,1,0,6739005352262071,initial,143,442,8,6739005352347940,p-d7bdce483ef589ce,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6739004170397102,True,427819008,427819450
10000,9472,policy_hardware,6739006532679366,,,initial_final,6739006532514038,0,,6739005366140775,6739005779195250,465567744,9613,kv_transfer,1,0,6739006532515108,initial,141,481,8,6739006532619407,p-d7bdce483ef589ce,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6739005352494028,True,465567744,465568225
10000,14848,policy_hardware,6739008009192142,,,initial_final,6739008008956585,0,,6739006551363996,6739007174903104,729808896,14994,kv_transfer,1,0,6739008008957715,initial,146,754,8,6739008009101243,p-d7bdce483ef589ce,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6739006532792995,True,729808896,729809650
10000,17920,policy_hardware,6739009552411178,,,initial_final,6739009551959383,0,,6739008032458370,6739008777321114,880803840,18055,kv_transfer,1,0,6739009551960413,initial,135,910,8,6739009552308169,p-d7bdce483ef589ce,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6739008009327820,True,880803840,880804750
10000,29696,policy_hardware,6739011754583598,,,initial_final,6739011754127453,0,,6739009589402852,6739010796502280,1459617792,29840,kv_transfer,1,0,6739011754131103,initial,144,1508,8,6739011754408430,p-d7bdce483ef589ce,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6739009552607016,True,1459617792,1459619300
10000,29952,policy_hardware,6739014307430465,,,initial_final,6739014307041949,0,,6739012014398927,6739013273987774,1472200704,30096,kv_transfer,1,0,6739014307043049,initial,144,1521,8,6739014307249657,p-d7bdce483ef589ce,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6739011754844565,True,1472200704,1472202225
10000,0,policy_hardware,6739065124640500,,,initial_final,6739065124338923,0,,,,0,5004,replay,1,0,6739065124340883,initial,5004,0,27,6739065124544731,p-c47e53488f17f680,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,-1,6739064284477296,True,0,0
10000,0,policy_hardware,6739066223444755,,,initial_final,6739066223183758,0,,,,0,6279,replay,1,0,6739066223191238,initial,6279,0,27,6739066223339807,p-c47e53488f17f680,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,-1,6739065124796338,True,0,0
10000,7680,policy_hardware,6739067390027529,,,initial_final,6739067389840821,0,,6739066242969996,6739066592200549,377487360,7821,kv_transfer,1,0,6739067389841891,initial,141,390,27,6739067389965910,p-c47e53488f17f680,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,-1,6739066223705793,True,377487360,377487750
10000,10240,policy_hardware,6739068658731194,,,initial_final,6739068658577256,0,,6739067410050844,6739067856762971,503316480,10384,kv_transfer,1,0,6739068658578506,initial,144,520,27,6739068658668715,p-c47e53488f17f680,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,-1,6739067390121618,True,503316480,503317000
10000,15616,policy_hardware,6739070239650339,,,initial_final,6739070239440221,0,,6739068684436125,6739069336493944,767557632,15760,kv_transfer,1,0,6739070239441151,initial,144,793,27,6739070239562100,p-c47e53488f17f680,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,-1,6739068658855463,True,767557632,767558425
10000,18688,policy_hardware,6739071919639390,,,initial_final,6739071919392683,0,,6739070266195981,6739071045805325,918552576,18830,kv_transfer,1,0,6739071919393763,initial,142,949,27,6739071919531481,p-c47e53488f17f680,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,-1,6739070239968466,True,918552576,918553525
10000,21248,policy_hardware,6739073867791576,,,initial_final,6739073867478430,0,,6739071947996161,6739072818688862,1044381696,21394,kv_transfer,1,0,6739073867481879,initial,146,1079,27,6739073867668497,p-c47e53488f17f680,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,-1,6739071919782158,True,1044381696,1044382775
10000,26880,policy_hardware,6739075957038129,,,initial_final,6739075956692633,0,,6739073900987733,6739075000249462,1321205760,27023,kv_transfer,1,0,6739075956694013,initial,143,1365,27,6739075956880111,p-c47e53488f17f680,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,-1,6739073868022473,True,1321205760,1321207125
