gpus,load,wan_gbps,deadline_s,draw,policy,shed_fraction,action_fractions,resource_utilization,qh_gap
64,0.5,40,4,0,isolated_fastest,0.23072456217293313,"[0.0, 0.07671632771093628, 0.0, 0.15400823446199685]","[1.0, 0.2320658756959749, 0.6137306216874903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12274612433749806, 0.246413175139195, 0.00280057466269759, 0.0033405619182932493, 1.0, 0.5439647651924178, 1.0]",0.7692754378270669
64,0.5,40,4,1,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016963920907760559, 0.003384585393701438, 0.004142553092242076]",0.0
64,0.5,40,4,1,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007574971734924728, 0.0007579676985406384, 0.004142553092242076]",0.0
64,0.5,40,4,1,kv_only,0.2309228084195638,"[0.0, 0.07525326790525586, 0.0, 0.15566954051430798]","[1.0, 0.24535632411446373, 0.6020261432420468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12040522864840937, 0.24907126482289277, 0.002747164804013547, 0.003401208872806237, 1.0, 0.553188379819734, 1.0]",0.7690771915804362
64,0.5,40,4,1,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007574971734924728, 0.0007579676985406384, 0.004142553092242076]",0.0
64,0.5,40,4,1,isolated_fastest,0.2309228084195638,"[0.0, 0.07525326790525586, 0.0, 0.15566954051430798]","[1.0, 0.24535632411446373, 0.6020261432420468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12040522864840937, 0.24907126482289277, 0.002747164804013547, 0.003401208872806237, 1.0, 0.553188379819734, 1.0]",0.7690771915804362
64,0.5,40,4,2,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016784603445938139, 0.0034700368489635402, 0.004235473906325595]",0.0
64,0.5,40,4,2,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007609141978750116, 0.0007654370573620552, 0.004235473906325595]",0.0
64,0.5,40,4,2,kv_only,0.2309228084195638,"[0.0, 0.07680673498456822, 0.0, 0.1541160734349956]","[1.0, 0.23292858747996475, 0.6144538798765458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12289077597530916, 0.24658571749599295, 0.0028038750333932677, 0.0033444986434265156, 1.0, 0.5439647651924178, 1.0]",0.7690771915804362
64,0.5,40,4,2,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007609141978750116, 0.0007654370573620552, 0.004235473906325595]",0.0
64,0.5,40,4,2,isolated_fastest,0.2309228084195638,"[0.0, 0.07680673498456822, 0.0, 0.1541160734349956]","[1.0, 0.23292858747996475, 0.6144538798765458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12289077597530916, 0.24658571749599295, 0.0028038750333932677, 0.0033444986434265156, 1.0, 0.5439647651924178, 1.0]",0.7690771915804362
64,0.5,40,4,3,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016969390222380497, 0.003403819644689631, 0.00416203171856293]",0.0
64,0.5,40,4,3,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.00761801952088077, 0.0007582120738732995, 0.00416203171856293]",0.0
64,0.5,40,4,3,kv_only,0.23072456217293313,"[0.0, 0.07516468917860415, 0.0, 0.155559872994329]","[1.0, 0.24447898395463186, 0.6013175134288332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12026350268576665, 0.24889579679092638, 0.0027439311855008163, 0.0033972053954900226, 1.0, 0.5531883798197339, 1.0]",0.7692754378270669
64,0.5,40,4,3,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.00761801952088077, 0.0007582120738732995, 0.00416203171856293]",0.0
64,0.5,40,4,3,isolated_fastest,0.23072456217293313,"[0.0, 0.07516468917860415, 0.0, 0.155559872994329]","[1.0, 0.24447898395463186, 0.6013175134288332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12026350268576665, 0.24889579679092638, 0.0027439311855008163, 0.0033972053954900226, 1.0, 0.5531883798197339, 1.0]",0.7692754378270669
64,0.5,40,4,4,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016839138138365183, 0.0032977906924059833, 0.004050182951810209]",0.0
64,0.5,40,4,4,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007380718279160893, 0.0007523922594042256, 0.004050182951810209]",0.0
64,0.5,40,4,4,kv_only,0.2309228084195638,"[0.0, 0.07525326790525586, 0.0, 0.15566954051430798]","[1.0, 0.24535632411446373, 0.6020261432420468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12040522864840937, 0.24907126482289277, 0.002747164804013547, 0.003401208872806237, 1.0, 0.553188379819734, 1.0]",0.7690771915804362
64,0.5,40,4,4,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007380718279160893, 0.0007523922594042256, 0.004050182951810209]",0.0
64,0.5,40,4,4,isolated_fastest,0.2309228084195638,"[0.0, 0.07525326790525586, 0.0, 0.15566954051430798]","[1.0, 0.24535632411446373, 0.6020261432420468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12040522864840937, 0.24907126482289277, 0.002747164804013547, 0.003401208872806237, 1.0, 0.553188379819734, 1.0]",0.7690771915804362
64,0.5,40,4,5,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016641668527611077, 0.003370285482448474, 0.004129204203906381]",0.0
64,0.5,40,4,5,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.0073904058835947625, 0.0007589187214579068, 0.004129204203906381]",0.0
64,0.5,40,4,5,kv_only,0.2309228084195638,"[0.0, 0.07680673498456822, 0.0, 0.1541160734349956]","[1.0, 0.23292858747996475, 0.6144538798765458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12289077597530916, 0.24658571749599295, 0.0028038750333932677, 0.0033444986434265156, 1.0, 0.5439647651924178, 1.0]",0.7690771915804362
64,0.5,40,4,5,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.0073904058835947625, 0.0007589187214579068, 0.004129204203906381]",0.0
64,0.5,40,4,5,isolated_fastest,0.2309228084195638,"[0.0, 0.07680673498456822, 0.0, 0.1541160734349956]","[1.0, 0.23292858747996475, 0.6144538798765458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12289077597530916, 0.24658571749599295, 0.0028038750333932677, 0.0033444986434265156, 1.0, 0.5439647651924178, 1.0]",0.7690771915804362
64,0.5,40,4,6,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.001671798729264852, 0.0034432247690470343, 0.004205623895098349]",0.0
64,0.5,40,4,6,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007550348100843251, 0.0007623991260513142, 0.004205623895098349]",0.0
64,0.5,40,4,6,kv_only,0.23072456217293313,"[0.0, 0.07671632771093628, 0.0, 0.15400823446199685]","[1.0, 0.2320658756959749, 0.6137306216874903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12274612433749806, 0.246413175139195, 0.00280057466269759, 0.0033405619182932493, 1.0, 0.5439647651924178, 1.0]",0.7692754378270669
64,0.5,40,4,6,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007550348100843251, 0.0007623991260513142, 0.004205623895098349]",0.0
64,0.5,40,4,6,isolated_fastest,0.23072456217293313,"[0.0, 0.07671632771093628, 0.0, 0.15400823446199685]","[1.0, 0.2320658756959749, 0.6137306216874903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12274612433749806, 0.246413175139195, 0.00280057466269759, 0.0033405619182932493, 1.0, 0.5439647651924178, 1.0]",0.7692754378270669
64,0.5,40,4,7,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016803460417914437, 0.003356473750568585, 0.004107271887964917]",0.0
64,0.5,40,4,7,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007512055638155554, 0.0007507981373963318, 0.004107271887964917]",0.0
64,0.5,40,4,7,kv_only,0.23072456217293313,"[0.0, 0.07516468917860415, 0.0, 0.155559872994329]","[1.0, 0.24447898395463186, 0.6013175134288332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12026350268576665, 0.24889579679092638, 0.0027439311855008163, 0.0033972053954900226, 1.0, 0.5531883798197339, 1.0]",0.7692754378270669
64,0.5,40,4,7,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007512055638155554, 0.0007507981373963318, 0.004107271887964917]",0.0
64,0.5,40,4,7,isolated_fastest,0.23072456217293313,"[0.0, 0.07516468917860415, 0.0, 0.155559872994329]","[1.0, 0.24447898395463186, 0.6013175134288332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12026350268576665, 0.24889579679092638, 0.0027439311855008163, 0.0033972053954900226, 1.0, 0.5531883798197339, 1.0]",0.7692754378270669
64,0.5,40,4,8,queue_haul,1.0,"[0.625, 0.0, 0.375, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 0.029660790360243133, 0.04335038591112458, 0.0016148991076700707, 0.0033655610653843464, 0.004122638692791404]",0.0
64,0.5,40,4,8,greedy,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007178975265605167, 0.0007570776274070579, 0.004122638692791404]",0.0
64,0.5,40,4,8,kv_only,0.2309228084195638,"[0.0, 0.07895796065147581, 0.0, 0.151964847768088]","[1.0, 0.8473824673565106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1263327370423613, 0.24314375642894082, 0.002882406791576308, 0.003265966885243476, 1.0, 0.5311919959511604, 1.0]",0.7690771915804362
64,0.5,40,4,8,replay_only,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0, 0.04335038591112458, 0.029660790360243133, 0.007178975265605167, 0.0007570776274070579, 0.004122638692791404]",0.0
64,0.5,40,4,8,isolated_fastest,0.2309228084195638,"[0.0, 0.07895796065147581, 0.0, 0.151964847768088]","[1.0, 0.8473824673565106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1263327370423613, 0.24314375642894082, 0.002882406791576308, 0.003265966885243476, 1.0, 0.5311919959511604, 1.0]",0.7690771915804362
64,0.5,40,5,0,queue_haul,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0000000000000002, 0.029660790360243133, 0.04335038591112458, 0.02832523795057935, 0.025706874136164196, 0.038624180675937286]",0.0
64,0.5,40,5,0,greedy,0.8619046314945447,"[0.125, 0.11190463149454481, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7523799090992153, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.3790474103912717, 1.0, 0.01957828506803186, 0.04074284390143287, 0.9999999999999998, 0.02749745838039663, 0.48353269318797876]",0.13809536850545534
64,0.5,40,5,0,kv_only,0.27923094626748934,"[0.0, 0.09883694797116398, 0.0, 0.18039399829632538]","[1.0, 0.4431519863706031, 0.7906955837693118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15813911675386239, 0.28863039727412065, 0.0036081009152233263, 0.004303789745474669, 1.0, 0.5439647651924179, 1.0]",0.7207690537325107
64,0.5,40,5,0,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.042347803116829584, 0.005441834305991041, 0.024753924643959684]",0.0
64,0.5,40,5,0,isolated_fastest,0.27923094626748934,"[0.0, 0.09883694797116398, 0.0, 0.18039399829632538]","[1.0, 0.4431519863706031, 0.7906955837693118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15813911675386239, 0.28863039727412065, 0.0036081009152233263, 0.004303789745474669, 1.0, 0.5439647651924179, 1.0]",0.7207690537325107
64,0.5,40,5,1,queue_haul,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0000000000000002, 0.029660790360243133, 0.04335038591112458, 0.024947635765760798, 0.02216609642213294, 0.03331298997829967]",0.0
64,0.5,40,5,1,greedy,0.8609493920666569,"[0.125, 0.11094939206665702, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7447379936761129, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.37751902730665127, 1.0, 0.019508541913780986, 0.04074284390143287, 0.9999999999999998, 0.023703785205785102, 0.47051540538605097]",0.13905060793334312
64,0.5,40,5,1,kv_only,0.27942919251412,"[0.0, 0.09692648397163078, 0.0, 0.18250270854248923]","[1.0, 0.4600216683399139, 0.7754118717730463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15508237435460925, 0.2920043336679828, 0.003538358303308316, 0.004380769453218623, 1.0, 0.5531883798197342, 1.0000000000000002]",0.72057080748588
64,0.5,40,5,1,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.037278562680240455, 0.00524167230449547, 0.021898167293645306]",0.0
64,0.5,40,5,1,isolated_fastest,0.27942919251412,"[0.0, 0.09692648397163078, 0.0, 0.18250270854248923]","[1.0, 0.4600216683399139, 0.7754118717730463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15508237435460925, 0.2920043336679828, 0.003538358303308316, 0.004380769453218623, 1.0, 0.5531883798197342, 1.0000000000000002]",0.72057080748588
64,0.5,40,5,2,queue_haul,1.0000000000000002,"[0.3750000000000002, 0.0, 0.6249999999999998, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000004, 0.9999999999999998, 0.02966079036024315, 0.04335038591112457, 0.041024941160186824, 0.03729001523425079, 0.05599883390920383]",0.0
64,0.5,40,5,2,greedy,0.8619498351411499,"[0.125, 0.11194983514114996, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7527415382720565, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.37911973622583994, 1.0, 0.01958158543944226, 0.04074284390143287, 1.0, 0.03990800842396327, 0.4959432432315454]",0.13805016485885035
64,0.5,40,5,2,kv_only,0.27942919251412,"[0.0, 0.09892735524479591, 0.0, 0.18050183726932406]","[1.0, 0.4440146981545926, 0.7914188419583673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15828376839167346, 0.2888029396309185, 0.003611401285919004, 0.004307726470607934, 1.0, 0.5439647651924178, 1.0]",0.7205708074858802
64,0.5,40,5,2,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.061397486021920834, 0.005823773572532785, 0.0338231905271347]",2.220446049250313e-16
64,0.5,40,5,2,isolated_fastest,0.27942919251412,"[0.0, 0.09892735524479591, 0.0, 0.18050183726932406]","[1.0, 0.4440146981545926, 0.7914188419583673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15828376839167346, 0.2888029396309185, 0.003611401285919004, 0.004307726470607934, 1.0, 0.5439647651924178, 1.0]",0.7205708074858802
64,0.5,40,5,3,queue_haul,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0000000000000002, 0.029660790360243133, 0.04335038591112458, 0.02473075760433033, 0.021972143506887573, 0.03302213338036384]",0.0
64,0.5,40,5,3,greedy,0.8609050995878511,"[0.125, 0.11090509958785129, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7443836538456671, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.3774481593405621, 1.0, 0.019505308067803404, 0.04074284390143287, 1.0, 0.02349592652878491, 0.47030754670905095]",0.1390949004121489
64,0.5,40,5,3,kv_only,0.27923094626748934,"[0.0, 0.0968379052449791, 0.0, 0.18239304102251028]","[1.0, 0.45914432818008216, 0.7747032419598328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15494064839196656, 0.29182886563601645, 0.0035351246847955863, 0.004376765975902409, 1.0, 0.553188379819734, 1.0]",0.7207690537325107
64,0.5,40,5,3,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.03695308256199903, 0.005260222321232229, 0.02177128901141415]",0.0
64,0.5,40,5,3,isolated_fastest,0.27923094626748934,"[0.0, 0.0968379052449791, 0.0, 0.18239304102251028]","[1.0, 0.45914432818008216, 0.7747032419598328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15494064839196656, 0.29182886563601645, 0.0035351246847955863, 0.004376765975902409, 1.0, 0.553188379819734, 1.0]",0.7207690537325107
64,0.5,40,5,4,queue_haul,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0000000000000002, 0.029660790360243133, 0.04335038591112458, 0.01963376149989834, 0.01741767507058031, 0.02619026785658282]",0.0
64,0.5,40,5,4,greedy,0.8609494116107597,"[0.125, 0.11094941161075984, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7447381500289355, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.3775190585772158, 1.0, 0.01950854334071892, 0.04074284390143287, 1.0, 0.018616255253684363, 0.4654278754339503]",0.13905058838924034
64,0.5,40,5,4,kv_only,0.27942919251412,"[0.0, 0.09692648397163078, 0.0, 0.18250270854248923]","[1.0, 0.4600216683399139, 0.7754118717730463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15508237435460925, 0.2920043336679828, 0.003538358303308316, 0.004380769453218623, 1.0, 0.5531883798197342, 1.0000000000000002]",0.72057080748588
64,0.5,40,5,4,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.029307952919864034, 0.004870717135504154, 0.01796585106379556]",0.0
64,0.5,40,5,4,isolated_fastest,0.27942919251412,"[0.0, 0.09692648397163078, 0.0, 0.18250270854248923]","[1.0, 0.4600216683399139, 0.7754118717730463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15508237435460925, 0.2920043336679828, 0.003538358303308316, 0.004380769453218623, 1.0, 0.5531883798197342, 1.0000000000000002]",0.72057080748588
64,0.5,40,5,5,queue_haul,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0000000000000002, 0.029660790360243133, 0.04335038591112458, 0.02673127736204493, 0.02425335241348125, 0.036443756761988015]",0.0
64,0.5,40,5,5,greedy,0.861949853128064,"[0.125, 0.11194985312806423, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7527416821673706, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.37911976500490274, 1.0, 0.019581586752688028, 0.04074284390143287, 1.0, 0.025940214627468376, 0.4819754494350506]",0.13805014687193595
64,0.5,40,5,5,kv_only,0.27942919251412,"[0.0, 0.09892735524479591, 0.0, 0.18050183726932406]","[1.0, 0.4440146981545926, 0.7914188419583673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15828376839167346, 0.2888029396309185, 0.003611401285919004, 0.004307726470607934, 1.0, 0.5439647651924178, 1.0]",0.72057080748588
64,0.5,40,5,5,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.03995717214412714, 0.005307908688363526, 0.02352978706935753]",0.0
64,0.5,40,5,5,isolated_fastest,0.27942919251412,"[0.0, 0.09892735524479591, 0.0, 0.18050183726932406]","[1.0, 0.4440146981545926, 0.7914188419583673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15828376839167346, 0.2888029396309185, 0.003611401285919004, 0.004307726470607934, 1.0, 0.5439647651924178, 1.0]",0.72057080748588
64,0.5,40,5,6,queue_haul,1.0000000000000002,"[0.3750000000000002, 0.0, 0.6249999999999998, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000004, 0.9999999999999998, 0.02966079036024315, 0.04335038591112457, 0.03172890605660968, 0.028811276314394313, 0.04328077543810803]",0.0
64,0.5,40,5,6,greedy,0.8619046333378791,"[0.125, 0.11190463333787933, 0.6249999999999999, 0.0]","[1.0, 1.0, 1.0, 0.7142857142857142, 0.7523799238458914, 0.7142857142857142, 0.7142857142857142, 1.0, 1.0, 0.7142857142857142, 0.37904741334060693, 1.0, 0.019578285202615883, 0.04074284390143287, 1.0, 0.030823609646482106, 0.4868588444540643]",0.13809536666212108
64,0.5,40,5,6,kv_only,0.27923094626748934,"[0.0, 0.09883694797116398, 0.0, 0.18039399829632538]","[1.0, 0.4431519863706031, 0.7906955837693118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15813911675386239, 0.28863039727412065, 0.0036081009152233263, 0.004303789745474669, 1.0, 0.5439647651924179, 1.0]",0.7207690537325109
64,0.5,40,5,6,replay_only,1.0,"[0.5, 0.0, 0.5, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8, 0.03650558813568386, 0.03650558813568386, 0.04745332392613233, 0.005574048713566217, 0.027214436432620233]",2.220446049250313e-16
64,0.5,40,5,6,isolated_fastest,0.27923094626748934,"[0.0, 0.09883694797116398, 0.0, 0.18039399829632538]","[1.0, 0.4431519863706031, 0.7906955837693118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15813911675386239, 0.28863039727412065, 0.0036081009152233263, 0.004303789745474669, 1.0, 0.5439647651924179, 1.0]",0.7207690537325109
64,0.5,40,5,7,queue_haul,1.0,"[0.375, 0.0, 0.625, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0000000000000002, 0.029660790360243133, 0.04335038591112458, 0.017036548348623812, 0.015096015460790483, 0.022708143230718524]",0.0
