phase,gpu,samples,power_mean_w
baseline,0,480,345.3224166666667
baseline,1,480,82.23002083333334
drain,0,386,145.9761139896373
drain,1,386,224.68582901554404
post,0,480,88.37514583333335
post,1,480,279.6018125
