connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
1c2e0f7d2fe53477,kv/east,,5865953164317,5865954171505,0,0,20,10,10,0,20,10,10,0
e340030e4d68b604,kv/germany,,5865953597785,5865954329399,0,0,14,7,10,0,27,34,10,0
2f3ec90d2e84ea6a,api/germany,,6018366955436,6018467871754,74,53033,,,,,,,,
ef5b7b986cdf38fd,api/east,,6018367112048,6018769518393,74,53021,,,,,,,,
364fdb58df46c849,api/germany,,6019468211897,6019565575243,74,53034,,,,,,,,
28282abf67a02e59,api/east,,6019769766254,6020167808354,74,53021,,,,,,,,
5d8129b37bc8b011,api/germany,,6020565807420,6020663429928,74,53034,,,,,,,,
1d787fb0c89fd851,api/east,,6021168090765,6021574994794,74,53021,,,,,,,,
8bf6e2bbba121ce2,api/germany,,6021664173393,6021760676490,74,53047,,,,,,,,
f5a54c29bd96f535,api/germany,,6022760945794,6022858195559,74,53047,,,,,,,,
2030cf431c6db2c8,api/east,,6022575505141,6023003243580,74,53021,,,,,,,,
bbecce0c81db8874,api/east,,6024003625711,6024401694597,74,53034,,,,,,,,
691aa73f7a15cafb,api/germany,,6033438704578,6037120648967,33334,3611,,,,,,,,
187d330be8171b6f,api/germany,,6033439680788,6038507986280,33334,2678,,,,,,,,
af4fc4845d3379c5,api/germany,,6033439418699,6039920449188,33334,3611,,,,,,,,
ba29a08dd28f95f6,api/germany,,6033440439296,6040861165726,33334,3371,,,,,,,,
0c9795eeedad1390,api/germany,,6038508417474,6042087683513,33334,2678,,,,,,,,
61f52c96f9b320ba,api/germany,,6044016459651,6045843943377,1541,15265,,,,,,,,
ea5164ff25d61437,api/east,,6044016159692,6046104218377,1541,15282,,,,,,,,
ffd4f862a31cf6df,api/germany,,6044723520514,6046571349020,1541,15281,,,,,,,,
8b62940badf754b2,api/east,,6044722883857,6046758853403,1541,15281,,,,,,,,
06c5e25b9a703912,api/germany,,6045430525924,6047235510222,1541,15277,,,,,,,,
f8a6113317a65767,api/east,,6045429812534,6047450654748,1541,15287,,,,,,,,
2c1cc081aba3f939,api/germany,,6046136810825,6047934822480,1541,15282,,,,,,,,
17c3d90f57fab2da,api/east,,6046136514412,6048191061370,1541,15275,,,,,,,,
083419675f408e21,api/germany,,6046844201330,6048669784346,1541,14034,,,,,,,,
6956b85a6d7df405,api/east,,6046844044698,6048879303404,1541,14041,,,,,,,,
94deb96dd10d18c6,api/germany,,6049016915080,6049113238660,74,54770,,,,,,,,
0e1d1d6a0620dc11,api/germany,,6047550877017,6049371693447,1541,15276,,,,,,,,
c95fbab0b3608dad,api/east,,6049017071151,6049416309091,74,54562,,,,,,,,
ea5ff7443e917ea7,api/east,,6047550520272,6049600932833,1541,15276,,,,,,,,
2cf0268b6c28779c,api/germany,,6048257925315,6050079469521,1541,14022,,,,,,,,
0a3c479b39b26da9,api/germany,,6050113567004,6050210802185,74,54764,,,,,,,,
e258cbde655aaf37,api/east,,6048258037915,6050296573571,1541,15276,,,,,,,,
36cd2c274c996784,api/germany,,6048964958905,6050775766609,1541,14022,,,,,,,,
be41ac96e03d8027,api/east,,6050416602880,6050814393056,74,54557,,,,,,,,
08d66599147e21aa,api/east,,6048964614983,6051002489562,1541,14022,,,,,,,,
