phase,gpu,samples,power_mean_w
baseline,0,120,212.30808333333334
baseline,1,120,83.30125
drain,0,127,183.50440944881888
drain,1,127,100.23787401574803
post,0,120,127.33416666666666
post,1,120,142.88200000000003
