phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,120452,31.2938129901886,3849.0675469226057,125000000.0,3.079254037538085e-05,1
drain,kv,target_to_client,1273102152,31.328567028045654,40637101.30311118,125000000.0,0.32509681042488947,1
post,api,client_to_target,337724,29.169771909713745,11577.875927358056,125000000.0,9.262300741886446e-05,1
post,kv,target_to_client,344238096,29.36488103866577,11722781.902188864,125000000.0,0.09378225521751091,1
