phase,gpu,samples,power_mean_w
baseline,0,239,292.84581589958157
baseline,1,239,84.83364016736401
drain,0,76,276.1435526315789
drain,1,76,201.45921052631581
post,0,239,194.0329288702929
post,1,239,247.52004184100414
