achieved_shed_w,calibration_sha256,configured_goodput_mbps,contexts_sha256,credited_sessions,deadline_miss_sessions,destination_load,episode_elapsed_s,full_drain_s,kv_w,last_first_token_s,last_route_commit_s,load_fraction,manifest_sha256,measured_goodput_mbps,offered_rho,offered_rho_decode,offered_rho_prefill,planned_sessions,policy,profile_sha256,queue_at_start,repeat,replay_w,requested_shed_w,right_censored,scenario_id,trace_id,unmet_w
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9232923792694132,""offered_rho_decode"":0.030375105180720986,""offered_rho_prefill"":0.8929172740886923,""offered_rps"":2.437833760866066,""queue_at_start"":0.0,""request_count"":147,""target_rho"":0.925,""work_per_request_s"":0.37943522435729343}",32.733722376,12.623709404,0.0,12.623709404,6.874810705,0.925,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,0.0,0.9232923792694132,0.030375105180720986,0.8929172740886923,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-a402fa3a779e0832,0260160e6e4b833a,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8474053343979547,""offered_rho_decode"":0.02787852119326447,""offered_rho_prefill"":0.8195268132046902,""offered_rps"":2.2401715640390876,""queue_at_start"":0.0,""request_count"":135,""target_rho"":0.85,""work_per_request_s"":0.37943522435729343}",32.677710424,12.461548513,0.0,12.461548513,6.654043615,0.85,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,2257.8288185314077,0.8474053343979547,0.02787852119326447,0.8195268132046902,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-6dcf5be1b8858352,b29759996bce4e71,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8727010160217742,""offered_rho_decode"":0.028710715855749976,""offered_rho_prefill"":0.8439903001660242,""offered_rps"":2.306058962981414,""queue_at_start"":0.0,""request_count"":139,""target_rho"":0.875,""work_per_request_s"":0.37943522435729343}",32.713120378,12.682263769,0.0,12.682263769,6.812035064,0.875,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,3090.2262860549276,0.8727010160217742,0.028710715855749976,0.8439903001660242,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-a7375f5f9c5ace5c,10b752523dc18d01,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9738837425170523,""offered_rho_decode"":0.032039494505692,""offered_rho_prefill"":0.9418442480113604,""offered_rps"":2.5696085587507183,""queue_at_start"":0.0,""request_count"":155,""target_rho"":0.975,""work_per_request_s"":0.37943522435729343}",32.796661741,6.859605041,147.15586570875013,6.859605041,6.138944321,0.975,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4198.18288278752,0.9738837425170523,0.032039494505692,0.9418442480113604,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-21f5afc6a27721f8,407c8e8ba8095ef0,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9738837425170523,""offered_rho_decode"":0.032039494505692,""offered_rho_prefill"":0.9418442480113604,""offered_rps"":2.5696085587507183,""queue_at_start"":0.0,""request_count"":155,""target_rho"":0.975,""work_per_request_s"":0.37943522435729343}",32.800024175,12.756673146,0.0,12.756673146,7.004919614,0.975,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,30353.837630598708,0.9738837425170523,0.032039494505692,0.9418442480113604,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-f78b86f98f6b6902,407c8e8ba8095ef0,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9485880608932328,""offered_rho_decode"":0.031207299843206488,""offered_rho_prefill"":0.9173807610500263,""offered_rps"":2.503721159808392,""queue_at_start"":0.0,""request_count"":151,""target_rho"":0.95,""work_per_request_s"":0.37943522435729343}",32.752915255,12.89774407,0.0,12.89774407,7.066299144,0.95,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,6817.071803751556,0.9485880608932328,0.031207299843206488,0.9173807610500263,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-4cda15aeda5ac479,d4db5919f3050723,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8853488568336839,""offered_rho_decode"":0.029126813186992728,""offered_rho_prefill"":0.8562220436466912,""offered_rps"":2.3390026624525766,""queue_at_start"":0.0,""request_count"":141,""target_rho"":0.8875,""work_per_request_s"":0.37943522435729343}",32.70797018,12.625396634,0.0,12.625396634,6.821033528,0.8875,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,974.7051186903933,0.8853488568336839,0.029126813186992728,0.8562220436466912,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-0e507e16f8d04c1e,67a8cf016f6613d6,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.935940220081323,""offered_rho_decode"":0.030791202511963735,""offered_rho_prefill"":0.9051490175693593,""offered_rps"":2.470777460337229,""queue_at_start"":0.0,""request_count"":149,""target_rho"":0.9375,""work_per_request_s"":0.37943522435729343}",32.764323904,12.765650562,0.0,12.765650562,7.058364189,0.9375,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,0.0,0.935940220081323,0.030791202511963735,0.9051490175693593,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-f6ebfe5413fe6e32,1b37bc50d959ecf9,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8979966976455936,""offered_rho_decode"":0.02954291051823548,""offered_rho_prefill"":0.8684537871273582,""offered_rps"":2.3719463619237398,""queue_at_start"":0.0,""request_count"":143,""target_rho"":0.9,""work_per_request_s"":0.37943522435729343}",32.719442494,12.457939239,0.0,12.457939239,6.689581323,0.9,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,759.1701788460296,0.8979966976455936,0.02954291051823548,0.8684537871273582,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-17ba57f07f254072,e3441a127ee95d5d,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9485880608932328,""offered_rho_decode"":0.031207299843206488,""offered_rho_prefill"":0.9173807610500263,""offered_rps"":2.503721159808392,""queue_at_start"":0.0,""request_count"":151,""target_rho"":0.95,""work_per_request_s"":0.37943522435729343}",32.773118645,6.75030913,147.15586570875013,6.75030913,6.049503564,0.95,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4260.245538267424,0.9485880608932328,0.031207299843206488,0.9173807610500263,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-2d387931da64ef74,d4db5919f3050723,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9106445384575035,""offered_rho_decode"":0.029959007849478234,""offered_rho_prefill"":0.8806855306080252,""offered_rps"":2.404890061394903,""queue_at_start"":0.0,""request_count"":145,""target_rho"":0.9125,""work_per_request_s"":0.37943522435729343}",32.755355624,28.062316287,147.15586570875013,28.062316287,27.304133736,0.9125,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,943.830265718636,0.9106445384575035,0.029959007849478234,0.8806855306080252,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-d683504ad8b1c12a,94f6ad41c597ab93,0
94.27428433307696,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,6,2,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9485880608932328,""offered_rho_decode"":0.031207299843206488,""offered_rho_prefill"":0.9173807610500263,""offered_rps"":2.503721159808392,""queue_at_start"":0.0,""request_count"":160,""target_rho"":0.95,""work_per_request_s"":0.37943522435729343}",36.374529387,33.407674383,0.0,33.407674383,7.126040562,0.95,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,0.0,0.9485880608932328,0.031207299843206488,0.9173807610500263,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,94.27428433307696,147.15586570875013,False,drain-32859f7abac396f2,d4db5919f3050723,52.881581375673164
118.67134193660972,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,7,1,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8853488568336839,""offered_rho_decode"":0.029126813186992728,""offered_rho_prefill"":0.8562220436466912,""offered_rps"":2.3390026624525766,""queue_at_start"":0.0,""request_count"":148,""target_rho"":0.8875,""work_per_request_s"":0.37943522435729343}",35.750161252,33.056747589,0.0,33.056747589,6.688567946,0.8875,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,0.0036501382071600958,0.8853488568336839,0.029126813186992728,0.8562220436466912,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,118.67134193660972,147.15586570875013,False,drain-702de79cc960e63d,67a8cf016f6613d6,28.484523772140406
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8474053343979547,""offered_rho_decode"":0.02787852119326447,""offered_rho_prefill"":0.8195268132046902,""offered_rps"":2.2401715640390876,""queue_at_start"":0.0,""request_count"":135,""target_rho"":0.85,""work_per_request_s"":0.37943522435729343}",32.676099018,27.829066178,147.15586570875013,27.829066178,27.115103612,0.85,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,950.4407048406697,0.8474053343979547,0.02787852119326447,0.8195268132046902,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-c974a0c0097fbc2c,b29759996bce4e71,0
118.67134193660972,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,7,1,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8979966976455936,""offered_rho_decode"":0.02954291051823548,""offered_rho_prefill"":0.8684537871273582,""offered_rps"":2.3719463619237398,""queue_at_start"":0.0,""request_count"":150,""target_rho"":0.9,""work_per_request_s"":0.37943522435729343}",35.696005451,33.010477799,0.0,33.010477799,6.690643158,0.9,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,2684.926491004276,0.8979966976455936,0.02954291051823548,0.8684537871273582,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,118.67134193660972,147.15586570875013,False,drain-e3598f26e97fd0c1,e3441a127ee95d5d,28.484523772140406
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9485880608932328,""offered_rho_decode"":0.031207299843206488,""offered_rho_prefill"":0.9173807610500263,""offered_rps"":2.503721159808392,""queue_at_start"":0.0,""request_count"":151,""target_rho"":0.95,""work_per_request_s"":0.37943522435729343}",32.779108599,27.559404066,147.15586570875013,27.559404066,26.91350036,0.95,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,957.5380091722557,0.9485880608932328,0.031207299843206488,0.9173807610500263,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-075b4d166a5ca09a,d4db5919f3050723,0
118.67134193660972,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,7,1,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8474053343979547,""offered_rho_decode"":0.02787852119326447,""offered_rho_prefill"":0.8195268132046902,""offered_rps"":2.2401715640390876,""queue_at_start"":0.0,""request_count"":142,""target_rho"":0.85,""work_per_request_s"":0.37943522435729343}",35.816785242,33.103857762,0.0,33.103857762,6.672858465,0.85,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,0.0,0.8474053343979547,0.02787852119326447,0.8195268132046902,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,118.67134193660972,147.15586570875013,False,drain-a59776086e4a6ef3,b29759996bce4e71,28.484523772140406
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,1000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.935940220081323,""offered_rho_decode"":0.030791202511963735,""offered_rho_prefill"":0.9051490175693593,""offered_rps"":2.470777460337229,""queue_at_start"":0.0,""request_count"":149,""target_rho"":0.9375,""work_per_request_s"":0.37943522435729343}",32.81360914,27.479936353,147.15586570875013,27.479936353,26.767594399,0.9375,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,962.7535688168246,0.935940220081323,0.030791202511963735,0.9051490175693593,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-4c3ab2db4141fb16,1b37bc50d959ecf9,0
