achieved_shed_w,calibration_sha256,configured_goodput_mbps,contexts_sha256,credited_sessions,deadline_miss_sessions,destination_load,episode_elapsed_s,full_drain_s,kv_w,last_first_token_s,last_route_commit_s,load_fraction,manifest_sha256,measured_goodput_mbps,offered_rho,offered_rho_decode,offered_rho_prefill,planned_sessions,policy,profile_sha256,queue_at_start,repeat,replay_w,requested_shed_w,right_censored,scenario_id,trace_id,unmet_w
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8727010160217742,""offered_rho_decode"":0.028710715855749976,""offered_rho_prefill"":0.8439903001660242,""offered_rps"":2.306058962981414,""queue_at_start"":0.0,""request_count"":139,""target_rho"":0.875,""work_per_request_s"":0.37943522435729343}",32.706318212,6.89511737,147.15586570875013,6.89511737,6.246502966,0.875,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4126.0382344941745,0.8727010160217742,0.028710715855749976,0.8439903001660242,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-99c27878aa99b489,10b752523dc18d01,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9612359017051426,""offered_rho_decode"":0.031623397174449244,""offered_rho_prefill"":0.9296125045306933,""offered_rps"":2.536664859279555,""queue_at_start"":0.0,""request_count"":153,""target_rho"":0.9625,""work_per_request_s"":0.37943522435729343}",32.784131509,6.873527812,147.15586570875013,6.873527812,6.119573155,0.9625,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4211.5975041487245,0.9612359017051426,0.031623397174449244,0.9296125045306933,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-42a7316e139b27c8,f080ab8c11e7189d,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.935940220081323,""offered_rho_decode"":0.030791202511963735,""offered_rho_prefill"":0.9051490175693593,""offered_rps"":2.470777460337229,""queue_at_start"":0.0,""request_count"":149,""target_rho"":0.9375,""work_per_request_s"":0.37943522435729343}",32.76438403,6.795891728,147.15586570875013,6.795891728,6.046345238,0.9375,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4262.519919329173,0.935940220081323,0.030791202511963735,0.9051490175693593,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-ea04b4922ac08c45,1b37bc50d959ecf9,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9106445384575035,""offered_rho_decode"":0.029959007849478234,""offered_rho_prefill"":0.8806855306080252,""offered_rps"":2.404890061394903,""queue_at_start"":0.0,""request_count"":145,""target_rho"":0.9125,""work_per_request_s"":0.37943522435729343}",32.739947758,12.688315466,0.0,12.688315466,6.895236661,0.9125,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,803.9367543100539,0.9106445384575035,0.029959007849478234,0.8806855306080252,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-73ab3921281db4bb,94f6ad41c597ab93,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9612359017051426,""offered_rho_decode"":0.031623397174449244,""offered_rho_prefill"":0.9296125045306933,""offered_rps"":2.536664859279555,""queue_at_start"":0.0,""request_count"":153,""target_rho"":0.9625,""work_per_request_s"":0.37943522435729343}",32.904982348,12.830112049,0.0,12.830112049,7.021918752,0.9625,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,2015.6560892151197,0.9612359017051426,0.031623397174449244,0.9296125045306933,8,replay_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,147.15586570875013,147.15586570875013,False,drain-1fd4dcc060407536,f080ab8c11e7189d,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8474053343979547,""offered_rho_decode"":0.02787852119326447,""offered_rho_prefill"":0.8195268132046902,""offered_rps"":2.2401715640390876,""queue_at_start"":0.0,""request_count"":135,""target_rho"":0.85,""work_per_request_s"":0.37943522435729343}",32.669116139,6.849082426,147.15586570875013,6.849082426,6.242338382,0.85,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4128.815724939433,0.8474053343979547,0.02787852119326447,0.8195268132046902,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-b7227d0fe7df3f90,b29759996bce4e71,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8853488568336839,""offered_rho_decode"":0.029126813186992728,""offered_rho_prefill"":0.8562220436466912,""offered_rps"":2.3390026624525766,""queue_at_start"":0.0,""request_count"":141,""target_rho"":0.8875,""work_per_request_s"":0.37943522435729343}",32.720691565,6.94703319,147.15586570875013,6.94703319,6.254573563,0.8875,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4120.80428894997,0.8853488568336839,0.029126813186992728,0.8562220436466912,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-60413687800153ad,67a8cf016f6613d6,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9106445384575035,""offered_rho_decode"":0.029959007849478234,""offered_rho_prefill"":0.8806855306080252,""offered_rps"":2.404890061394903,""queue_at_start"":0.0,""request_count"":145,""target_rho"":0.9125,""work_per_request_s"":0.37943522435729343}",32.715131639,6.963010253,147.15586570875013,6.963010253,6.170420784,0.9125,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4176.704547323959,0.9106445384575035,0.029959007849478234,0.8806855306080252,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-2aa4e75a83a28051,94f6ad41c597ab93,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8979966976455936,""offered_rho_decode"":0.02954291051823548,""offered_rho_prefill"":0.8684537871273582,""offered_rps"":2.3719463619237398,""queue_at_start"":0.0,""request_count"":143,""target_rho"":0.9,""work_per_request_s"":0.37943522435729343}",32.712273437,6.958059658,147.15586570875013,6.958059658,6.286335578,0.9,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4099.709912259634,0.8979966976455936,0.02954291051823548,0.8684537871273582,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-fe9c2c183a8b9044,e3441a127ee95d5d,0
147.15586570875013,a445dfd0aa4749c6b7e6f2394d677de3e19a8b48abd794c37cfb3c53f7691733,5000,be48c084bbc9d020f6897a6c1d40e0adbd999f1f79649e4cdc28b2ae33e6528f,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9232923792694132,""offered_rho_decode"":0.030375105180720986,""offered_rho_prefill"":0.8929172740886923,""offered_rps"":2.437833760866066,""queue_at_start"":0.0,""request_count"":147,""target_rho"":0.925,""work_per_request_s"":0.37943522435729343}",32.763274646,7.095180125,147.15586570875013,7.095180125,6.364193402,0.925,faf321a6eab01f7f36c325dbd6e725d43b72cdffefd7ee060ef6f7cef20f1435,4049.5512087053357,0.9232923792694132,0.030375105180720986,0.8929172740886923,8,kv_only,99ec3d2e3099f01103e7a0609a9d99beabfe7ec86eeb372d65f5829090658ab8,0.0,0,0.0,147.15586570875013,False,drain-da1949e292d53d5e,0260160e6e4b833a,0
