model,params,kv_dtype,link,tokens,kv_GB,ctx_MB,t_kv_s,t_ctx_s,prefill_tok_s,t_replay_s,t_saved_s,winner,breakeven_tok_s
MoE-0.6T,1401274761216,bf16,Same-rack,2551,0.501547008,0.010204,0.011851106070588235,5.024009411764706e-05,3000,0.8503835734274511,-0.8385324673568628,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2551,0.501547008,0.010204,0.011851106070588235,5.024009411764706e-05,10000,0.25515024009411763,-0.2432991340235294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2551,0.501547008,0.010204,0.011851106070588235,5.024009411764706e-05,30000,0.08508357342745099,-0.07323246735686276,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2551,0.501547008,0.010204,0.011851106070588235,5.024009411764706e-05,100000,0.02556024009411765,-0.013709134023529414,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2982,0.586285056,0.011928,0.013844942494117647,5.0280658823529416e-05,1000,2.982050280658824,-2.968205338164706,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2982,0.586285056,0.011928,0.013844942494117647,5.0280658823529416e-05,3000,0.9940502806588235,-0.9802053381647059,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2982,0.586285056,0.011928,0.013844942494117647,5.0280658823529416e-05,10000,0.29825028065882353,-0.28440533816470587,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2982,0.586285056,0.011928,0.013844942494117647,5.0280658823529416e-05,30000,0.09945028065882353,-0.08560533816470588,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,2982,0.586285056,0.011928,0.013844942494117647,5.0280658823529416e-05,100000,0.02987028065882353,-0.01602533816470588,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,3486,0.685375488,0.013944,0.016176482070588236,5.032809411764706e-05,1000,3.4860503280941177,-3.4698738460235297,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,3486,0.685375488,0.013944,0.016176482070588236,5.032809411764706e-05,3000,1.1620503280941177,-1.1458738460235294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,3486,0.685375488,0.013944,0.016176482070588236,5.032809411764706e-05,10000,0.34865032809411767,-0.3324738460235294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,3486,0.685375488,0.013944,0.016176482070588236,5.032809411764706e-05,30000,0.11625032809411764,-0.10007384602352941,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,3486,0.685375488,0.013944,0.016176482070588236,5.032809411764706e-05,100000,0.03491032809411765,-0.018733846023529413,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4075,0.8011776,0.0163,0.018901237647058824,5.038352941176471e-05,1000,4.075050383529412,-4.056149145882353,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4075,0.8011776,0.0163,0.018901237647058824,5.038352941176471e-05,3000,1.358383716862745,-1.3394824792156863,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4075,0.8011776,0.0163,0.018901237647058824,5.038352941176471e-05,10000,0.40755038352941175,-0.38864914588235294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4075,0.8011776,0.0163,0.018901237647058824,5.038352941176471e-05,30000,0.13588371686274509,-0.11698247921568626,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4075,0.8011776,0.0163,0.018901237647058824,5.038352941176471e-05,100000,0.04080038352941177,-0.021899145882352943,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4764,0.936640512,0.019056,0.022088600282352943,5.044837647058824e-05,1000,4.764050448376471,-4.741961848094118,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4764,0.936640512,0.019056,0.022088600282352943,5.044837647058824e-05,3000,1.5880504483764706,-1.5659618480941175,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4764,0.936640512,0.019056,0.022088600282352943,5.044837647058824e-05,10000,0.4764504483764706,-0.45436184809411767,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4764,0.936640512,0.019056,0.022088600282352943,5.044837647058824e-05,30000,0.15885044837647058,-0.13676184809411765,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,4764,0.936640512,0.019056,0.022088600282352943,5.044837647058824e-05,100000,0.04769044837647059,-0.025601848094117644,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,5569,1.094909952,0.022276,0.025812587105882353,5.052414117647059e-05,1000,5.5690505241411765,-5.543237937035294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,5569,1.094909952,0.022276,0.025812587105882353,5.052414117647059e-05,3000,1.85638385747451,-1.8305712703686277,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,5569,1.094909952,0.022276,0.025812587105882353,5.052414117647059e-05,10000,0.5569505241411764,-0.5311379370352941,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,5569,1.094909952,0.022276,0.025812587105882353,5.052414117647059e-05,30000,0.18568385747450983,-0.15987127036862747,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,5569,1.094909952,0.022276,0.025812587105882353,5.052414117647059e-05,100000,0.05574052414117647,-0.02992793703529412,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,6510,1.27991808,0.02604,0.030165719529411765,5.0612705882352945e-05,1000,6.510050612705882,-6.479884893176471,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,6510,1.27991808,0.02604,0.030165719529411765,5.0612705882352945e-05,3000,2.1700506127058823,-2.1398848931764705,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,6510,1.27991808,0.02604,0.030165719529411765,5.0612705882352945e-05,10000,0.6510506127058824,-0.6208848931764707,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,6510,1.27991808,0.02604,0.030165719529411765,5.0612705882352945e-05,30000,0.21705061270588236,-0.18688489317647058,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,6510,1.27991808,0.02604,0.030165719529411765,5.0612705882352945e-05,100000,0.06515061270588236,-0.0349848931764706,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,7609,1.495990272,0.030436,0.03524977110588236,5.071614117647059e-05,1000,7.6090507161411765,-7.573800945035294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,7609,1.495990272,0.030436,0.03524977110588236,5.071614117647059e-05,3000,2.53638404947451,-2.5011342783686272,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,7609,1.495990272,0.030436,0.03524977110588236,5.071614117647059e-05,10000,0.7609507161411765,-0.7257009450352941,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,7609,1.495990272,0.030436,0.03524977110588236,5.071614117647059e-05,30000,0.2536840494745098,-0.21843427836862744,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,7609,1.495990272,0.030436,0.03524977110588236,5.071614117647059e-05,100000,0.07614071614117647,-0.04089094503529411,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,8895,1.74882816,0.03558,0.041198897882352946,5.083717647058824e-05,1000,8.89505083717647,-8.853851939294117,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,8895,1.74882816,0.03558,0.041198897882352946,5.083717647058824e-05,3000,2.9650508371764706,-2.9238519392941176,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,8895,1.74882816,0.03558,0.041198897882352946,5.083717647058824e-05,10000,0.8895508371764705,-0.8483519392941176,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,8895,1.74882816,0.03558,0.041198897882352946,5.083717647058824e-05,30000,0.29655083717647057,-0.25535193929411765,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,8895,1.74882816,0.03558,0.041198897882352946,5.083717647058824e-05,100000,0.08900083717647059,-0.04780193929411764,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,10398,2.044329984,0.041592,0.04815188197647059,5.097863529411765e-05,1000,10.398050978635293,-10.349899096658822,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,10398,2.044329984,0.041592,0.04815188197647059,5.097863529411765e-05,3000,3.466050978635294,-3.4178990966588234,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,10398,2.044329984,0.041592,0.04815188197647059,5.097863529411765e-05,10000,1.039850978635294,-0.9916990966588235,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,10398,2.044329984,0.041592,0.04815188197647059,5.097863529411765e-05,30000,0.34665097863529415,-0.29849909665882357,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,10398,2.044329984,0.041592,0.04815188197647059,5.097863529411765e-05,100000,0.10403097863529412,-0.05587909665882353,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,12155,2.38977024,0.04862,0.056279888,5.1144000000000004e-05,1000,12.155051144,-12.098771256,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,12155,2.38977024,0.04862,0.056279888,5.1144000000000004e-05,3000,4.051717810666667,-3.995437922666667,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,12155,2.38977024,0.04862,0.056279888,5.1144000000000004e-05,10000,1.215551144,-1.159271256,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,12155,2.38977024,0.04862,0.056279888,5.1144000000000004e-05,30000,0.4052178106666667,-0.3489379226666667,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,12155,2.38977024,0.04862,0.056279888,5.1144000000000004e-05,100000,0.12160114400000001,-0.06532125600000001,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,14208,2.793406464,0.056832,0.06577721091764706,5.133722352941177e-05,1000,14.20805133722353,-14.142274126305884,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,14208,2.793406464,0.056832,0.06577721091764706,5.133722352941177e-05,3000,4.736051337223529,-4.670274126305882,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,14208,2.793406464,0.056832,0.06577721091764706,5.133722352941177e-05,10000,1.4208513372235294,-1.3550741263058823,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,14208,2.793406464,0.056832,0.06577721091764706,5.133722352941177e-05,30000,0.4736513372235294,-0.4078741263058824,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,14208,2.793406464,0.056832,0.06577721091764706,5.133722352941177e-05,100000,0.1421313372235294,-0.07635412630588236,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,16609,3.265462272,0.066436,0.0768844064,5.15632e-05,1000,16.6090515632,-16.5321671568,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,16609,3.265462272,0.066436,0.0768844064,5.15632e-05,3000,5.536384896533334,-5.459500490133334,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,16609,3.265462272,0.066436,0.0768844064,5.15632e-05,10000,1.6609515632,-1.5840671568,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,16609,3.265462272,0.066436,0.0768844064,5.15632e-05,30000,0.5536848965333333,-0.4768004901333333,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,16609,3.265462272,0.066436,0.0768844064,5.15632e-05,100000,0.16614156319999998,-0.08925715679999999,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,19415,3.81714432,0.07766,0.08986516047058823,5.1827294117647064e-05,1000,19.415051827294118,-19.32518666682353,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,19415,3.81714432,0.07766,0.08986516047058823,5.1827294117647064e-05,3000,6.471718493960784,-6.381853333490196,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,19415,3.81714432,0.07766,0.08986516047058823,5.1827294117647064e-05,10000,1.9415518272941177,-1.8516866668235294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,19415,3.81714432,0.07766,0.08986516047058823,5.1827294117647064e-05,30000,0.6472184939607843,-0.5573533334901961,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,19415,3.81714432,0.07766,0.08986516047058823,5.1827294117647064e-05,100000,0.19420182729411764,-0.1043366668235294,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,22695,4.46201856,0.09078,0.105038672,5.2136000000000004e-05,1000,22.695052136,-22.590013464000002,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,22695,4.46201856,0.09078,0.105038672,5.2136000000000004e-05,3000,7.565052136,-7.460013464,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,22695,4.46201856,0.09078,0.105038672,5.2136000000000004e-05,10000,2.2695521359999997,-2.1645134639999997,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,22695,4.46201856,0.09078,0.105038672,5.2136000000000004e-05,30000,0.7565521359999999,-0.651513464,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,22695,4.46201856,0.09078,0.105038672,5.2136000000000004e-05,100000,0.22700213600000002,-0.12196346400000002,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,26529,5.215813632,0.106116,0.12277502663529412,5.2496847058823535e-05,1000,26.529052496847058,-26.406277470211762,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,26529,5.215813632,0.106116,0.12277502663529412,5.2496847058823535e-05,3000,8.84305249684706,-8.720277470211766,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,26529,5.215813632,0.106116,0.12277502663529412,5.2496847058823535e-05,10000,2.6529524968470586,-2.5301774702117643,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,26529,5.215813632,0.106116,0.12277502663529412,5.2496847058823535e-05,30000,0.8843524968470587,-0.7615774702117646,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,26529,5.215813632,0.106116,0.12277502663529412,5.2496847058823535e-05,100000,0.26534249684705885,-0.14256747021176475,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,31012,6.097207296,0.124048,0.14351370108235292,5.2918776470588236e-05,1000,31.012052918776472,-30.86853921769412,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,31012,6.097207296,0.124048,0.14351370108235292,5.2918776470588236e-05,3000,10.337386252109804,-10.19387255102745,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,31012,6.097207296,0.124048,0.14351370108235292,5.2918776470588236e-05,10000,3.1012529187764706,-2.9577392176941175,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,31012,6.097207296,0.124048,0.14351370108235292,5.2918776470588236e-05,30000,1.033786252109804,-0.8902725510274511,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,31012,6.097207296,0.124048,0.14351370108235292,5.2918776470588236e-05,100000,0.3101729187764706,-0.16665921769411765,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,36251,7.127236608,0.145004,0.16774968489411765,5.341185882352942e-05,1000,36.25105341185882,-36.0833037269647,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,36251,7.127236608,0.145004,0.16774968489411765,5.341185882352942e-05,3000,12.08372007852549,-11.915970393631373,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,36251,7.127236608,0.145004,0.16774968489411765,5.341185882352942e-05,10000,3.6251534118588236,-3.457403726964706,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,36251,7.127236608,0.145004,0.16774968489411765,5.341185882352942e-05,30000,1.2084200785254902,-1.0406703936313726,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,36251,7.127236608,0.145004,0.16774968489411765,5.341185882352942e-05,100000,0.3625634118588235,-0.19481372696470586,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,42376,8.331460608,0.169504,0.19608436724705883,5.398832941176471e-05,1000,42.37605398832941,-42.17996962108235,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,42376,8.331460608,0.169504,0.19608436724705883,5.398832941176471e-05,3000,14.125387321662746,-13.929302954415688,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,42376,8.331460608,0.169504,0.19608436724705883,5.398832941176471e-05,10000,4.237653988329411,-4.041569621082353,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,42376,8.331460608,0.169504,0.19608436724705883,5.398832941176471e-05,30000,1.4125873216627451,-1.2165029544156862,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,42376,8.331460608,0.169504,0.19608436724705883,5.398832941176471e-05,100000,0.4238139883294118,-0.22772962108235298,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,49535,9.73897728,0.19814,0.2292024065882353,5.466211764705883e-05,1000,49.535054662117645,-49.30585225552941,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,49535,9.73897728,0.19814,0.2292024065882353,5.466211764705883e-05,3000,16.511721328784315,-16.28251892219608,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,49535,9.73897728,0.19814,0.2292024065882353,5.466211764705883e-05,10000,4.953554662117647,-4.724352255529412,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,49535,9.73897728,0.19814,0.2292024065882353,5.466211764705883e-05,30000,1.6512213287843138,-1.4220189221960786,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,49535,9.73897728,0.19814,0.2292024065882353,5.466211764705883e-05,100000,0.49540466211764705,-0.2662022555294118,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,57904,11.384389632,0.231616,0.26791799134117644,5.544978823529412e-05,1000,57.90405544978824,-57.63613745844706,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,57904,11.384389632,0.231616,0.26791799134117644,5.544978823529412e-05,3000,19.301388783121567,-19.033470791780392,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,57904,11.384389632,0.231616,0.26791799134117644,5.544978823529412e-05,10000,5.790455449788236,-5.52253745844706,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,57904,11.384389632,0.231616,0.26791799134117644,5.544978823529412e-05,30000,1.9301887831215685,-1.662270791780392,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,57904,11.384389632,0.231616,0.26791799134117644,5.544978823529412e-05,100000,0.5790954497882352,-0.3111774584470588,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,67688,13.308002304,0.270752,0.31317946597647056,5.637063529411765e-05,1000,67.6880563706353,-67.37487690465882,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,67688,13.308002304,0.270752,0.31317946597647056,5.637063529411765e-05,3000,22.56272303730196,-22.24954357132549,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,67688,13.308002304,0.270752,0.31317946597647056,5.637063529411765e-05,10000,6.7688563706352936,-6.455676904658823,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,67688,13.308002304,0.270752,0.31317946597647056,5.637063529411765e-05,30000,2.256323037301961,-1.9431435713254905,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,67688,13.308002304,0.270752,0.31317946597647056,5.637063529411765e-05,100000,0.6769363706352941,-0.36375690465882354,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,79123,15.556214784,0.316492,0.3660785831529412,5.7446870588235297e-05,1000,79.12305744687059,-78.75697886371765,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,79123,15.556214784,0.316492,0.3660785831529412,5.7446870588235297e-05,3000,26.37439078020392,-26.00831219705098,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,79123,15.556214784,0.316492,0.3660785831529412,5.7446870588235297e-05,10000,7.912357446870589,-7.546278863717648,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,79123,15.556214784,0.316492,0.3660785831529412,5.7446870588235297e-05,30000,2.6374907802039216,-2.2714121970509806,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,79123,15.556214784,0.316492,0.3660785831529412,5.7446870588235297e-05,100000,0.7912874468705883,-0.4252088637176471,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,92491,18.184470528,0.369964,0.4279198947764706,5.8705035294117646e-05,1000,92.4910587050353,-92.06313881025883,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,92491,18.184470528,0.369964,0.4279198947764706,5.8705035294117646e-05,3000,30.830392038368625,-30.402472143592156,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,92491,18.184470528,0.369964,0.4279198947764706,5.8705035294117646e-05,10000,9.249158705035294,-8.821238810258823,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,92491,18.184470528,0.369964,0.4279198947764706,5.8705035294117646e-05,30000,3.0830920383686276,-2.655172143592157,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,92491,18.184470528,0.369964,0.4279198947764706,5.8705035294117646e-05,100000,0.9249687050352942,-0.4970488102588236,kv,216170.57638705213
MoE-0.6T,1401274761216,bf16,Same-rack,108118,21.256863744,0.432472,0.5002114998588235,6.017581176470588e-05,1000,108.11806017581176,-107.61784867595294,kv,216170.57638705213
