model,tokens,bandwidth_gbps,kv_GB,t_transmit_s,t_replay_s,winner,prefill_tok_s,crossover_bw_gbps
DeepSeek-V4-Pro,1000,96,0.070272,0.005856,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,101,0.070272,0.00556609900990099,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,106,0.070272,0.005303547169811321,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,111,0.070272,0.005064648648648648,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,116,0.070272,0.004846344827586207,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,121,0.070272,0.004646082644628099,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,126,0.070272,0.004461714285714286,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,131,0.070272,0.004291419847328244,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,136,0.070272,0.004133647058823529,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,141,0.070272,0.0039870638297872345,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,146,0.070272,0.0038505205479452053,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,151,0.070272,0.003723019867549669,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,156,0.070272,0.0036036923076923078,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,161,0.070272,0.003491776397515528,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,166,0.070272,0.0033866024096385543,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,171,0.070272,0.003287578947368421,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,176,0.070272,0.0031941818181818182,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,181,0.070272,0.0031059447513812153,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,186,0.070272,0.003022451612903226,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,191,0.070272,0.002943329842931937,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,196,0.070272,0.002868244897959184,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,201,0.070272,0.0027968955223880597,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,206,0.070272,0.002729009708737864,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,211,0.070272,0.0026643412322274883,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,216,0.070272,0.0026026666666666668,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,221,0.070272,0.0025437828054298644,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,226,0.070272,0.002487504424778761,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,231,0.070272,0.002433662337662338,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,236,0.070272,0.0023821016949152544,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,241,0.070272,0.0023326804979253114,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,246,0.070272,0.002285268292682927,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,251,0.070272,0.002239745019920319,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,256,0.070272,0.002196,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,261,0.070272,0.0021539310344827587,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,266,0.070272,0.0021134436090225563,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,271,0.070272,0.002074450184501845,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,276,0.070272,0.0020368695652173913,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,281,0.070272,0.0020006263345195728,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,286,0.070272,0.0019656503496503497,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,291,0.070272,0.0019318762886597939,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,296,0.070272,0.0018992432432432432,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,301,0.070272,0.0018676943521594685,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,306,0.070272,0.0018371764705882353,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,311,0.070272,0.0018076398713826366,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,316,0.070272,0.0017790379746835444,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,321,0.070272,0.0017513271028037384,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,326,0.070272,0.0017244662576687117,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,331,0.070272,0.001698416918429003,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,336,0.070272,0.0016731428571428572,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,341,0.070272,0.0016486099706744869,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,346,0.070272,0.00162478612716763,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,351,0.070272,0.0016016410256410255,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,356,0.070272,0.0015791460674157304,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,361,0.070272,0.0015572742382271468,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,366,0.070272,0.001536,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,371,0.070272,0.001515299191374663,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,376,0.070272,0.0014951489361702127,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,381,0.070272,0.001475527559055118,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,386,0.070272,0.0014564145077720207,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,391,0.070272,0.0014377902813299233,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,396,0.070272,0.0014196363636363636,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,401,0.070272,0.0014019351620947632,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,406,0.070272,0.0013846699507389162,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,411,0.070272,0.001367824817518248,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,416,0.070272,0.0013513846153846154,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,421,0.070272,0.001335334916864608,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,426,0.070272,0.0013196619718309859,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,431,0.070272,0.0013043526682134572,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,436,0.070272,0.0012893944954128441,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,441,0.070272,0.0012747755102040816,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,446,0.070272,0.0012604843049327354,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,451,0.070272,0.001246509977827051,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,456,0.070272,0.0012328421052631578,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,461,0.070272,0.001219470715835141,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,466,0.070272,0.0012063862660944206,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,471,0.070272,0.001193579617834395,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,476,0.070272,0.0011810420168067227,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,481,0.070272,0.0011687650727650728,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,486,0.070272,0.0011567407407407407,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,491,0.070272,0.0011449613034623218,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,496,0.070272,0.0011334193548387097,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,501,0.070272,0.0011221077844311377,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,506,0.070272,0.0011110197628458498,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,511,0.070272,0.0011001487279843445,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,516,0.070272,0.0010894883720930233,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,521,0.070272,0.0010790326295585413,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,526,0.070272,0.0010687756653992395,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,531,0.070272,0.0010587118644067796,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,536,0.070272,0.0010488358208955225,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,541,0.070272,0.0010391423290203327,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,546,0.070272,0.0010296263736263736,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,551,0.070272,0.0010202831215970962,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,556,0.070272,0.0010111079136690647,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,561,0.070272,0.001002096256684492,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,566,0.070272,0.000993243816254417,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,571,0.070272,0.0009845464098073556,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,576,0.070272,0.000976,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,581,0.070272,0.0009676006884681583,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,586,0.070272,0.000959344709897611,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,591,0.070272,0.0009512284263959391,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,596,0.070272,0.000943248322147651,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,601,0.070272,0.0009354009983361065,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,606,0.070272,0.0009276831683168317,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,611,0.070272,0.0009200916530278233,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,616,0.070272,0.0009126233766233766,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,621,0.070272,0.0009052753623188406,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,626,0.070272,0.0008980447284345047,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,631,0.070272,0.0008909286846275753,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,636,0.070272,0.0008839245283018868,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,641,0.070272,0.0008770296411856474,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,646,0.070272,0.0008702414860681114,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,651,0.070272,0.000863557603686636,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,656,0.070272,0.0008569756097560976,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,661,0.070272,0.0008504931921331316,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,666,0.070272,0.0008441081081081081,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,671,0.070272,0.0008378181818181819,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,676,0.070272,0.0008316213017751479,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,681,0.070272,0.0008255154185022026,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,686,0.070272,0.0008194985422740525,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,691,0.070272,0.0008135687409551375,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,696,0.070272,0.0008077241379310344,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,701,0.070272,0.000801962910128388,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,706,0.070272,0.0007962832861189801,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,711,0.070272,0.0007906835443037975,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,716,0.070272,0.0007851620111731844,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,721,0.070272,0.0007797170596393898,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,726,0.070272,0.0007743471074380165,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,731,0.070272,0.0007690506155950752,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,736,0.070272,0.0007638260869565217,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,741,0.070272,0.000758672064777328,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,746,0.070272,0.0007535871313672923,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,751,0.070272,0.0007485699067909454,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,756,0.070272,0.0007436190476190476,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,761,0.070272,0.0007387332457293035,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,766,0.070272,0.000733911227154047,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,771,0.070272,0.0007291517509727626,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,776,0.070272,0.0007244536082474227,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,781,0.070272,0.0007198156209987196,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,786,0.070272,0.000715236641221374,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,791,0.070272,0.0007107155499367889,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,796,0.070272,0.000706251256281407,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,801,0.070272,0.0007018426966292135,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,806,0.070272,0.0006974888337468982,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,811,0.070272,0.0006931886559802713,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,816,0.070272,0.0006889411764705882,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,821,0.070272,0.0006847454323995127,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,826,0.070272,0.0006806004842615012,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,831,0.070272,0.0006765054151624549,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,836,0.070272,0.0006724593301435407,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,841,0.070272,0.000668461355529132,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,846,0.070272,0.0006645106382978723,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,851,0.070272,0.0006606063454759107,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,856,0.070272,0.0006567476635514018,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,861,0.070272,0.0006529337979094077,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,866,0.070272,0.0006491639722863742,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,871,0.070272,0.0006454374282433984,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,876,0.070272,0.0006417534246575343,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,881,0.070272,0.00063811123723042,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,886,0.070272,0.000634510158013544,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,891,0.070272,0.0006309494949494949,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,896,0.070272,0.0006274285714285714,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,901,0.070272,0.0006239467258601554,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,906,0.070272,0.0006205033112582782,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,911,0.070272,0.0006170976948408342,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,916,0.070272,0.0006137292576419214,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,921,0.070272,0.0006103973941368079,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,926,0.070272,0.0006071015118790496,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,931,0.070272,0.0006038410311493018,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,936,0.070272,0.0006006153846153847,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,941,0.070272,0.0005974240170031881,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,946,0.070272,0.0005942663847780127,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,951,0.070272,0.0005911419558359621,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,956,0.070272,0.0005880502092050209,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,961,0.070272,0.0005849906347554631,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,966,0.070272,0.0005819627329192547,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,971,0.070272,0.0005789660144181256,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,976,0.070272,0.000576,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,981,0.070272,0.0005730642201834862,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,986,0.070272,0.000570158215010142,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,991,0.070272,0.0005672815338042381,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,1000,996,0.070272,0.000564433734939759,0.6128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,1,0.70272,5.62176,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,6,0.70272,0.93696,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,11,0.70272,0.5110690909090909,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,16,0.70272,0.35136,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,21,0.70272,0.26770285714285713,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,26,0.70272,0.21622153846153847,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,31,0.70272,0.18134709677419356,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,36,0.70272,0.15616,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,41,0.70272,0.13711609756097562,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,46,0.70272,0.12221217391304348,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,51,0.70272,0.11023058823529412,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,56,0.70272,0.10038857142857142,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,61,0.70272,0.09216,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,66,0.70272,0.08517818181818182,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
DeepSeek-V4-Pro,10000,71,0.70272,0.07917971830985915,6.128406760075112,transmit,1631.7454750469983,0.9173281441800213
