tokens,bandwidth_gbps,rtt_ms,context_MB,kv_GB,context_transfer_s,kv_transfer_s,breakeven_prefill_tok_s,prefill_tok_s,context_plus_recompute_s
1000,1,30.0,0.004,0.32768,0.030032,2.65144,381.4743832322172,,
1000,1,30.0,0.004,0.32768,0.030032,2.65144,381.4743832322172,1000.0,1.030032
1000,1,30.0,0.004,0.32768,0.030032,2.65144,381.4743832322172,3000.0,0.3633653333333333
1000,1,30.0,0.004,0.32768,0.030032,2.65144,381.4743832322172,10000.0,0.130032
1000,1,30.0,0.004,0.32768,0.030032,2.65144,381.4743832322172,30000.0,0.06336533333333333
1000,1,30.0,0.004,0.32768,0.030032,2.65144,381.4743832322172,100000.0,0.040032
1000,10,30.0,0.004,0.32768,0.030003199999999997,0.29214399999999996,3814.7438323221727,,
1000,10,30.0,0.004,0.32768,0.030003199999999997,0.29214399999999996,3814.7438323221727,1000.0,1.0300032
1000,10,30.0,0.004,0.32768,0.030003199999999997,0.29214399999999996,3814.7438323221727,3000.0,0.3633365333333333
1000,10,30.0,0.004,0.32768,0.030003199999999997,0.29214399999999996,3814.7438323221727,10000.0,0.1300032
1000,10,30.0,0.004,0.32768,0.030003199999999997,0.29214399999999996,3814.7438323221727,30000.0,0.06333653333333333
1000,10,30.0,0.004,0.32768,0.030003199999999997,0.29214399999999996,3814.7438323221727,100000.0,0.040003199999999996
1000,40,30.0,0.004,0.32768,0.030000799999999998,0.095536,15258.975329288687,,
1000,40,30.0,0.004,0.32768,0.030000799999999998,0.095536,15258.975329288687,1000.0,1.0300008
1000,40,30.0,0.004,0.32768,0.030000799999999998,0.095536,15258.975329288687,3000.0,0.3633341333333333
1000,40,30.0,0.004,0.32768,0.030000799999999998,0.095536,15258.975329288687,10000.0,0.1300008
1000,40,30.0,0.004,0.32768,0.030000799999999998,0.095536,15258.975329288687,30000.0,0.06333413333333333
1000,40,30.0,0.004,0.32768,0.030000799999999998,0.095536,15258.975329288687,100000.0,0.040000799999999996
1000,100,30.0,0.004,0.32768,0.03000032,0.0562144,38147.43832322172,,
1000,100,30.0,0.004,0.32768,0.03000032,0.0562144,38147.43832322172,1000.0,1.03000032
1000,100,30.0,0.004,0.32768,0.03000032,0.0562144,38147.43832322172,3000.0,0.36333365333333334
1000,100,30.0,0.004,0.32768,0.03000032,0.0562144,38147.43832322172,10000.0,0.13000032
1000,100,30.0,0.004,0.32768,0.03000032,0.0562144,38147.43832322172,30000.0,0.06333365333333334
1000,100,30.0,0.004,0.32768,0.03000032,0.0562144,38147.43832322172,100000.0,0.04000032
1000,400,30.0,0.004,0.32768,0.03000008,0.0365536,152589.75329288686,,
1000,400,30.0,0.004,0.32768,0.03000008,0.0365536,152589.75329288686,1000.0,1.03000008
1000,400,30.0,0.004,0.32768,0.03000008,0.0365536,152589.75329288686,3000.0,0.3633334133333333
1000,400,30.0,0.004,0.32768,0.03000008,0.0365536,152589.75329288686,10000.0,0.13000008000000002
1000,400,30.0,0.004,0.32768,0.03000008,0.0365536,152589.75329288686,30000.0,0.06333341333333334
1000,400,30.0,0.004,0.32768,0.03000008,0.0365536,152589.75329288686,100000.0,0.04000008
1000,800,30.0,0.004,0.32768,0.03000004,0.033276799999999995,305179.50658577407,,
1000,800,30.0,0.004,0.32768,0.03000004,0.033276799999999995,305179.50658577407,1000.0,1.03000004
1000,800,30.0,0.004,0.32768,0.03000004,0.033276799999999995,305179.50658577407,3000.0,0.3633333733333333
1000,800,30.0,0.004,0.32768,0.03000004,0.033276799999999995,305179.50658577407,10000.0,0.13000004
1000,800,30.0,0.004,0.32768,0.03000004,0.033276799999999995,305179.50658577407,30000.0,0.06333337333333333
1000,800,30.0,0.004,0.32768,0.03000004,0.033276799999999995,305179.50658577407,100000.0,0.04000004
1124,1,30.0,0.004496,0.36831232,0.030035968,2.97649856,381.4743832322172,,
1124,1,30.0,0.004496,0.36831232,0.030035968,2.97649856,381.4743832322172,1000.0,1.154035968
1124,1,30.0,0.004496,0.36831232,0.030035968,2.97649856,381.4743832322172,3000.0,0.40470263466666667
1124,1,30.0,0.004496,0.36831232,0.030035968,2.97649856,381.4743832322172,10000.0,0.142435968
1124,1,30.0,0.004496,0.36831232,0.030035968,2.97649856,381.4743832322172,30000.0,0.06750263466666667
1124,1,30.0,0.004496,0.36831232,0.030035968,2.97649856,381.4743832322172,100000.0,0.041275967999999996
1124,10,30.0,0.004496,0.36831232,0.030003596799999997,0.32464985599999996,3814.7438323221722,,
1124,10,30.0,0.004496,0.36831232,0.030003596799999997,0.32464985599999996,3814.7438323221722,1000.0,1.1540035968000002
1124,10,30.0,0.004496,0.36831232,0.030003596799999997,0.32464985599999996,3814.7438323221722,3000.0,0.4046702634666666
1124,10,30.0,0.004496,0.36831232,0.030003596799999997,0.32464985599999996,3814.7438323221722,10000.0,0.1424035968
1124,10,30.0,0.004496,0.36831232,0.030003596799999997,0.32464985599999996,3814.7438323221722,30000.0,0.06747026346666667
1124,10,30.0,0.004496,0.36831232,0.030003596799999997,0.32464985599999996,3814.7438323221722,100000.0,0.0412435968
1124,40,30.0,0.004496,0.36831232,0.0300008992,0.103662464,15258.975329288689,,
1124,40,30.0,0.004496,0.36831232,0.0300008992,0.103662464,15258.975329288689,1000.0,1.1540008992000002
1124,40,30.0,0.004496,0.36831232,0.0300008992,0.103662464,15258.975329288689,3000.0,0.40466756586666663
1124,40,30.0,0.004496,0.36831232,0.0300008992,0.103662464,15258.975329288689,10000.0,0.1424008992
1124,40,30.0,0.004496,0.36831232,0.0300008992,0.103662464,15258.975329288689,30000.0,0.06746756586666666
1124,40,30.0,0.004496,0.36831232,0.0300008992,0.103662464,15258.975329288689,100000.0,0.0412408992
1124,100,30.0,0.004496,0.36831232,0.030000359679999998,0.0594649856,38147.438323221715,,
1124,100,30.0,0.004496,0.36831232,0.030000359679999998,0.0594649856,38147.438323221715,1000.0,1.1540003596800001
1124,100,30.0,0.004496,0.36831232,0.030000359679999998,0.0594649856,38147.438323221715,3000.0,0.4046670263466666
1124,100,30.0,0.004496,0.36831232,0.030000359679999998,0.0594649856,38147.438323221715,10000.0,0.14240035968
1124,100,30.0,0.004496,0.36831232,0.030000359679999998,0.0594649856,38147.438323221715,30000.0,0.06746702634666667
1124,100,30.0,0.004496,0.36831232,0.030000359679999998,0.0594649856,38147.438323221715,100000.0,0.04124035968
1124,400,30.0,0.004496,0.36831232,0.03000008992,0.0373662464,152589.75329288695,,
1124,400,30.0,0.004496,0.36831232,0.03000008992,0.0373662464,152589.75329288695,1000.0,1.15400008992
1124,400,30.0,0.004496,0.36831232,0.03000008992,0.0373662464,152589.75329288695,3000.0,0.4046667565866666
1124,400,30.0,0.004496,0.36831232,0.03000008992,0.0373662464,152589.75329288695,10000.0,0.14240008992
1124,400,30.0,0.004496,0.36831232,0.03000008992,0.0373662464,152589.75329288695,30000.0,0.06746675658666668
1124,400,30.0,0.004496,0.36831232,0.03000008992,0.0373662464,152589.75329288695,100000.0,0.04124008992
1124,800,30.0,0.004496,0.36831232,0.03000004496,0.0336831232,305179.5065857739,,
1124,800,30.0,0.004496,0.36831232,0.03000004496,0.0336831232,305179.5065857739,1000.0,1.15400004496
1124,800,30.0,0.004496,0.36831232,0.03000004496,0.0336831232,305179.5065857739,3000.0,0.4046667116266667
