connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
010ccb0c7f027e7d,kv,5565051123760400,5565051125259014,0,0
90cfbe4dacf5e010,api,5565051124246085,5565051125339953,0,0
6f6d65d4cc11ccd8,api,5565070672422142,5565074881998421,27620,8389
87112b74d9753921,api,5565070671959227,5565075153167934,25919,12077
4a06a909e481931c,api,5565080767322861,5565081816856394,27768,12563
a4ec15a85d483ae8,api,5565081416602725,5565082567237632,26067,12809
b5f33075eeb50eac,api,5565087558966161,5565094526687554,31742,13509
1f5b0840cdfd3a2f,api,5565086998360636,5565095497435990,43412,26022
a8ad138f8622be58,api,5565099361890406,5565099982057949,31890,7396
bbc4db0b7d287a90,api,5565101254338005,5565103028336259,43560,21840
7b185d2b437dbcd8,api,5565106832648014,5565107691507764,26035,10864
d141f936474de128,api,5565107693717260,5565108649337471,27736,12072
d68c47817278f5ea,api,5565108655234347,5565109617632114,43528,11828
15600e033fa715c1,api,5565109619957499,5565110234610152,31858,7642
