phase,gpu,samples,power_mean_w
baseline,0,479,344.0538204592902
baseline,1,479,82.60993736951984
drain,0,95,344.17263157894735
drain,1,95,148.697052631579
post,0,480,262.743125
post,1,480,182.71427083333336
