phase,gpu,samples,power_mean_w
baseline,0,239,288.07476987447694
baseline,1,239,85.27807531380753
drain,0,68,275.64602941176463
drain,1,68,222.4310294117647
post,0,239,193.97665271966525
post,1,239,261.1219246861925
