phase,gpu,samples,power_mean_w
baseline,0,240,282.7452916666667
baseline,1,240,82.93970833333333
drain,0,43,279.8711627906977
drain,1,43,256.31837209302324
post,0,240,265.09725
post,1,240,194.2326666666667
