phase,gpu,samples,power_mean_w
baseline,0,240,278.5433333333333
baseline,1,240,84.26958333333333
drain,0,116,294.12318965517244
drain,1,116,177.38775862068968
post,0,239,212.85753138075316
post,1,239,243.64962343096235
