phase,gpu,samples,power_mean_w
baseline,0,480,342.0927291666667
baseline,1,480,82.30027083333334
drain,0,124,351.366370967742
drain,1,124,131.24548387096775
post,0,479,259.16398747390394
post,1,479,182.02311064718165
