connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
2131262656ac820e,kv,5549303211666990,5549303212910568,0,0
74f205ee669abb1e,api,5549303211995837,5549303212991647,0,0
2d15e492794f3d22,api,5549317717423495,5549319139209474,7242,15688
f497ae7307dce590,api,5549319646408400,5549320683273979,7390,13751
1e4f0caaefb36c56,api,5549320869740113,5549324543665184,29448,21065
a4487bf50a26331d,api,5549324721841989,5549325782531094,29596,13753
b3430430205b57fe,api,5549325950610419,5549331957416817,43412,25271
a7d951d2d2376855,api,5549332143376906,5549333885329562,43560,22331
8fe49bc1e668221a,api,5549334088744709,5549336574281453,27620,8389
52b1aecfb162580e,api,5549336756129612,5549337714227987,27768,12563
28b7f5ec5ddd046b,api,5549337911315347,5549338482533582,7358,7640
38f17cd3e99223e9,api,5549338483240815,5549339084724501,29564,7642
1bb8172ddde0e2f4,api,5549339085501364,5549340040343241,43528,11828
892b66a716c2d1ac,api,5549340041550659,5549340972325803,27736,12072
