phase,gpu,samples,power_mean_w
baseline,0,480,344.26910416666664
baseline,1,480,82.31654166666667
drain,0,228,321.08276315789476
drain,1,228,184.11811403508776
post,0,479,179.3328810020877
post,1,479,182.57219206680585
