connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
1565e6017724411e,kv,5566552477573856,5566552478837131,0,0
dc7e424cd5ca5532,api,5566552477909352,5566552478899450,0,0
b65eb81760698cf8,api,5566568840097685,5566575184429012,27620,8389
c9381477ab8e3a86,api,5566568841211002,5566575294417481,31742,9092
03ffb91cd7924b82,api,5566568841965402,5566575851823988,7242,15688
55f7a720f6daa12e,api,5566568842582555,5566576712514650,22395,26687
38090d3d7fcb0064,api,5566587183992069,5566588099300571,27588,11828
6f8431ba3cee6f21,api,5566588100204520,5566589063979293,31710,12531
ec875062814db1ef,api,5566589064593956,5566591157922827,7210,27423
b58368686936a904,api,5566591159046584,5566592131057369,22363,12772
