build_s,candidate_generation_s,candidate_universe_slots,cell_wall_s,error,failure_phase,materialized_candidates,memory_limit_gib,milp_recovery_s,parent_wall_s,peak_rss_mib,repeat,returncode,selected_credit_w,selected_moves,selection_s,sessions,signal,solve_s,solver,source_replicas,status,target_w,time_limit_s
0.019148833118379116,0.09276941604912281,28000,0.1250079581514001,,,,24.0,0,1.0277347918599844,105.640625,0,0,1236.303104114447,503,0.011225249618291855,1000,,0.10525774955749512,greedy,51,ok,1234.3498540420137,
0.019392666406929493,0.09371362719684839,28000,0.12639174982905388,,,,24.0,0,1.0244710417464375,106.1875,1,0,1236.303104114447,503,0.011274250224232674,1000,,0.10637575015425682,greedy,51,ok,1234.3498540420137,
0.01963241584599018,0.09233616758137941,28000,0.12517770752310753,,,,24.0,0,1.019717499613762,106.5625,2,0,1236.303104114447,503,0.011286791414022446,1000,,0.10495729185640812,greedy,51,ok,1234.3498540420137,
0.01989929098635912,0.12213899940252304,,0.21214020811021328,,,4000,24.0,0,1.0207611257210374,123.578125,0,0,1234.9808418108285,516,0.06927566602826118,1000,,0.19141549989581108,lp,51,ok,1234.3498540420137,
0.019274459220468998,0.12230754178017378,,0.21135879214853048,,,4000,24.0,0,1.0297597497701645,123.46875,1,0,1234.9808418108285,516,0.06913116667419672,1000,,0.19143945816904306,lp,51,ok,1234.3498540420137,
0.019969833083450794,0.12399691715836525,,0.21198779065161943,,,4000,24.0,0,1.0342407505959272,121.6875,2,0,1234.9808418108285,516,0.06734820734709501,1000,,0.19134583417326212,lp,51,ok,1234.3498540420137,
0.19195808470249176,0.9181010844185948,2480000,1.2294190423563123,,,,24.0,0,2.0387032497674227,130.40625,0,0,12249.055718617987,5249,0.11640704236924648,10000,,1.0360017092898488,greedy,495,ok,12248.550898482217,
0.19662812538444996,0.9140850426629186,2480000,1.2300389586016536,,,,24.0,0,2.0308350827544928,129.796875,1,0,12249.055718617987,5249,0.11649229191243649,10000,,1.032042165286839,greedy,495,ok,12248.550898482217,
0.1927684573456645,0.9195267912000418,2480000,1.2331560403108597,,,,24.0,0,2.0328472079709172,130.078125,2,0,12249.055718617987,5249,0.11783458385616541,10000,,1.0389161249622703,greedy,495,ok,12248.550898482217,
0.1927547501400113,1.0921597080305219,,2.072444749996066,,,40000,24.0,0,2.5500649167224765,291.265625,0,0,12250.393933401305,5205,0.7852890826761723,10000,,1.8774514580145478,lp,495,ok,12248.550898482217,
0.19233391527086496,1.0986464582383633,,2.0749249579384923,,,40000,24.0,0,2.5392691250890493,292.390625,1,0,12250.393933401305,5205,0.7815614994615316,10000,,1.8802112927660346,lp,495,ok,12248.550898482217,
0.19443366769701242,1.096036208793521,,2.0783194582909346,,,40000,24.0,0,3.0654480420053005,298.421875,2,0,12250.393933401305,5205,0.7855319175869226,10000,,1.8815706670284271,lp,495,ok,12248.550898482217,
1.9477792084217072,9.370490125380456,246800000,12.57987945806235,,,,24.0,0,13.227876457385719,393.125,0,0,122290.27796974196,52648,1.250144749879837,100000,,10.623147041536868,greedy,4929,ok,122288.08965003467,
1.9420674163848162,9.268690833821893,246800000,12.470193499699235,,,,24.0,0,13.21064370777458,394.0625,1,0,122290.27796974196,52648,1.249003540724516,100000,,10.519428375177085,greedy,4929,ok,122288.08965003467,
1.9615312907844782,9.489107958972454,246800000,12.72322649974376,,,,24.0,0,13.724711375311017,391.953125,2,0,122290.27796974196,52648,1.262209708802402,100000,,10.753071875311434,greedy,4929,ok,122288.08965003467,
1.9436570834368467,11.13575837481767,,22.146822249516845,,,400000,24.0,0,22.86424820870161,1827.859375,0,0,122288.67261128736,52234,9.050856582820415,100000,,20.186618709005415,lp,4929,ok,122288.08965003467,
1.9641141248866916,11.256838167086244,,22.21630766708404,,,400000,24.0,0,22.877514916472137,1797.9375,1,0,122288.67261128736,52234,8.977333500050008,100000,,20.234176124446094,lp,4929,ok,122288.08965003467,
1.948210459202528,11.156233333051205,,22.235301500186324,,,400000,24.0,0,22.897910624742508,1833.796875,2,0,122288.67261128736,52234,9.113915874622762,100000,,20.270153041929007,lp,4929,ok,122288.08965003467,
21.36865066550672,93.6273964997381,24652000000,128.3535307077691,,,,24.0,0,129.50302120763808,2731.125,0,0,1222947.3466390427,526266,13.270775750279427,1000000,,106.90455612447113,greedy,49303,ok,1222946.840661719,
20.438651708886027,109.39505554176867,,217.06995533406734,,,4000000,24.0,0,218.3224126668647,10225.921875,0,0,1222948.5483510874,522069,87.07527775038034,1000000,,196.47034025005996,lp,49303,ok,1222946.840661719,
216.58824595902115,936.3015244165435,2465840000000,1295.9247339591384,,,,24.0,0,1299.6338425837457,14809.84375,0,0,12230177.475148244,5262795,142.1376977507025,10000000,,1078.4837480001152,greedy,493163,ok,12230175.820881624,
,,,,,solve,,24,,2031.0970105417073,,0,-15,,,,10000000,15,,lp,,timeout,,1800
0.03713779058307409,0.19887708313763142,104000,0.2606569156050682,,,,24.0,0,1.0212405836209655,109.953125,0,0,2461.6652111866497,1020,0.0224635424092412,2000,,0.222762749530375,greedy,100,ok,2461.585932525215,
0.03730841726064682,0.20298525132238865,104000,0.2650246247649193,,,,24.0,0,1.0135991666465998,108.984375,1,0,2461.6652111866497,1020,0.022708792239427567,2000,,0.22701220959424973,greedy,100,ok,2461.585932525215,
0.036969415843486786,0.20008362364023924,104000,0.2616172078996897,,,,24.0,0,1.0277148745954037,109.53125,2,0,2461.6652111866497,1020,0.022397332824766636,2000,,0.22389145754277706,greedy,100,ok,2461.585932525215,
0.03706470876932144,0.23042716644704342,,0.3977978751063347,,,8000,24.0,0,1.0267982501536608,140.6875,0,0,2461.5871792504304,1003,0.12946137506514788,2000,,0.35988979134708643,lp,100,ok,2461.585932525215,
0.03881633281707764,0.2346499152481556,,0.4044565409421921,,,8000,24.0,0,1.0207525826990604,142.609375,1,0,2461.5871792504304,1003,0.13016820792108774,2000,,0.36481879092752934,lp,100,ok,2461.585932525215,
0.03848162479698658,0.2318077078089118,,0.39897350035607815,,,8000,24.0,0,1.0201130006462336,141.421875,2,0,2461.5871792504304,1003,0.1278595421463251,2000,,0.3596680825576186,lp,100,ok,2461.585932525215,
0.3745231665670872,1.8527026250958443,9920000,2.4685500413179398,,,,24.0,0,3.0571710420772433,157.234375,0,0,24469.763498883534,10510,0.23757454194128513,20000,,2.0919168340042233,greedy,987,ok,24467.87248793798,
0.3814194994047284,1.8901633750647306,9920000,2.5196755826473236,,,,24.0,0,3.054717834107578,161.671875,1,0,24469.763498883534,10510,0.24421424977481365,20000,,2.135910166427493,greedy,987,ok,24467.87248793798,
0.3879014579579234,1.9175672512501478,9920000,2.5499320831149817,,,,24.0,0,3.0727805830538273,159.703125,2,0,24469.763498883534,10510,0.24025037419050932,20000,,2.1598585415631533,greedy,987,ok,24467.87248793798,
0.37712145783007145,2.187907832674682,,4.204867124557495,,,80000,24.0,0,5.088941500522196,528.5625,0,0,24467.96145674356,10464,1.6357192499563098,20000,,3.823629666119814,lp,987,ok,24467.87248793798,
0.38676387444138527,2.242232167162001,,4.300137542188168,,,80000,24.0,0,5.085803083144128,524.734375,1,0,24467.96145674356,10464,1.667094249278307,20000,,3.90933037456125,lp,987,ok,24467.87248793798,
0.38130608294159174,2.254646582528949,,4.314234416931868,,,80000,24.0,0,5.088477540761232,541.03125,2,0,24467.96145674356,10464,1.6744424579665065,20000,,3.929092583246529,lp,987,ok,24467.87248793798,
4.012560708448291,18.817700708284974,986400000,25.44186995830387,,,,24.0,0,26.391275917179883,678.0,0,0,244588.9815253409,105291,2.591781291179359,200000,,21.412355999462306,greedy,9861,ok,244588.44217339985,
4.020911999978125,22.360945584252477,,45.601679250597954,,,800000,24.0,0,46.756232666783035,3578.15625,0,0,244588.5340375682,104524,19.183847417123616,200000,,41.54479966685176,lp,9861,ok,244588.44217339985,
42.163612875156105,187.14364829100668,98584000000,256.4517476670444,,,,24.0,0,257.7448734594509,5151.125,0,0,2445691.072981764,1052727,26.96638825070113,2000000,,214.1236991249025,greedy,98578,ok,2445689.19842183,
40.97874329145998,220.42433695774525,,588.1353411665186,,,8000000,24.0,0,590.3716630833223,9416.421875,0,0,2445690.7786870343,1044357,326.3752085417509,2000000,,546.7995532080531,lp,98578,ok,2445689.19842183,
0.1108280410990119,0.4682327499613166,620000,0.6390791665762663,,,,24.0,0,1.537920500151813,118.046875,0,0,6132.0137231226945,2606,0.05753945931792259,5000,,0.5272356662899256,greedy,248,ok,6131.586466802037,
0.10336316656321287,0.46660041622817516,620000,0.6311817495152354,,,,24.0,0,1.5295572504401207,116.34375,1,0,6132.0137231226945,2606,0.05882479157298803,5000,,0.5268188323825598,greedy,248,ok,6131.586466802037,
0.10301983263343573,0.4703657925128937,620000,0.6335305832326412,,,,24.0,0,1.524935208261013,117.0625,2,0,6132.0137231226945,2606,0.0576022919267416,5000,,0.5294797495007515,greedy,248,ok,6131.586466802037,
0.10529483389109373,0.5351643338799477,,1.0180274583399296,,,20000,24.0,0,1.5299010826274753,219.125,0,0,6132.366903525261,2580,0.37621837481856346,5000,,0.9113838337361813,lp,248,ok,6131.586466802037,
0.10413108300417662,0.5428867498412728,,1.0291707497090101,,,20000,24.0,0,1.5332021256908774,215.71875,1,0,6132.366903525261,2580,0.3806831669062376,5000,,0.9235722916200757,lp,248,ok,6131.586466802037,
0.10315095819532871,0.5415408750995994,,1.02319616638124,,,20000,24.0,0,1.521561541594565,198.3125,2,0,6132.366903525261,2580,0.3771323747932911,5000,,0.9186767498031259,lp,248,ok,6131.586466802037,
0.970443457365036,4.711324581876397,61800000,6.3164322078228,,,,24.0,0,7.109509499743581,247.4375,0,0,61171.85094696296,26295,0.6278972085565329,50000,,5.340773249976337,greedy,2468,ok,61170.39165446362,
0.9723572907969356,4.7494760835543275,61800000,6.34027645830065,,,,24.0,0,7.11699975002557,248.296875,1,0,61171.85094696296,26295,0.6118538752198219,50000,,5.3631224585697055,greedy,2468,ok,61170.39165446362,
0.9585262909531593,4.696665584109724,61800000,6.271775416098535,,,,24.0,0,7.119370208121836,249.953125,2,0,61171.85094696296,26295,0.6105386661365628,50000,,5.308766583912075,greedy,2468,ok,61170.39165446362,
0.9808203335851431,5.728073417209089,,11.311213124543428,,,200000,24.0,0,12.226316499523818,965.46875,0,0,61171.16868500512,26103,4.592768833041191,50000,,10.320847084745765,lp,2468,ok,61170.39165446362,
0.9821942914277315,5.645934208296239,,11.090276000089943,,,200000,24.0,0,12.205620707944036,1001.40625,1,0,61171.16868500512,26103,4.452386083081365,50000,,10.098325042054057,lp,2468,ok,61170.39165446362,
0.9817310413345695,5.6206176253035665,,11.084473916329443,,,200000,24.0,0,11.702066499739885,991.0625,2,0,61171.16868500512,26103,4.47223620954901,50000,,10.092857499606907,lp,2468,ok,61170.39165446362,
10.434724416583776,46.69282075017691,6162000000,63.87263683322817,,,,24.0,0,65.02193162497133,1444.703125,0,0,611426.9355141035,263196,6.698380999267101,500000,,53.39645387418568,greedy,24645,ok,611426.321635563,
10.255328292027116,56.12552737444639,,110.09682833310217,,,2000000,24.0,0,111.18938195891678,6388.046875,0,0,611426.7820926416,261125,43.62635195907205,500000,,99.75188462529331,lp,24645,ok,611426.321635563,
109.22831275034696,467.04283983353525,616400000000,646.8705730419606,,,,24.0,0,648.7471451247111,10547.953125,0,0,6114958.024521339,2631450,70.13770308345556,5000000,,537.2083922913298,greedy,246560,ok,6114957.256925332,
,,,,,solve,,24,,1912.392541334033,,0,-15,,,,5000000,15,,lp,,timeout,,1800
