phase,gpu,samples,power_mean_w
baseline,0,120,342.36525
baseline,1,120,85.45441666666666
drain,0,1234,344.38004862236625
drain,1,1234,192.0186385737439
post,0,119,288.46100840336135
post,1,119,177.6944537815126
