source_length_tercile,grid_offset,bin,n,mean_predicted_p,observed_rate,mean_bias
terminalbench x long,32,7,2665,0.7559770598398997,0.7924953095684804,-0.03651824972858064
terminalbench x long,32,8,11183,0.858674836853773,0.8758830367522131,-0.017208199898440135
terminalbench x long,32,9,15487,0.9409554469040312,0.9114095693162007,0.02954587758783056
terminalbench x long,64,6,242,0.6551794955047419,0.6157024793388429,0.03947701616589894
terminalbench x long,64,7,749,0.7689412507101854,0.7716955941255007,-0.00275434341531533
terminalbench x long,64,8,3128,0.8639748400400655,0.90153452685422,-0.03755968681415445
terminalbench x long,64,9,22131,0.9623689158490754,0.965161989968822,-0.002793074119746608
terminalbench x medium,1,0,477,0.06758352140736719,0.2578616352201258,-0.1902781138127586
terminalbench x medium,1,1,3686,0.1488160420685439,0.25149213239283774,-0.10267609032429384
terminalbench x medium,1,2,1869,0.2397718370495618,0.44034242910647403,-0.20057059205691224
terminalbench x medium,1,3,736,0.34294219445541485,0.453804347826087,-0.11086215337067212
terminalbench x medium,1,4,273,0.45301207515976816,0.5421245421245421,-0.08911246696477393
terminalbench x medium,1,5,383,0.5506999450208434,0.5744125326370757,-0.023712587616232295
terminalbench x medium,1,6,135,0.6374061166871363,0.674074074074074,-0.03666795738693773
terminalbench x medium,1,7,254,0.745258842940411,0.7165354330708661,0.028723409869544914
terminalbench x medium,1,8,32,0.8289473684210522,0.875,-0.04605263157894779
terminalbench x medium,2,0,79,0.07451507859183194,0.45569620253164556,-0.3811811239398136
terminalbench x medium,2,1,649,0.16114748255984748,0.5238828967642527,-0.36273541420440525
terminalbench x medium,2,2,2555,0.25981406906856397,0.4731898238747554,-0.21337575480619142
terminalbench x medium,2,3,2261,0.33996518379955787,0.5683325961963733,-0.22836741239681546
terminalbench x medium,2,4,907,0.43555288261454334,0.701212789415656,-0.2656599068011127
terminalbench x medium,2,5,509,0.5322381437216969,0.6286836935166994,-0.09644554979500253
terminalbench x medium,2,6,265,0.6374774527485833,0.7018867924528301,-0.06440933970424689
terminalbench x medium,2,7,344,0.7536382397413259,0.7616279069767442,-0.007989667235418274
terminalbench x medium,2,8,234,0.8384090891570015,0.7521367521367521,0.08627233702024939
terminalbench x medium,2,9,42,0.91580815018315,1.0,-0.08419184981685002
terminalbench x medium,4,0,4,0.08,1.0,-0.92
terminalbench x medium,4,1,54,0.16251105373455413,0.7962962962962963,-0.6337852425617422
terminalbench x medium,4,2,302,0.2616293874380515,0.7814569536423841,-0.5198275662043326
terminalbench x medium,4,3,1152,0.360207106894944,0.7838541666666666,-0.4236470597717226
terminalbench x medium,4,4,2612,0.4434468536834971,0.7844563552833078,-0.3410095015998107
terminalbench x medium,4,5,1851,0.5337256826685555,0.7936250675310643,-0.25989938486250885
terminalbench x medium,4,6,831,0.6407473164817605,0.8014440433212996,-0.16069672683953906
terminalbench x medium,4,7,336,0.7560206927809008,0.8690476190476191,-0.11302692626671829
terminalbench x medium,4,8,484,0.8425901240461636,0.9297520661157025,-0.08716194206953887
terminalbench x medium,4,9,219,0.9494565323256965,0.9178082191780822,0.03164831314761429
terminalbench x medium,8,3,85,0.35580828064130193,0.9647058823529412,-0.6088976017116392
terminalbench x medium,8,4,314,0.4559870050405672,0.9681528662420382,-0.512165861201471
terminalbench x medium,8,5,1262,0.5530012190372613,0.9809825673534073,-0.427981348316146
terminalbench x medium,8,6,2792,0.6391594131016896,0.9677650429799427,-0.32860562987825315
terminalbench x medium,8,7,1842,0.7333264239901282,0.9614549402823018,-0.22812851629217368
terminalbench x medium,8,8,811,0.8440355883303927,0.9790382244143033,-0.1350026360839106
terminalbench x medium,8,9,690,0.9496340165472018,0.9942028985507246,-0.044568882003522825
terminalbench x medium,16,4,14,0.4494226971185497,1.0,-0.5505773028814502
terminalbench x medium,16,5,41,0.5629358363123512,1.0,-0.4370641636876488
terminalbench x medium,16,6,301,0.6628555440405948,1.0,-0.33714445595940523
terminalbench x medium,16,7,1781,0.7638404603092411,0.9994385176866929,-0.23559805737745176
terminalbench x medium,16,8,3625,0.8419914382635878,0.9991724137931034,-0.1571809755295156
terminalbench x medium,16,9,1803,0.9445860846746773,1.0,-0.055413915325322693
terminalbench x medium,32,6,2,0.6774193548387096,1.0,-0.32258064516129037
terminalbench x medium,32,7,37,0.7580900118069149,1.0,-0.24190998819308507
terminalbench x medium,32,8,810,0.8660075392166634,1.0,-0.1339924607833366
terminalbench x medium,32,9,5718,0.9501556541565166,1.0,-0.049844345843483406
terminalbench x medium,64,8,35,0.8738631686800133,1.0,-0.12613683131998665
terminalbench x medium,64,9,4504,0.9764245029037643,1.0,-0.023575497096235742
terminalbench x short,1,0,26,0.0706522826893729,0.7307692307692307,-0.6601169480798579
terminalbench x short,1,1,1042,0.1648636522669739,0.6132437619961613,-0.4483801097291874
terminalbench x short,1,2,182,0.24590283691164153,0.7912087912087912,-0.5453059542971497
terminalbench x short,1,3,137,0.35818772907092045,0.8029197080291971,-0.44473197895827665
terminalbench x short,1,4,103,0.4584934809251866,0.8252427184466019,-0.3667492375214153
terminalbench x short,1,5,293,0.5368960673159815,0.7815699658703071,-0.24467389855432564
terminalbench x short,1,6,137,0.6344945787367344,0.8175182481751825,-0.18302366943844806
terminalbench x short,1,7,237,0.7483773929512137,0.9113924050632911,-0.16301501211207736
terminalbench x short,1,8,11,0.8267942583732057,1.0,-0.17320574162679425
terminalbench x short,2,0,2,0.043478260869565216,1.0,-0.9565217391304348
terminalbench x short,2,1,28,0.16381919255682534,0.9642857142857143,-0.800466521728889
terminalbench x short,2,2,384,0.2643474306153201,0.9322916666666666,-0.6679442360513466
terminalbench x short,2,3,766,0.32762719881835606,0.8668407310704961,-0.5392135322521401
terminalbench x short,2,4,82,0.43864972973089683,0.975609756097561,-0.5369600263666641
terminalbench x short,2,5,174,0.5200612088479503,0.9425287356321839,-0.4224675267842336
terminalbench x short,2,6,170,0.6252685790371506,0.9411764705882353,-0.3159078915510847
terminalbench x short,2,7,236,0.7514776149596372,0.961864406779661,-0.21038679182002384
terminalbench x short,2,8,305,0.8390885037998943,0.9770491803278688,-0.1379606765279745
terminalbench x short,2,9,21,0.9188034188034189,1.0,-0.08119658119658113
terminalbench x short,4,1,2,0.10869565217391304,1.0,-0.8913043478260869
terminalbench x short,4,2,13,0.27812320369727395,1.0,-0.721876796302726
terminalbench x short,4,3,65,0.3618880932856451,1.0,-0.6381119067143549
terminalbench x short,4,4,417,0.43688051387750537,1.0,-0.5631194861224946
terminalbench x short,4,5,705,0.5219215889721094,0.9957446808510638,-0.47382309187895444
terminalbench x short,4,6,212,0.6521675562410002,1.0,-0.3478324437589998
terminalbench x short,4,7,138,0.7550527441805492,1.0,-0.24494725581945076
terminalbench x short,4,8,264,0.8552940346135958,1.0,-0.14470596538640423
terminalbench x short,4,9,352,0.9348597852134543,1.0,-0.06514021478654575
terminalbench x short,8,3,2,0.3695652173913043,1.0,-0.6304347826086957
terminalbench x short,8,4,8,0.45784220834368056,1.0,-0.5421577916563194
terminalbench x short,8,5,62,0.5594864038892398,1.0,-0.44051359611076024
terminalbench x short,8,6,403,0.6307097034708731,1.0,-0.3692902965291269
terminalbench x short,8,7,747,0.7148558216881267,1.0,-0.28514417831187333
terminalbench x short,8,8,307,0.845819967195792,1.0,-0.154180032804208
terminalbench x short,8,9,616,0.9610774234807754,1.0,-0.038922576519224594
terminalbench x short,16,6,3,0.6895745675549322,1.0,-0.3104254324450678
terminalbench x short,16,7,158,0.7812193328171395,1.0,-0.2187806671828605
terminalbench x short,16,8,1028,0.8504766346801904,1.0,-0.1495233653198096
terminalbench x short,16,9,853,0.9666563044278924,1.0,-0.03334369557210759
terminalbench x short,32,8,27,0.8680632300970321,1.0,-0.13193676990296788
terminalbench x short,32,9,1622,0.9586783053147621,1.0,-0.04132169468523794
terminalbench x short,64,9,1380,0.987984884967255,1.0,-0.012015115032744994
