current_step,current_total,pooled_step_n,exact_prefix_n,pooled_step_iqr,exact_prefix_iqr,pooled_step_p90_minus_p10,exact_prefix_p90_minus_p10,conditional_iqr_narrower
10,1,88157,31287,8,6,20,16,True
