workload,input_sessions,median_served_T,policy,seed,deadline_s,deadline_scale,reference_deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,selected_node_expected_w,egress_realized_node_expected_w,rebuild_realized_node_expected_w,acceptance_ok,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,completion_to_reference,max_completion_s,sessions,run_root
small,16,5918.5,all-r,0,120.0,1.0,120.0,0.25,80.71989510204462,322.87958040817847,96.5544110867873,0.0,True,96.5544110867873,96.5544110867873,96.5544110867873,True,True,-58.860749999999996,152.89883333333336,8.998339414596558,9.142463684082031,0.07618719736735026,9.142463684082031,6,queue-haul/outputs/stage1c_incremental_v2/all-r_D120_T0p25
small,16,5918.5,all-s,0,120.0,1.0,120.0,0.25,80.71989510204462,322.87958040817847,101.69931644231895,0.0,True,101.69931644231895,101.69931644231895,101.69931644231895,True,True,2.5503333333333558,174.07741666666666,35.451287269592285,36.15888690948486,0.3013240575790405,36.15888690948486,6,queue-haul/outputs/stage1c_incremental_v2/all-s_D120_T0p25
