connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
6115ab92a1bbc02c,api,,11718417547134,11720084287067,60344,157509,11719043194090,11719043194090,11719105358815,11720083711106,,,,,,,,
1e2fd412b438dfd0,api,,11730370807616,11731878433150,60350,155870,11731022369301,11731022369301,11731080945283,11731877419597,,,,,,,,
fa7130d84fecf31b,api,,11742212401497,11743703890075,60344,156575,11742800959981,11742800959981,11742856684415,11743703441653,,,,,,,,
9321de978157253c,api,,11754174730905,11755665542175,60350,156349,11754780026803,11754780026803,11754824881710,11755664847621,,,,,,,,
c15a3b5323a5b446,api,,11765937072096,11767629189520,60338,157735,11766558295390,11766558295390,11766606630358,11767628503432,,,,,,,,
c953fb53ea0be6be,api,,11777806549278,11779417797852,60338,157029,11778437254934,11778437254934,11778487900266,11779416806160,,,,,,,,
82dde794d00da94b,api,,11788695858507,11789610683308,60356,156131,11788696269409,11788696269409,11788799121496,11789604874461,,,,,,,,
029c3b2030facc4d,api,,11706576872328,11820513497050,60344,156812,11707110693273,11707110693273,11707171653184,11820512918954,,,,,,,,
02ade7ed91d2d8ac,api,,11820928565839,11822339054581,64566,167419,11821438282760,11821438282760,11821505996100,11822338385354,,,,,,,,
8ec55debe2f55e29,api,,11821692206446,11823220936629,64592,167467,11822345023918,11822345023918,11822396063942,11823220090511,,,,,,,,
7959c6651b21ba34,api,,11822571662372,11824182657074,64586,168411,11823149975713,11823149975713,11823196261510,11824178213941,,,,,,,,
7a9f27a9e05e3eeb,api,,11823345617241,11824766572803,64572,166258,11823955955772,11823955955772,11824042895671,11824765929606,,,,,,,,
727adfb93e4ec293,api,,11824144470985,11825634333067,64560,167651,11824660953321,11824660953321,11824716522308,11825630182374,,,,,,,,
0dbfd6e2baf6c1e1,api,,11825023776211,11826166921994,64580,168643,11825024315433,11825024315433,11825146588123,11826166020712,,,,,,,,
23e968889c431990,api,,11826497309153,11827391973101,64598,167241,11826517537443,11826517537443,11826588888232,11827390930483,,,,,,,,
30b2c17ac98718a2,api,,11839794774497,11840841355454,64586,168417,11839811572654,11839811572654,11839863743127,11840835511603,,,,,,,,
69734b88eda085ef,api,,11841039894908,11841938471401,64591,166521,11841045646075,11841045646075,11841137657084,11841934075498,,,,,,,,
d136efe636517ed7,api,,11841007521811,11841971301996,64585,166964,11841011399591,11841011399591,11841089395109,11841963428525,,,,,,,,
ffd6f6288f2ea922,api,,11840980411174,11842028992734,64611,167483,11840991079874,11840991079874,11841057693062,11842016135846,,,,,,,,
0c691239e0549de2,api,,11841089824505,11842098284710,64579,167196,11841096216685,11841096216685,11841220544526,11842082661290,,,,,,,,
516b33c032fdab02,api,,11841111650931,11842113144378,64617,167257,11841114606079,11841114606079,11841272969417,11842112170980,,,,,,,,
ef1b2e9279161f36,api,,11841060360460,11842160509420,64605,167956,11841064553972,11841064553972,11841178172968,11842145750091,,,,,,,,
c694e7add3edfa98,api,,11841142928431,11842278254041,64605,167962,11841146131885,11841146131885,11841309550173,11842271679979,,,,,,,,
8d9552b985fa4074,api,,11841162026555,11842294459735,64599,168188,11841165091770,11841165091770,11841309685236,11842290169671,,,,,,,,
