monotonic_ns,wall_ns,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_gc_collections_total,python_info,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_cpu_seconds_total,process_open_fds,process_max_fds,vllm:estimated_flops_per_gpu_total,vllm:estimated_flops_per_gpu_created,vllm:estimated_read_bytes_per_gpu_total,vllm:estimated_read_bytes_per_gpu_created,vllm:estimated_write_bytes_per_gpu_total,vllm:estimated_write_bytes_per_gpu_created,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_waiting_by_reason,vllm:engine_sleep_state,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_queries_created,vllm:prefix_cache_hits_total,vllm:prefix_cache_hits_created,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_queries_created,vllm:external_prefix_cache_hits_total,vllm:external_prefix_cache_hits_created,vllm:mm_cache_queries_total,vllm:mm_cache_queries_created,vllm:mm_cache_hits_total,vllm:mm_cache_hits_created,vllm:num_preemptions_total,vllm:num_preemptions_created,vllm:prompt_tokens_total,vllm:prompt_tokens_created,vllm:prompt_tokens_by_source_total,vllm:prompt_tokens_by_source_created,vllm:prompt_tokens_cached_total,vllm:prompt_tokens_cached_created,vllm:generation_tokens_total,vllm:generation_tokens_created,vllm:request_success_total,vllm:request_success_created,vllm:request_prompt_tokens_bucket,vllm:request_prompt_tokens_count,vllm:request_prompt_tokens_sum,vllm:request_prompt_tokens_created,vllm:request_generation_tokens_bucket,vllm:request_generation_tokens_count,vllm:request_generation_tokens_sum,vllm:request_generation_tokens_created,vllm:iteration_tokens_total_bucket,vllm:iteration_tokens_total_count,vllm:iteration_tokens_total_sum,vllm:iteration_tokens_total_created,vllm:request_max_num_generation_tokens_bucket,vllm:request_max_num_generation_tokens_count,vllm:request_max_num_generation_tokens_sum,vllm:request_max_num_generation_tokens_created,vllm:request_params_n_bucket,vllm:request_params_n_count,vllm:request_params_n_sum,vllm:request_params_n_created,vllm:request_params_max_tokens_bucket,vllm:request_params_max_tokens_count,vllm:request_params_max_tokens_sum,vllm:request_params_max_tokens_created,vllm:time_to_first_token_seconds_bucket,vllm:time_to_first_token_seconds_count,vllm:time_to_first_token_seconds_sum,vllm:time_to_first_token_seconds_created,vllm:inter_token_latency_seconds_bucket,vllm:inter_token_latency_seconds_count,vllm:inter_token_latency_seconds_sum,vllm:inter_token_latency_seconds_created,vllm:request_time_per_output_token_seconds_bucket,vllm:request_time_per_output_token_seconds_count,vllm:request_time_per_output_token_seconds_sum,vllm:request_time_per_output_token_seconds_created,vllm:e2e_request_latency_seconds_bucket,vllm:e2e_request_latency_seconds_count,vllm:e2e_request_latency_seconds_sum,vllm:e2e_request_latency_seconds_created,vllm:request_queue_time_seconds_bucket,vllm:request_queue_time_seconds_count,vllm:request_queue_time_seconds_sum,vllm:request_queue_time_seconds_created,vllm:request_inference_time_seconds_bucket,vllm:request_inference_time_seconds_count,vllm:request_inference_time_seconds_sum,vllm:request_inference_time_seconds_created,vllm:request_prefill_time_seconds_bucket,vllm:request_prefill_time_seconds_count,vllm:request_prefill_time_seconds_sum,vllm:request_prefill_time_seconds_created,vllm:request_decode_time_seconds_bucket,vllm:request_decode_time_seconds_count,vllm:request_decode_time_seconds_sum,vllm:request_decode_time_seconds_created,vllm:request_prefill_kv_computed_tokens_bucket,vllm:request_prefill_kv_computed_tokens_count,vllm:request_prefill_kv_computed_tokens_sum,vllm:request_prefill_kv_computed_tokens_created,vllm:cache_config_info,http_request_duration_highr_seconds_bucket,http_request_duration_highr_seconds_count,http_request_duration_highr_seconds_sum,http_request_duration_highr_seconds_created,vllm:gpu_cache_usage_perc,http_requests_total,http_requests_created,http_request_size_bytes_count,http_request_size_bytes_sum,http_request_size_bytes_created,http_response_size_bytes_count,http_response_size_bytes_sum,http_response_size_bytes_created,http_request_duration_seconds_bucket,http_request_duration_seconds_count,http_request_duration_seconds_sum,http_request_duration_seconds_created
2649787148824,1789005117543376288,17765.0,0.0,2057.0,1.0,16945340416.0,1839325184.0,1789005039.88,27.09,55.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,0.0,0.0,1.0,0.0,0.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,0.0,0.0,0.0,1789005083.1130147,0.0,,,,,,,,,,,,
2650305357702,1789005118061584946,17765.0,0.0,2057.0,1.0,16945340416.0,1839521792.0,1789005039.88,27.1,55.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,0.0,0.0,1.0,0.0,0.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,0.0,0.0,0.0,1789005083.1130147,0.0,,,,,,,,,,,,
2650814741251,1789005118570968956,17765.0,0.0,2057.0,1.0,16945340416.0,1839521792.0,1789005039.88,27.1,55.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,0.0,0.0,1.0,0.0,0.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,0.0,0.0,0.0,1789005083.1130147,0.0,,,,,,,,,,,,
2651337239340,1789005119093467084,17765.0,0.0,2057.0,1.0,16945340416.0,1839718400.0,1789005039.88,27.21,55.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,0.0,0.0,1.0,0.0,0.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,286.0,13.0,0.09683446199915124,1789005083.1130147,0.0,13.0,1789005118.977607,13.0,200535.0,1789005118.9776342,13.0,501526.0,1789005118.97766,52.0,13.0,0.09683446199915124,1789005118.977694
2651856734290,1789005119612961864,17765.0,0.0,2058.0,1.0,16945340416.0,1839718400.0,1789005039.88,27.669999999999998,56.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,0.0,0.0,1.0,0.0,0.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,1650.0,75.0,0.542627221001112,1789005083.1130147,0.0,75.0,1789005118.977607,75.0,1153521.0,1789005118.9776342,75.0,2884683.0,1789005118.97766,300.0,75.0,0.542627221001112,1789005118.977694
2652366357279,1789005120122584923,17765.0,0.0,2063.0,1.0,16947437568.0,1841881088.0,1789005039.88,28.0,63.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,1.0,1.0,1.0,0.0,16384.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,2310.0,105.0,0.7606162640013281,1789005083.1130147,0.0,105.0,1789005118.977607,105.0,1620841.0,1789005118.9776342,105.0,4053532.0,1789005118.97766,420.0,105.0,0.7606162640013281,1789005118.977694
2652876414412,1789005120632641986,17765.0,0.0,2063.0,1.0,16947437568.0,1841881088.0,1789005039.88,28.01,63.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,0.0,1.0,1.0,1.0,0.0,16384.0,1789005082.9832108,0.0,1789005082.9832284,0.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,0.0,1789005082.9833248,0.0,5367015248.950051,0.0,1789005082.9833734,0.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,0.0,0.0,0.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,0.0,0.0,0.0,1789005082.9838245,0.0,0.0,0.0,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,2310.0,105.0,0.7606162640013281,1789005083.1130147,0.0,105.0,1789005118.977607,105.0,1620841.0,1789005118.9776342,105.0,4053532.0,1789005118.97766,420.0,105.0,0.7606162640013281,1789005118.977694
2653385703063,1789005121141930667,17765.0,0.0,2063.0,1.0,16947437568.0,1841881088.0,1789005039.88,28.03,63.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,1.0,7.0,7.0,1.0,0.008506052064334302,770048.0,1789005082.9832108,5824.0,1789005082.9832284,8192.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,8192.0,1789005082.9833248,8192.0,5367015248.950051,0.0,1789005082.9833734,13.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,170.0,13.0,8205.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,12.0,1.0,0.7535529136657715,1789005082.9838245,216.0,12.0,0.48064771400004247,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,2310.0,105.0,0.7606162640013281,1789005083.1130147,0.008506052064334302,105.0,1789005118.977607,105.0,1620841.0,1789005118.9776342,105.0,4053532.0,1789005118.97766,420.0,105.0,0.7606162640013281,1789005118.977694
2653895215243,1789005121651442918,17765.0,0.0,2063.0,1.0,16947437568.0,1842077696.0,1789005039.88,28.04,63.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,1.0,7.0,7.0,1.0,0.008506052064334302,770048.0,1789005082.9832108,5824.0,1789005082.9832284,8192.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,8192.0,1789005082.9833248,8192.0,5367015248.950051,0.0,1789005082.9833734,13.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,170.0,13.0,8205.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,12.0,1.0,0.7535529136657715,1789005082.9838245,216.0,12.0,0.48064771400004247,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,2310.0,105.0,0.7606162640013281,1789005083.1130147,0.008506052064334302,105.0,1789005118.977607,105.0,1620841.0,1789005118.9776342,105.0,4053532.0,1789005118.97766,420.0,105.0,0.7606162640013281,1789005118.977694
2654405365140,1789005122161592905,17765.0,0.0,2063.0,1.0,16947437568.0,1842077696.0,1789005039.88,28.04,63.0,1048576.0,0.0,1789005082.9829412,0.0,1789005082.982972,0.0,1789005082.9830012,3.0,5.0,5.0,1.0,0.016995523130492463,786432.0,1789005082.9832108,5952.0,1789005082.9832284,24448.0,1789005082.9832447,0.0,1789005082.9832628,0.0,1789005082.9832795,0.0,1789005082.9832952,0.0,1789005082.98331,8192.0,1789005082.9833248,8192.0,5367015248.950051,0.0,1789005082.9833734,14.0,1789005082.9833956,0.0,8945025414.917204,0.0,0.0,0.0,1789005082.983507,0.0,0.0,0.0,1789005082.9835744,184.0,14.0,8206.0,1789005082.9836235,0.0,0.0,0.0,1789005082.9836826,0.0,0.0,0.0,1789005082.9837303,0.0,0.0,0.0,1789005082.9837744,12.0,1.0,0.7535529136657715,1789005082.9838245,226.0,13.0,1.0770145540000158,1789005082.9839594,0.0,0.0,0.0,1789005082.9840193,0.0,0.0,0.0,1789005082.98408,0.0,0.0,0.0,1789005082.9841378,0.0,0.0,0.0,1789005082.9841917,0.0,0.0,0.0,1789005082.9842935,0.0,0.0,0.0,1789005082.9843628,0.0,0.0,0.0,1789005082.9844244,1.0,2310.0,105.0,0.7606162640013281,1789005083.1130147,0.016995523130492463,105.0,1789005118.977607,105.0,1620841.0,1789005118.9776342,105.0,4053532.0,1789005118.97766,420.0,105.0,0.7606162640013281,1789005118.977694
