monotonic_ns,wall_ns,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_gc_collections_total,python_info,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_cpu_seconds_total,process_open_fds,process_max_fds,vllm:estimated_flops_per_gpu_total,vllm:estimated_flops_per_gpu_created,vllm:estimated_read_bytes_per_gpu_total,vllm:estimated_read_bytes_per_gpu_created,vllm:estimated_write_bytes_per_gpu_total,vllm:estimated_write_bytes_per_gpu_created,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_waiting_by_reason,vllm:engine_sleep_state,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_queries_created,vllm:prefix_cache_hits_total,vllm:prefix_cache_hits_created,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_queries_created,vllm:external_prefix_cache_hits_total,vllm:external_prefix_cache_hits_created,vllm:mm_cache_queries_total,vllm:mm_cache_queries_created,vllm:mm_cache_hits_total,vllm:mm_cache_hits_created,vllm:num_preemptions_total,vllm:num_preemptions_created,vllm:prompt_tokens_total,vllm:prompt_tokens_created,vllm:prompt_tokens_by_source_total,vllm:prompt_tokens_by_source_created,vllm:prompt_tokens_cached_total,vllm:prompt_tokens_cached_created,vllm:generation_tokens_total,vllm:generation_tokens_created,vllm:request_success_total,vllm:request_success_created,vllm:request_prompt_tokens_bucket,vllm:request_prompt_tokens_count,vllm:request_prompt_tokens_sum,vllm:request_prompt_tokens_created,vllm:request_generation_tokens_bucket,vllm:request_generation_tokens_count,vllm:request_generation_tokens_sum,vllm:request_generation_tokens_created,vllm:iteration_tokens_total_bucket,vllm:iteration_tokens_total_count,vllm:iteration_tokens_total_sum,vllm:iteration_tokens_total_created,vllm:request_max_num_generation_tokens_bucket,vllm:request_max_num_generation_tokens_count,vllm:request_max_num_generation_tokens_sum,vllm:request_max_num_generation_tokens_created,vllm:request_params_n_bucket,vllm:request_params_n_count,vllm:request_params_n_sum,vllm:request_params_n_created,vllm:request_params_max_tokens_bucket,vllm:request_params_max_tokens_count,vllm:request_params_max_tokens_sum,vllm:request_params_max_tokens_created,vllm:time_to_first_token_seconds_bucket,vllm:time_to_first_token_seconds_count,vllm:time_to_first_token_seconds_sum,vllm:time_to_first_token_seconds_created,vllm:inter_token_latency_seconds_bucket,vllm:inter_token_latency_seconds_count,vllm:inter_token_latency_seconds_sum,vllm:inter_token_latency_seconds_created,vllm:request_time_per_output_token_seconds_bucket,vllm:request_time_per_output_token_seconds_count,vllm:request_time_per_output_token_seconds_sum,vllm:request_time_per_output_token_seconds_created,vllm:e2e_request_latency_seconds_bucket,vllm:e2e_request_latency_seconds_count,vllm:e2e_request_latency_seconds_sum,vllm:e2e_request_latency_seconds_created,vllm:request_queue_time_seconds_bucket,vllm:request_queue_time_seconds_count,vllm:request_queue_time_seconds_sum,vllm:request_queue_time_seconds_created,vllm:request_inference_time_seconds_bucket,vllm:request_inference_time_seconds_count,vllm:request_inference_time_seconds_sum,vllm:request_inference_time_seconds_created,vllm:request_prefill_time_seconds_bucket,vllm:request_prefill_time_seconds_count,vllm:request_prefill_time_seconds_sum,vllm:request_prefill_time_seconds_created,vllm:request_decode_time_seconds_bucket,vllm:request_decode_time_seconds_count,vllm:request_decode_time_seconds_sum,vllm:request_decode_time_seconds_created,vllm:request_prefill_kv_computed_tokens_bucket,vllm:request_prefill_kv_computed_tokens_count,vllm:request_prefill_kv_computed_tokens_sum,vllm:request_prefill_kv_computed_tokens_created,vllm:cache_config_info,http_request_duration_highr_seconds_bucket,http_request_duration_highr_seconds_count,http_request_duration_highr_seconds_sum,http_request_duration_highr_seconds_created,vllm:gpu_cache_usage_perc
2655845574969,1789005123601802593,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.21,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2656443630468,1789005124199858263,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.22,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2657040980429,1789005124797208054,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.22,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2657638560837,1789005125394788542,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.23,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2658235888745,1789005125992116069,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.23,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2658829274780,1789005126585502655,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.25,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2659397574097,1789005127153801711,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.259999999999998,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2659977806022,1789005127734033616,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.259999999999998,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2660563246906,1789005128319474650,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.270000000000003,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2661156134791,1789005128912362124,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.28,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2661748384518,1789005129504612162,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.28,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2662334030633,1789005130090258187,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.29,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2662904911151,1789005130661138685,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.299999999999997,56.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2663486687080,1789005131242914624,17813.0,0.0,2053.0,1.0,19144421376.0,1861267456.0,1789004390.69,27.310000000000002,57.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,0.0,0.0,0.0,1.0,0.0,0.0,1789004434.4568942,0.0,1789004434.456908,0.0,1789004434.456921,0.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,0.0,1789004434.4569826,0.0,5367013303.371019,0.0,1789004434.4570243,0.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,0.0,0.0,0.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,0.0,0.0,0.0,1789004434.4573922,0.0,0.0,0.0,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.0
2664078786865,1789005131835014490,17813.0,0.0,2055.0,1.0,19144421376.0,1861660672.0,1789004390.69,27.340000000000003,57.0,1048576.0,0.0,1789004434.4565418,0.0,1789004434.4565678,0.0,1789004434.4567213,1.0,0.0,0.0,1.0,0.008506052064334302,8192.0,1789004434.4568942,0.0,1789004434.456908,8192.0,1789004434.456921,8192.0,1789004434.4569356,0.0,1789004434.456948,0.0,1789004434.4569602,0.0,1789004434.4569712,8192.0,1789004434.4569826,8192.0,5367013303.371019,8192.0,1789004434.4570243,4.0,1789004434.457037,0.0,8945022172.285385,0.0,0.0,0.0,1789004434.457134,0.0,0.0,0.0,1789004434.457195,44.0,4.0,8196.0,1789004434.4572408,0.0,0.0,0.0,1789004434.4572842,0.0,0.0,0.0,1789004434.457316,0.0,0.0,0.0,1789004434.4573567,15.0,1.0,0.14244699478149414,1789004434.4573922,54.0,3.0,0.08545067900013237,1789004434.4574385,0.0,0.0,0.0,1789004434.457485,0.0,0.0,0.0,1789004434.4575274,0.0,0.0,0.0,1789004434.4576108,0.0,0.0,0.0,1789004434.4576573,0.0,0.0,0.0,1789004434.4576993,0.0,0.0,0.0,1789004434.4577453,0.0,0.0,0.0,1789004434.4577925,1.0,0.0,0.0,0.0,1789004434.5685453,0.008506052064334302
