phase,gpu,samples,power_mean_w
baseline,0,240,287.06516666666664
baseline,1,240,83.22641666666665
drain,0,22,272.9745454545454
drain,1,22,273.53818181818184
post,0,240,263.96683333333334
post,1,240,188.62091666666666
