dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:e6744833-786a-9c87-c539-3a40cda50680,R,committed,0.014756917953491211,0.7145426273345947,0.060129642486572266,0.774672269821167,0.7251594066619873,5.6572675704956055,5.65739893913269,4.867437839508057,0.06056356430053711
1,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,committed,0.729780912399292,0.6504333019256592,0.037322282791137695,0.6877555847167969,1.3761100769042969,3.2360939979553223,3.2363440990448,1.8180880546569824,0.03795790672302246
2,codex:b759a30c-c03e-8e0e-1900-3ac8dd4c0130,R,committed,1.3804757595062256,0.40967655181884766,0.0,0.40967655181884766,1.7867374420166016,1.7901523113250732,1.790369987487793,1.33514404296875e-05,0.00012302398681640625
3,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,committed,1.7904586791992188,0.21070051193237305,0.0,0.21070051193237305,1.9977469444274902,2.001159191131592,2.001338005065918,1.2159347534179688e-05,0.00010609626770019531
4,codex:c55b5430-f5e1-56b7-a298-2db8c6581658,R,committed,2.001579761505127,0.23850607872009277,0.0,0.23850607872009277,2.236815929412842,2.2400858402252197,2.2402331829071045,1.33514404296875e-05,8.082389831542969e-05
5,codex:41e93e85-eff7-106f-9736-224049baedb2,R,committed,2.240391492843628,0.2813074588775635,0.0,0.2813074588775635,2.518460273742676,2.5216989517211914,2.521860361099243,1.1920928955078125e-05,8.869171142578125e-05
6,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,committed,2.522023916244507,0.2018883228302002,0.0,0.2018883228302002,2.720883369445801,2.723912239074707,2.724195957183838,9.775161743164062e-06,0.00022411346435546875
7,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,R,committed,2.7240543365478516,0.2610158920288086,0.0,0.2610158920288086,2.9803380966186523,2.98507022857666,2.985353469848633,2.1696090698242188e-05,0.00016689300537109375
