phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,127.63191666666665
baseline,1,240,240,1.0,83.13504166666668
drain,0,151,151,1.0,99.89781456953642
drain,1,151,151,1.0,270.508940397351
post,0,239,239,1.0,87.06748953974895
post,1,239,239,1.0,134.06728033472803
