phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,393200,31.32968306541443,12550.398265409289,125000000.0,0.00010040318612327431,1
drain,kv,target_to_client,396,31.757824897766113,12.46936782587573,125000000.0,9.975494260700584e-08,1
post,api,client_to_target,322641,51.621562004089355,6250.120830796268,125000000.0,5.000096664637014e-05,1
post,kv,target_to_client,288,51.619993925094604,5.579233512075082,125000000.0,4.463386809660066e-08,1
