workload,load,wan_gbps,deadline_s,policy,minimum_qh_gap_fraction,median_qh_gap_fraction
measured_pack,0.25,reference,1800,kv_only,0.984716474777758,0.9849351087277771
measured_pack,0.25,reference,1800,replay_only,-7.771561172376096e-16,-2.7755575615628914e-16
measured_pack,0.25,reference,3600,greedy,-1.0000008598964882e-09,-9.999999162069173e-10
measured_pack,0.25,reference,3600,isolated_fastest,-7.771561172376096e-16,-3.3306690738754696e-16
measured_pack,0.25,reference,3600,kv_only,0.9693793143600073,0.9698153581195357
measured_pack,0.25,reference,3600,replay_only,-7.771561172376096e-16,-2.7755575615628914e-16
measured_pack,0.25,40,1,greedy,0.0,0.0
measured_pack,0.25,40,1,isolated_fastest,0.0,0.0
measured_pack,0.25,40,1,kv_only,0.0,0.0
measured_pack,0.25,40,1,replay_only,0.0,0.0
measured_pack,0.25,40,3,greedy,0.0,0.0
measured_pack,0.25,40,3,isolated_fastest,0.0,0.0
measured_pack,0.25,40,3,kv_only,0.0,0.0
measured_pack,0.25,40,3,replay_only,0.0,0.0
measured_pack,0.25,40,10,greedy,-0.4921895739206004,-0.4650745800113143
measured_pack,0.25,40,10,isolated_fastest,-1.5220030034179821e-05,-1.354033880024419e-05
measured_pack,0.25,40,10,kv_only,0.3808284120744621,0.41337852089344307
measured_pack,0.25,40,10,replay_only,-1.5220030034179821e-05,-1.354033880024419e-05
measured_pack,0.25,40,30,greedy,-6.773663634607185e-05,-2.8028333566576524e-05
measured_pack,0.25,40,30,isolated_fastest,-6.773563634598911e-05,-2.8027333566493784e-05
measured_pack,0.25,40,30,kv_only,0.9993235472486952,0.9993632611695789
measured_pack,0.25,40,30,replay_only,-6.773563634598911e-05,-2.8027333566493784e-05
measured_pack,0.25,40,60,greedy,-1.0000010819410932e-09,-1.0000009709187907e-09
measured_pack,0.25,40,60,isolated_fastest,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,60,kv_only,0.9982904915744967,0.998290491574497
measured_pack,0.25,40,60,replay_only,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,120,greedy,-1.0000010819410932e-09,-1.0000009709187907e-09
measured_pack,0.25,40,120,isolated_fastest,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,120,kv_only,0.9967601796643993,0.9967601796699954
measured_pack,0.25,40,120,replay_only,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,300,greedy,-1.0000010819410932e-09,-1.0000009709187907e-09
measured_pack,0.25,40,300,isolated_fastest,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,300,kv_only,0.9909994476506748,0.9909994476673114
measured_pack,0.25,40,300,replay_only,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,600,greedy,-1.0000010819410932e-09,-1.0000009709187907e-09
measured_pack,0.25,40,600,isolated_fastest,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,600,kv_only,0.9817406903181156,0.981740690323698
measured_pack,0.25,40,600,replay_only,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,1800,greedy,-1.0000010819410932e-09,-1.0000009709187907e-09
measured_pack,0.25,40,1800,isolated_fastest,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,1800,kv_only,0.9452623347006585,0.9452623347061271
measured_pack,0.25,40,1800,replay_only,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,3600,greedy,-1.0000010819410932e-09,-1.0000009709187907e-09
measured_pack,0.25,40,3600,isolated_fastest,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,40,3600,kv_only,0.8902360531369589,0.8902360531425413
measured_pack,0.25,40,3600,replay_only,-1.1102230246251565e-15,-8.881784197001252e-16
measured_pack,0.25,100,1,greedy,0.0,0.0
measured_pack,0.25,100,1,isolated_fastest,0.0,0.0
measured_pack,0.25,100,1,kv_only,0.0,0.0
measured_pack,0.25,100,1,replay_only,0.0,0.0
measured_pack,0.25,100,3,greedy,0.0,0.0
measured_pack,0.25,100,3,isolated_fastest,0.0,0.0
measured_pack,0.25,100,3,kv_only,0.0,0.0
measured_pack,0.25,100,3,replay_only,0.0,0.0
measured_pack,0.25,100,10,greedy,-0.46775810889558284,-0.288323773213281
measured_pack,0.25,100,10,isolated_fastest,-0.3607907149819651,-0.22087355096730238
measured_pack,0.25,100,10,kv_only,0.4606130687682497,0.6480080651193594
measured_pack,0.25,100,10,replay_only,-0.3607907149819651,-0.22087355096730238
measured_pack,0.25,100,30,greedy,-2.2022899132445595e-05,-2.1021903717666213e-05
measured_pack,0.25,100,30,isolated_fastest,-2.20218991325849e-05,-2.1020903717694495e-05
measured_pack,0.25,100,30,kv_only,0.9984561842822207,0.9984571797955337
measured_pack,0.25,100,30,replay_only,-2.20218991325849e-05,-2.1020903717694495e-05
measured_pack,0.25,100,60,greedy,-1.0000014150080005e-09,-1.0000007488741858e-09
measured_pack,0.25,100,60,isolated_fastest,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,60,kv_only,0.9961311153618317,0.9961323491798135
measured_pack,0.25,100,60,replay_only,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,120,greedy,-1.0000014150080005e-09,-1.0000007488741858e-09
measured_pack,0.25,100,120,isolated_fastest,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,120,kv_only,0.9915202046753117,0.991520208075733
measured_pack,0.25,100,120,replay_only,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,300,greedy,-1.0000014150080005e-09,-1.0000007488741858e-09
measured_pack,0.25,100,300,isolated_fastest,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,300,kv_only,0.9773868560908463,0.9773868594621149
measured_pack,0.25,100,300,replay_only,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,600,greedy,-1.0000014150080005e-09,-1.0000007488741858e-09
measured_pack,0.25,100,600,isolated_fastest,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,600,kv_only,0.9542399526008465,0.9542399559605049
measured_pack,0.25,100,600,replay_only,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,1800,greedy,-1.0000014150080005e-09,-1.0000007488741858e-09
measured_pack,0.25,100,1800,isolated_fastest,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,1800,kv_only,0.8685126106465884,0.8685126125810168
measured_pack,0.25,100,1800,replay_only,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,3600,greedy,-1.0000014150080005e-09,-1.0000007488741858e-09
measured_pack,0.25,100,3600,isolated_fastest,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,100,3600,kv_only,0.7855513117297972,0.7855513125259845
measured_pack,0.25,100,3600,replay_only,-1.3322676295501878e-15,-6.661338147750939e-16
measured_pack,0.25,400,1,greedy,0.0,0.0
measured_pack,0.25,400,1,isolated_fastest,0.0,0.0
measured_pack,0.25,400,1,kv_only,0.0,0.0
measured_pack,0.25,400,1,replay_only,0.0,0.0
measured_pack,0.25,400,3,greedy,0.0,0.0
measured_pack,0.25,400,3,isolated_fastest,0.0,0.0
measured_pack,0.25,400,3,kv_only,0.0,0.0
measured_pack,0.25,400,3,replay_only,0.0,0.0
measured_pack,0.25,400,10,greedy,0.036638902347324476,0.03670776004006587
measured_pack,0.25,400,10,isolated_fastest,-0.01147246412469094,0.06568259165806262
measured_pack,0.25,400,10,kv_only,0.9863098650508224,0.9863104730235731
measured_pack,0.25,400,10,replay_only,-0.01147246412469094,0.06568259165806262
measured_pack,0.25,400,30,greedy,-0.0007053637577275618,-0.0001585337158434008
measured_pack,0.25,400,30,isolated_fastest,-0.000705362757727368,-0.00015853271584309603
measured_pack,0.25,400,30,kv_only,0.9932074000549166,0.9937542742464942
measured_pack,0.25,400,30,replay_only,-0.000705362757727368,-0.00015853271584309603
measured_pack,0.25,400,60,greedy,0.0002523631352161493,0.0002526504676055308
measured_pack,0.25,400,60,isolated_fastest,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,60,kv_only,0.984524456850053,0.9845293921210876
measured_pack,0.25,400,60,replay_only,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,120,greedy,-9.999999717180685e-10,-9.999995276288587e-10
measured_pack,0.25,400,120,isolated_fastest,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,120,kv_only,0.9678268128904062,0.9678317561337562
measured_pack,0.25,400,120,replay_only,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,300,greedy,-9.999999717180685e-10,-9.999995276288587e-10
measured_pack,0.25,400,300,isolated_fastest,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,300,kv_only,0.9103049351238031,0.9103098778715388
measured_pack,0.25,400,300,replay_only,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,600,greedy,-9.999999717180685e-10,-9.999995276288587e-10
measured_pack,0.25,400,600,isolated_fastest,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,600,kv_only,0.8416103896258541,0.8416131930918528
measured_pack,0.25,400,600,replay_only,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,1800,greedy,-9.999999717180685e-10,-9.999995276288587e-10
measured_pack,0.25,400,1800,isolated_fastest,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,1800,kv_only,0.6216582980012717,0.6216594498953227
measured_pack,0.25,400,1800,replay_only,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,3600,greedy,-9.999999717180685e-10,-9.999995276288587e-10
measured_pack,0.25,400,3600,isolated_fastest,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,400,3600,kv_only,0.4411795886979343,0.4411812637261494
measured_pack,0.25,400,3600,replay_only,1.1102230246251565e-16,1.1102230246251565e-16
measured_pack,0.25,1000,1,greedy,0.0,0.0
measured_pack,0.25,1000,1,isolated_fastest,0.0,0.0
measured_pack,0.25,1000,1,kv_only,0.0,0.0
measured_pack,0.25,1000,1,replay_only,0.0,0.0
measured_pack,0.25,1000,3,greedy,0.0,0.0
measured_pack,0.25,1000,3,isolated_fastest,0.0,0.0
measured_pack,0.25,1000,3,kv_only,0.0,0.0
measured_pack,0.25,1000,3,replay_only,0.0,0.0
measured_pack,0.25,1000,10,greedy,0.040111221173500855,0.040474555475235874
measured_pack,0.25,1000,10,isolated_fastest,-0.004816783661953483,-0.004816774239690402
measured_pack,0.25,1000,10,kv_only,0.9896397604256817,0.989639769847945
measured_pack,0.25,1000,10,replay_only,-0.004816783661953483,-0.004816774239690402
measured_pack,0.25,1000,30,greedy,-0.0025451593637352277,-0.002148270780640893
measured_pack,0.25,1000,30,isolated_fastest,-0.002545158363734923,-0.002471701241041624
measured_pack,0.25,1000,30,kv_only,0.9784281221301134,0.9785015792528067
measured_pack,0.25,1000,30,replay_only,-0.002545158363734923,-0.002471701241041624
measured_pack,0.25,1000,60,greedy,-1.0000009709187907e-09,-1.0000005268295808e-09
measured_pack,0.25,1000,60,isolated_fastest,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,60,kv_only,0.9613111398264932,0.9613234780036326
measured_pack,0.25,1000,60,replay_only,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,120,greedy,-1.0000009709187907e-09,-1.0000005268295808e-09
measured_pack,0.25,1000,120,isolated_fastest,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,120,kv_only,0.9195670293162176,0.9195793874241444
measured_pack,0.25,1000,120,replay_only,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,300,greedy,-1.0000009709187907e-09,-1.0000005268295808e-09
measured_pack,0.25,1000,300,isolated_fastest,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,300,kv_only,0.8162461384554944,0.8169259854115783
measured_pack,0.25,1000,300,replay_only,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,600,greedy,-1.0000009709187907e-09,-1.0000005268295808e-09
measured_pack,0.25,1000,600,isolated_fastest,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,600,kv_only,0.6764521637335928,0.6764521710027613
measured_pack,0.25,1000,600,replay_only,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,1800,greedy,-1.0000009709187907e-09,-1.0000005268295808e-09
measured_pack,0.25,1000,1800,isolated_fastest,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,1800,kv_only,0.3563079713120715,0.35631238357734596
measured_pack,0.25,1000,1800,replay_only,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,3600,greedy,-1.0000009709187907e-09,-1.0000005268295808e-09
measured_pack,0.25,1000,3600,isolated_fastest,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.25,1000,3600,kv_only,0.048443127316057266,0.048445530101540346
measured_pack,0.25,1000,3600,replay_only,-3.3306690738754696e-16,-2.220446049250313e-16
measured_pack,0.5,reference,1,greedy,0.0,0.0
measured_pack,0.5,reference,1,isolated_fastest,0.0,0.0
measured_pack,0.5,reference,1,kv_only,0.0,0.0
measured_pack,0.5,reference,1,replay_only,0.0,0.0
measured_pack,0.5,reference,3,greedy,0.0,0.0
measured_pack,0.5,reference,3,isolated_fastest,0.0,0.0
measured_pack,0.5,reference,3,kv_only,0.0,0.0
measured_pack,0.5,reference,3,replay_only,0.0,0.0
measured_pack,0.5,reference,10,greedy,-0.21191615273085979,-0.20654306380753695
measured_pack,0.5,reference,10,isolated_fastest,-5.983713524670975e-12,-4.882427795394051e-12
measured_pack,0.5,reference,10,kv_only,0.3392088935231226,0.3445819820687246
measured_pack,0.5,reference,10,replay_only,-5.983713524670975e-12,-4.882427795394051e-12
measured_pack,0.5,reference,30,greedy,0.16003215781213498,0.1681780774719429
measured_pack,0.5,reference,30,isolated_fastest,-1.5611660445613573e-05,-6.587745830455294e-06
measured_pack,0.5,reference,30,kv_only,0.9426436420280875,0.943198327748132
measured_pack,0.5,reference,30,replay_only,-1.5611660445613573e-05,-6.587745830455294e-06
measured_pack,0.5,reference,60,greedy,0.1394875692812272,0.14138287558467766
measured_pack,0.5,reference,60,isolated_fastest,-1.4544782518166599e-05,-1.1058259963614425e-05
measured_pack,0.5,reference,60,kv_only,0.9995328181531873,0.9995557158429071
measured_pack,0.5,reference,60,replay_only,-1.4544782518166599e-05,-1.1058259963614425e-05
measured_pack,0.5,reference,120,greedy,0.10881684275174153,0.14127278853217068
measured_pack,0.5,reference,120,isolated_fastest,-2.0133269444722046e-05,-1.158289567970705e-05
measured_pack,0.5,reference,120,kv_only,0.999029751105455,0.9990455486499188
measured_pack,0.5,reference,120,replay_only,-2.0133269444722046e-05,-1.158289567970705e-05
measured_pack,0.5,reference,300,greedy,-9.479574711424021e-06,-4.83306275406159e-06
measured_pack,0.5,reference,300,isolated_fastest,-1.364231999134713e-05,-7.951502212277806e-06
measured_pack,0.5,reference,300,kv_only,0.997485235759643,0.9975121831770553
measured_pack,0.5,reference,300,replay_only,-1.364231999134713e-05,-7.951502212277806e-06
measured_pack,0.5,reference,600,greedy,-1.757429862492277e-05,-7.989370342187385e-06
measured_pack,0.5,reference,600,isolated_fastest,-1.7573298623840827e-05,-7.988370341438511e-06
measured_pack,0.5,reference,600,kv_only,0.9949215289080395,0.9949718293647345
measured_pack,0.5,reference,600,replay_only,-1.7573298623840827e-05,-7.988370341438511e-06
measured_pack,0.5,reference,1800,greedy,-1.0000007488741858e-09,-9.999996941623124e-10
measured_pack,0.5,reference,1800,isolated_fastest,-6.661338147750939e-16,8.881784197001252e-16
measured_pack,0.5,reference,1800,kv_only,0.9847164747777579,0.9849351087277773
measured_pack,0.5,reference,1800,replay_only,-6.661338147750939e-16,8.881784197001252e-16
measured_pack,0.5,reference,3600,greedy,-1.0000007488741858e-09,-9.999996941623124e-10
measured_pack,0.5,reference,3600,isolated_fastest,-6.661338147750939e-16,8.881784197001252e-16
measured_pack,0.5,reference,3600,kv_only,0.9693793143600072,0.9698153581195361
measured_pack,0.5,reference,3600,replay_only,-6.661338147750939e-16,8.881784197001252e-16
measured_pack,0.5,40,1,greedy,0.0,0.0
measured_pack,0.5,40,1,isolated_fastest,0.0,0.0
measured_pack,0.5,40,1,kv_only,0.0,0.0
measured_pack,0.5,40,1,replay_only,0.0,0.0
measured_pack,0.5,40,3,greedy,0.0,0.0
measured_pack,0.5,40,3,isolated_fastest,0.0,0.0
measured_pack,0.5,40,3,kv_only,0.0,0.0
measured_pack,0.5,40,3,replay_only,0.0,0.0
measured_pack,0.5,40,10,greedy,-0.030252791749265318,-0.009578724927431947
measured_pack,0.5,40,10,isolated_fastest,0.02488543788767339,0.05033597854325822
measured_pack,0.5,40,10,kv_only,0.7468692216575765,0.7616883618713008
measured_pack,0.5,40,10,replay_only,0.02488543788767339,0.05033597854325822
measured_pack,0.5,40,30,greedy,-7.323725488950217e-06,-5.655486855438152e-06
measured_pack,0.5,40,30,isolated_fastest,-7.322725488645432e-06,-5.6544868552443894e-06
measured_pack,0.5,40,30,kv_only,0.9993839611237061,0.9993856346239387
measured_pack,0.5,40,30,replay_only,-7.322725488645432e-06,-5.6544868552443894e-06
measured_pack,0.5,40,60,greedy,-1.0000005268295808e-09,-1.000000082740371e-09
measured_pack,0.5,40,60,isolated_fastest,-2.220446049250313e-16,5.551115123125783e-17
measured_pack,0.5,40,60,kv_only,0.9982904925892356,0.998290492589236
measured_pack,0.5,40,60,replay_only,-2.220446049250313e-16,5.551115123125783e-17
measured_pack,0.5,40,120,greedy,-1.0000006378518833e-09,-1.0000001382515222e-09
measured_pack,0.5,40,120,isolated_fastest,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,120,kv_only,0.9967601807715468,0.9967601807771422
measured_pack,0.5,40,120,replay_only,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,300,greedy,-1.0000006378518833e-09,-1.0000001382515222e-09
measured_pack,0.5,40,300,isolated_fastest,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,300,kv_only,0.9909994512898153,0.9909994513064513
measured_pack,0.5,40,300,replay_only,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,600,greedy,-1.0000006378518833e-09,-1.0000001382515222e-09
measured_pack,0.5,40,600,isolated_fastest,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,600,kv_only,0.981740696230252,0.9817406962358338
measured_pack,0.5,40,600,replay_only,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,1800,greedy,-1.0000006378518833e-09,-1.0000001382515222e-09
measured_pack,0.5,40,1800,isolated_fastest,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,1800,kv_only,0.9452623379298088,0.9452623379353907
measured_pack,0.5,40,1800,replay_only,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,3600,greedy,-1.0000006378518833e-09,-1.0000001382515222e-09
measured_pack,0.5,40,3600,isolated_fastest,-3.3306690738754696e-16,0.0
measured_pack,0.5,40,3600,kv_only,0.890236061651174,0.8902360616567557
measured_pack,0.5,40,3600,replay_only,-3.3306690738754696e-16,0.0
measured_pack,0.5,100,1,greedy,0.0,0.0
measured_pack,0.5,100,1,isolated_fastest,0.0,0.0
measured_pack,0.5,100,1,kv_only,0.0,0.0
measured_pack,0.5,100,1,replay_only,0.0,0.0
measured_pack,0.5,100,3,greedy,0.0,0.0
measured_pack,0.5,100,3,isolated_fastest,0.0,0.0
measured_pack,0.5,100,3,kv_only,0.0,0.0
measured_pack,0.5,100,3,replay_only,0.0,0.0
measured_pack,0.5,100,10,greedy,0.08709582680441896,0.08721253058974454
measured_pack,0.5,100,10,isolated_fastest,-0.01106143534716364,-0.01094473156183795
measured_pack,0.5,100,10,kv_only,0.9883842196647273,0.9885009234500529
measured_pack,0.5,100,10,replay_only,-0.01106143534716364,-0.01094473156183795
measured_pack,0.5,100,30,greedy,-8.305401563990511e-05,-6.229076172981074e-05
measured_pack,0.5,100,30,isolated_fastest,-8.305301563960032e-05,-6.228976172950595e-05
measured_pack,0.5,100,30,kv_only,0.9980142769509325,0.9980350402048426
measured_pack,0.5,100,30,replay_only,-8.305301563960032e-05,-6.228976172950595e-05
measured_pack,0.5,100,60,greedy,0.00013581823365726997,0.000135818233657381
measured_pack,0.5,100,60,isolated_fastest,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,60,kv_only,0.9961311170826623,0.9961323509003466
measured_pack,0.5,100,60,replay_only,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,120,greedy,-9.999999717180685e-10,-9.99999860695766e-10
measured_pack,0.5,100,120,isolated_fastest,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,120,kv_only,0.9915202038307461,0.9915202072311675
measured_pack,0.5,100,120,replay_only,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,300,greedy,-9.999999717180685e-10,-9.99999860695766e-10
measured_pack,0.5,100,300,isolated_fastest,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,300,kv_only,0.9773868578978798,0.9773868612691485
measured_pack,0.5,100,300,replay_only,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,600,greedy,-9.999999717180685e-10,-9.99999860695766e-10
measured_pack,0.5,100,600,isolated_fastest,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,600,kv_only,0.9542399566808122,0.9542399600404705
measured_pack,0.5,100,600,replay_only,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,1800,greedy,-9.999999717180685e-10,-9.99999860695766e-10
measured_pack,0.5,100,1800,isolated_fastest,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,1800,kv_only,0.8685126115648691,0.8685126135062752
measured_pack,0.5,100,1800,replay_only,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,3600,greedy,-9.999999717180685e-10,-9.99999860695766e-10
measured_pack,0.5,100,3600,isolated_fastest,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,100,3600,kv_only,0.785562481753064,0.7855624825526628
measured_pack,0.5,100,3600,replay_only,5.551115123125783e-16,6.661338147750939e-16
measured_pack,0.5,400,1,greedy,0.0,0.0
measured_pack,0.5,400,1,isolated_fastest,0.0,0.0
measured_pack,0.5,400,1,kv_only,0.0,0.0
measured_pack,0.5,400,1,replay_only,0.0,0.0
measured_pack,0.5,400,3,greedy,0.0,0.0
measured_pack,0.5,400,3,isolated_fastest,0.0,0.0
measured_pack,0.5,400,3,kv_only,0.0,0.0
measured_pack,0.5,400,3,replay_only,0.0,0.0
measured_pack,0.5,400,10,greedy,0.06381724967660685,0.0638199823665796
measured_pack,0.5,400,10,isolated_fastest,-0.02359341492213196,-0.02359341492213196
measured_pack,0.5,400,10,kv_only,0.974189203115007,0.974189203115007
measured_pack,0.5,400,10,replay_only,-0.02359341492213196,-0.02359341492213196
measured_pack,0.5,400,30,greedy,-4.960472073767264e-06,-4.814620544912884e-06
measured_pack,0.5,400,30,isolated_fastest,-0.0005579377805352559,-0.0005577919290064015
measured_pack,0.5,400,30,kv_only,0.9918313758045045,0.9918315216560334
measured_pack,0.5,400,30,replay_only,-0.0005579377805352559,-0.0005577919290064015
measured_pack,0.5,400,60,greedy,0.0008236051677574796,0.0009007115853796877
measured_pack,0.5,400,60,isolated_fastest,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,60,kv_only,0.9845244585708817,0.9845293938416182
measured_pack,0.5,400,60,replay_only,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,120,greedy,-1.0000009709187907e-09,-1.000000804385337e-09
measured_pack,0.5,400,120,isolated_fastest,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,120,kv_only,0.9678268149732454,0.9678317582162969
measured_pack,0.5,400,120,replay_only,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,300,greedy,-1.0000009709187907e-09,-1.000000804385337e-09
measured_pack,0.5,400,300,isolated_fastest,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,300,kv_only,0.9103049398094291,0.910309882548465
measured_pack,0.5,400,300,replay_only,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,600,greedy,-1.0000009709187907e-09,-1.000000804385337e-09
measured_pack,0.5,400,600,isolated_fastest,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,600,kv_only,0.8409260939457557,0.8409288201822019
measured_pack,0.5,400,600,replay_only,-1.2212453270876722e-15,-1.1102230246251565e-15
measured_pack,0.5,400,1800,greedy,-1.0000009709187907e-09,-1.000000804385337e-09
measured_pack,0.5,400,1800,isolated_fastest,-1.2212453270876722e-15,-1.1102230246251565e-15
