workload,load,wan_gbps,deadline_s,policy,central_shed_mw,median_shed_fraction,p05_shed_mw,median_shed_mw,p95_shed_mw,action_counts_mean,action_fractions_mean,admitted_action_fractions_mean,admitted_shed_fraction,median_pending_resident_debt_work_s,median_pending_source_buffer_work_s,median_pending_destination_buffer_work_s,service_ready_fraction,serving_ceiling,planning_steps_mean,workload_central_range_mw,timing_network_range_fraction
measured_pack,0.25,1000,1,replay_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,1000,3,greedy,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,1000,3,isolated_fastest,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,1000,3,kv_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,1000,3,queue_haul,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,1000,3,replay_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.25,1000,10,greedy,11.397088190000575,0.9547086703691866,11.105850498386143,11.388406763029458,11.472904999022184,"[185243.9653971648, 0.0, 321303.92771152675, 0.0]","[0.34733590847876883, 0.0, 0.6024508889680024, 0.0]","[0.3835534798907118, 0.0, 0.614957946581732, 0.0007779716838984558]",0.9994578960528673,131906.19606976266,161.0061138864827,331771.3010022467,0.0,1.0,3.875,"[11.397088190000575, 11.397088190000575]","[0.9346996791150501, 0.955072005318615]"
measured_pack,0.25,1000,10,isolated_fastest,11.935234078056505,0.9999999990000001,11.867084759624655,11.935234078056506,12.012983300478757,"[293106.01858184196, 0.0, 240221.9808848301, 0.0]","[0.5495792806337598, 0.0, 0.45042071836624015, 0.0]","[0.54957928063376, 0.0, 0.45042071836624, 0.0]",0.9999999989999999,48574.596669995284,0.0,257763.51389583942,0.0,1.0,2.0,"[11.935234078056505, 11.935234078056505]","[0.999999999, 0.9999999990000003]"
measured_pack,0.25,1000,10,kv_only,0.06616243204638787,0.005543454912364745,0.06578464937197473,0.06616243204638787,0.06659343135578803,"[0.0, 0.0, 0.0, 2956.479721501665]","[0.0, 0.0, 0.0, 0.005543454912364744]","[0.0, 0.0, 0.0, 0.005543455582506856]",0.005543455582506856,0.0,0.00027122450967123965,0.0,0.0,1.0,4.0,"[0.06616243204638787, 0.06616243204638787]","[0.005543454912364745, 0.005543454912364745]"
measured_pack,0.25,1000,10,queue_haul,11.877744637490242,0.9951832247603097,11.81015446075093,11.877976805844357,11.955353039487047,"[414455.777521581, 0.0, 114611.20851699867, 1694.6844924095628]","[0.777112353976504, 0.0, 0.214898164951022, 0.0031775651989199194]","[0.7809240222664788, 0.0, 0.21489816495102215, 0.004177811782499036]",0.999999999,78805.077598873,0.0,309784.4458076084,0.0,1.0,3.0,"[11.877744637490242, 11.877744637490242]","[0.9951832158113944, 0.995202670930811]"
measured_pack,0.25,1000,10,replay_only,11.935234078056505,0.9999999990000001,11.867084759624655,11.935234078056506,12.012983300478757,"[293106.01858184196, 0.0, 240221.9808848301, 0.0]","[0.5495792806337598, 0.0, 0.45042071836624015, 0.0]","[0.54957928063376, 0.0, 0.45042071836624, 0.0]",0.9999999989999999,48574.596669995284,0.0,257763.51389583942,0.0,1.0,2.0,"[11.935234078056505, 11.935234078056505]","[0.999999999, 0.9999999990000003]"
measured_pack,0.25,1000,30,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 554.9639771167239]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001040567862772485]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782556]",1.0,0.0,0.0,0.0,0.625,1.0,4.375,"[11.93523408999174, 11.93523408999174]","[0.9987778115078565, 1.0000000000000002]"
measured_pack,0.25,1000,30,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,30,kv_only,0.22708833933529435,0.019026718506151355,0.22579168143580874,0.22708833933529435,0.22856765190587394,"[0.0, 2853.382163271822, 0.0, 7294.099564176869]","[0.0, 0.005350145057585243, 0.0, 0.013676573448566114]","[0.0, 0.0053501450575852445, 0.0, 0.014320839708924647]",0.019670984766509896,0.0,5.691471595573058e-05,536.7053726789828,0.0,1.0,5.0,"[0.22708833933529435, 0.22708833933529435]","[0.019026718506151355, 0.019026718506151355]"
measured_pack,0.25,1000,30,queue_haul,11.904857017189226,0.9975282977589581,11.843699110883454,11.9074738185373,11.98504220340096,"[357598.6727843148, 0.0, 169599.50814661823, 4844.023166969773]","[0.6705042165127554, 0.0, 0.3180022577974872, 0.009082634264410968]","[0.6705042165127554, 0.0, 0.3180022577974875, 0.011493524689757206]",0.9999999989999999,0.0,493.90413299905333,39.913989315957316,0.0,1.0,5.0,"[11.904857017189226, 11.904857017189226]","[0.9974548620847284, 0.9980293676957241]"
measured_pack,0.25,1000,30,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,60,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 775.7801262718567]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001454602282782559]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782559]",1.0,0.0,0.0,0.0,1.0,1.0,6.0,"[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0000000000000002]"
measured_pack,0.25,1000,60,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,60,kv_only,0.46161341425139263,0.03867652099636687,0.4591239715243087,0.46161343605847305,0.4646205061736034,"[0.0, 10061.409785193475, 0.0, 10566.683803748321]","[0.0, 0.018865332000557768, 0.0, 0.019812730259330693]","[0.0, 0.018865332000557768, 0.0, 0.02435042484514244]",0.043214214055654177,0.0,918.262780554036,0.0,0.0,1.0,6.0,"[0.46161341425139263, 0.46161341425139263]","[0.03867650664118884, 0.03868885917350662]"
measured_pack,0.25,1000,60,queue_haul,11.935234078056505,0.9999999989999995,11.86708475962465,11.935234078056501,12.01298330047875,"[357559.4195212798, 0.0, 168040.61928293313, 7727.960662458791]","[0.6704306159085588, 0.0, 0.31507931194861905, 0.014490071142821661]","[0.670430615908559, 0.0, 0.31507931194861927, 0.014490071142821666]",0.9999999989999999,0.0,0.0,1.3926326305779559e-14,1.0,1.0,6.0,"[11.935234078056505, 11.935234078056505]","[0.9999999989999993, 0.9999999989999998]"
measured_pack,0.25,1000,60,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,120,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 775.7801262718567]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001454602282782559]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782559]",1.0,0.0,0.0,0.0,1.0,1.0,6.0,"[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0000000000000002]"
measured_pack,0.25,1000,120,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,120,kv_only,0.9598389073244675,0.08042061157585505,0.9545048696602688,0.9598389291667739,0.9660915698695253,"[0.0, 28248.938771383626, 0.0, 14642.448492232397]","[0.0, 0.052967289869243, 0.0, 0.027454865471590463]","[0.0, 0.06083697441586266, 0.0, 0.027454865471590467]",0.088290298022785,0.0,3185.072092618934,0.0,0.0,1.0,7.0,"[0.9598389073244675, 0.9598389073244675]","[0.08042059719748806, 0.08043296968378225]"
measured_pack,0.25,1000,120,queue_haul,11.935234078056503,0.9999999989999995,11.86708475962465,11.935234078056501,12.01298330047875,"[357559.4195212798, 0.0, 168040.61928293313, 7727.960662458791]","[0.6704306159085588, 0.0, 0.31507931194861905, 0.014490071142821663]","[0.670430615908559, 0.0, 0.31507931194861927, 0.01449007114282167]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,6.0,"[11.935234078056503, 11.935234078056503]","[0.9999999989999993, 0.9999999989999998]"
measured_pack,0.25,1000,120,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,300,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 775.7801262718567]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001454602282782559]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782559]",1.0,0.0,0.0,0.0,1.0,1.0,6.0,"[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0000000000000002]"
measured_pack,0.25,1000,300,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,300,kv_only,2.1850312083049,0.18307401358842124,2.175236160447903,2.18978933314765,2.204134368435539,"[0.0, 45324.94454326051, 0.0, 52412.47443653956]","[0.0, 0.08498512086982216, 0.0, 0.09827437231223479]","[0.0, 0.08800189420062045, 0.0, 0.09827437231223471]",0.18602926726818897,0.0,598.0354148412441,0.0,0.0,1.0,9.0,"[2.1850312083049, 2.1850312083049]","[0.18307400993715928, 0.18375386054450493]"
measured_pack,0.25,1000,300,queue_haul,11.935234078056503,0.9999999989999995,11.86708475962465,11.935234078056501,12.01298330047875,"[357559.4195212798, 0.0, 168040.61928293313, 7727.960662458791]","[0.6704306159085588, 0.0, 0.31507931194861905, 0.014490071142821663]","[0.670430615908559, 0.0, 0.31507931194861927, 0.01449007114282167]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,6.0,"[11.935234078056503, 11.935234078056503]","[0.9999999989999993, 0.9999999989999998]"
measured_pack,0.25,1000,300,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,600,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 775.7801262718567]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001454602282782559]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782559]",1.0,0.0,0.0,0.0,1.0,1.0,6.0,"[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0000000000000002]"
measured_pack,0.25,1000,600,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,600,kv_only,3.8616191390988415,0.32354782799723825,3.839569588739092,3.8616191237910757,3.886774716232923,"[0.0, 36684.70576122061, 0.0, 135854.8781444407]","[0.0, 0.06878451114740013, 0.0, 0.2547304438252646]","[0.0, 0.070754636451204, 0.0, 0.2547304480440145]",0.32551795802281003,0.0,398.68216642015136,0.0,0.0,1.0,10.0,"[3.8616191390988415, 3.8616191390988415]","[0.32328483763017424, 0.32354783526640674]"
measured_pack,0.25,1000,600,queue_haul,11.935234078056503,0.9999999989999995,11.86708475962465,11.935234078056501,12.01298330047875,"[357559.4195212798, 0.0, 168040.61928293313, 7727.960662458791]","[0.6704306159085588, 0.0, 0.31507931194861905, 0.014490071142821663]","[0.670430615908559, 0.0, 0.31507931194861927, 0.01449007114282167]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,6.0,"[11.935234078056503, 11.935234078056503]","[0.9999999989999993, 0.9999999989999998]"
measured_pack,0.25,1000,600,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,1800,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 775.7801262718567]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001454602282782559]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782559]",1.0,0.0,0.0,0.0,1.0,1.0,6.0,"[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0000000000000002]"
measured_pack,0.25,1000,1800,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,1800,kv_only,7.682562400355514,0.6436876154226534,7.638747859306052,7.6825624081539665,7.732608620028651,"[0.0, 128322.33043370029, 0.0, 214974.59207862653]","[0.0, 0.24060677563094435, 0.0, 0.40308139096133433]","[0.0, 0.24060677563094438, 0.0, 0.4065814351062344]",0.6471878255307429,0.0,708.3144335778707,0.0,0.0,1.0,11.0,"[7.682562400355514, 7.682562400355514]","[0.6436876102890866, 0.6436920276879283]"
measured_pack,0.25,1000,1800,queue_haul,11.935234078056503,0.9999999989999995,11.86708475962465,11.935234078056501,12.01298330047875,"[357559.4195212798, 0.0, 168040.61928293313, 7727.960662458791]","[0.6704306159085588, 0.0, 0.31507931194861905, 0.014490071142821663]","[0.670430615908559, 0.0, 0.31507931194861927, 0.01449007114282167]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,6.0,"[11.935234078056503, 11.935234078056503]","[0.9999999989999993, 0.9999999989999998]"
measured_pack,0.25,1000,1800,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,3600,greedy,11.93523408999174,1.0,11.867084771491738,11.935234089991742,12.012983312491741,"[204559.80483276714, 0.0, 327992.415040961, 775.7801262718567]","[0.3835534695961344, 0.0, 0.614991928121083, 0.001454602282782559]","[0.38355346959613434, 0.0, 0.6149919281210832, 0.001454602282782559]",1.0,0.0,0.0,0.0,1.0,1.0,6.0,"[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0000000000000002]"
measured_pack,0.25,1000,3600,isolated_fastest,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.25,1000,3600,kv_only,11.357025351722553,0.9515544688984591,11.29220606116883,11.357025355969373,11.431007976224791,"[0.0, 128323.5622181866, 0.0, 379167.23965104704]","[0.0, 0.24060908524995242, 0.0, 0.7109456838025513]","[0.0, 0.24060908524995236, 0.0, 0.7160493355727191]",0.9566581010164821,0.0,4131.153700005552,0.0,0.0,1.0,12.0,"[11.357025351722553, 11.357025351722553]","[0.9515544661028748, 0.9515568716839425]"
measured_pack,0.25,1000,3600,queue_haul,11.935234078056503,0.9999999989999995,11.86708475962465,11.935234078056501,12.01298330047875,"[357559.4195212798, 0.0, 168040.61928293313, 7727.960662458791]","[0.6704306159085588, 0.0, 0.31507931194861905, 0.014490071142821663]","[0.670430615908559, 0.0, 0.31507931194861927, 0.01449007114282167]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,6.0,"[11.935234078056503, 11.935234078056503]","[0.9999999989999993, 0.9999999989999998]"
measured_pack,0.25,1000,3600,replay_only,11.935234078056501,0.9999999989999997,11.86708475962465,11.935234078056501,12.012983300478751,"[343538.4576149447, 0.0, 189789.5418517271, 0.0]","[0.6441410494385158, 0.0, 0.3558589495614839, 0.0]","[0.6441410494385161, 0.0, 0.3558589495614839, 0.0]",0.9999999989999999,0.0,0.0,0.0,1.0,1.0,2.0,"[11.935234078056501, 11.935234078056501]","[0.9999999989999996, 0.9999999989999998]"
measured_pack,0.5,reference,1,greedy,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,1,isolated_fastest,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,1,kv_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,1,queue_haul,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,1,replay_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,1.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,3,greedy,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,3,isolated_fastest,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,3,kv_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,3,queue_haul,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,3,replay_only,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,1.0,1.0,2.0,"[0.0, 0.0]","[0.0, 0.0]"
measured_pack,0.5,reference,10,greedy,6.578441406259431,0.55117824725162,6.540878984337207,6.578441406259431,6.6212950864421565,"[65734.45676391014, 0.0, 228224.33548630186, 0.0]","[0.1232533389657212, 0.0, 0.42792490828589885, 0.0]","[0.14190559753655405, 0.0, 0.4946806540072626, 0.0]",0.6365486712541458,104087.63737514631,0.0,183344.45220238308,0.0,1.0,4.0,"[6.578441406259431, 6.578441406259431]","[0.55117824725162, 0.55117824725162]"
measured_pack,0.5,reference,10,isolated_fastest,4.156151024167093,0.34463518344899585,4.039410251214093,4.116503434235798,4.195334611175474,"[54726.27401294987, 0.0, 128938.29357529792, 0.0]","[0.10261278990218001, 0.0, 0.24176171807086436, 0.0]","[0.12566824993113468, 0.0, 0.4957031725003719, 0.0]",0.6205611373180868,101595.1858613145,14001.248434704776,110350.58958829285,0.0,1.0,4.0,"[4.156151024167093, 4.156151024167093]","[0.33926209452468237, 0.35036985488998723]"
measured_pack,0.5,reference,10,kv_only,0.000634967827852781,5.320106051379645e-05,0.0006313454117758003,0.000634970859222439,0.000639107224730016,"[0.0, 2.551484029988549, 0.0, 25.82156299602957]","[0.0, 4.784080397032499e-06, 0.0, 4.8415914776703216e-05]","[0.0, 1.243747718696865e-05, 0.0, 4.841699084126223e-05]",6.0858850221420095e-05,0.0,1.5483033359822533,0.0031442221024972827,0.0,1.0,4.0,"[0.000634967827852781, 0.000634967827852781]","[5.3191715770952274e-05, 5.320139056328977e-05]"
measured_pack,0.5,reference,10,queue_haul,4.156151024100594,0.34463518344408306,4.039410251164938,4.116503434178201,4.195334611103825,"[54726.274010199144, 0.0, 128938.29357547052, 0.0]","[0.10261278989702234, 0.0, 0.2417617180711879, 0.0]","[0.1256682499292766, 0.0, 0.49570317249568974, 0.0]",0.6205611373115636,101595.18586148406,14001.24843401464,110350.58958414833,0.0,1.0,4.0,"[4.156151024100594, 4.156151024100594]","[0.3392620945207602, 0.3503698548840035]"
measured_pack,0.5,reference,10,replay_only,4.156151024167093,0.34463518344899585,4.039410251214093,4.116503434235798,4.195334611175474,"[54726.27401294987, 0.0, 128938.29357529792, 0.0]","[0.10261278990218001, 0.0, 0.24176171807086436, 0.0]","[0.12566824993113468, 0.0, 0.4957031725003719, 0.0]",0.6205611373180868,101595.1858613145,14001.248434704776,110350.58958829285,0.0,1.0,4.0,"[4.156151024167093, 4.156151024167093]","[0.33926209452468237, 0.35036985488998723]"
measured_pack,0.5,reference,30,greedy,9.240286103773073,0.7748525099927714,9.180173339969157,9.262902897277513,9.38380066535421,"[161859.2651158382, 0.0, 251967.76975445854, 9.496431302029848]","[0.3034891569837665, 0.0, 0.472444292732537, 1.7805986751173477e-05]","[0.3577538633025669, 0.0, 0.4724442927325369, 2.911029461911918e-05]",0.8297213689775969,27389.155517432024,6772.685434699713,178826.987028628,0.0,1.0,5.0,"[9.240286103773073, 9.240286103773073]","[0.769601360688224, 0.7836802501232493]"
measured_pack,0.5,reference,30,isolated_fastest,11.260048675633321,0.943395124017235,11.202653411957836,11.270549882479811,11.336988950935579,"[169954.64928134828, 0.0, 333330.0, 0.0]","[0.3186681540840688, 0.0, 0.625, 0.0]","[0.3659844100788981, 0.0, 0.625, 0.0]",0.9906953385387082,322866.64426035003,6947.096401832501,260786.00142087246,0.0,1.0,5.0,"[11.260048675633321, 11.260048675633321]","[0.9428469052486771, 0.9462569485599861]"
