dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:a12ba4aa-e366-86ba-e02b-cad4d98801ce,R,committed,0.08654975891113281,8.394214391708374,0.10635137557983398,8.500565767288208,8.476345300674438,15.299715280532837,15.326561212539673,1.1920928955078125e-05,6.821842908859253
1,claude:182ab721-e93e-b060-2eec-e63525561590,R,committed,8.537782669067383,6.431551933288574,0.09358644485473633,6.5251383781433105,14.964676856994629,15.11555027961731,15.145478010177612,1.9550323486328125e-05,0.1434004306793213
