phase,gpu,samples,power_mean_w
baseline,0,479,334.77768267223377
baseline,1,479,81.93864300626305
drain,0,306,244.08754901960788
drain,1,306,168.71235294117645
post,0,480,195.38425
post,1,480,183.0960208333333
