policy,deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,max_completion_s,sessions,run_root
greedy,120.0,0.45,145.29581118368029,322.8795804081784,201.80311195809415,0.0,True,True,148.18650000000002,57.30125000000001,113.77230787277222,126.28822731971741,34.84034037590027,5,queue-haul/outputs/stage1c_memdiag_256g_tokfix/greedy_D120_T0p45
