connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
20097918eb1c6cd5,kv,5557726713279570,5557726714528968,0,0
7d1729d5a724fb6d,api,5557726713613507,5557726714589968,0,0
a2022bceeb8fc556,api,5557740884079098,5557761367605939,32007,9333
5d65b1637a1e67c3,api,5557740885116928,5557761367761878,7191,9331
9e484e55a0b7795c,api,5557740883636192,5557761678441828,31691,13509
2b687a35a0dc3ac4,api,5557740885396846,5557762306200531,29397,21065
386c9a7421b0d2ba,api,5557767785465986,5557769933463354,32026,27425
c2534feb6d0cad87,api,5557769936305438,5557770930407642,31710,12531
1302cfaa5d888b7f,api,5557770931671376,5557773049394569,7210,27423
55a2cb66ae73ccb9,api,5557773051046589,5557774059424555,29416,12772
