step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,4.0,0.0,0,4
2,1.0,4.0,0.25,1,4
3,2.0,4.0,0.5,2,4
4,3.0,4.0,0.75,3,4
5,3.0,6.0,0.5,3,6
6,4.0,6.0,0.6666666666666666,4,6
