dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:f83cb4fb-9128-96bc-d34e-45d5a60bbfb9,R,committed,1.8484950065612793,6.480828285217285,0.09885644912719727,6.579684734344482,8.317000150680542,9.365931987762451,9.801279783248901,1.6689300537109375e-05,0.9839568138122559
1,claude:bdba197a-9cb5-4aeb-eac4-51667277285d,R,committed,10.752542972564697,7.376136541366577,0.10560464859008789,7.481741189956665,18.123021602630615,19.15166401863098,19.608358144760132,1.6689300537109375e-05,1.029245376586914
2,claude:a12ca21e-a3c8-cebd-b3e1-e4613ba13f9c,R,committed,20.551298141479492,7.3940184116363525,0.11825704574584961,7.512275457382202,27.93830895423889,28.960859298706055,29.41979455947876,3.62396240234375e-05,1.0156736373901367
