phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,285.1196666666666
baseline,1,240,240,1.0,83.28720833333334
drain,0,119,119,1.0,185.95126050420168
drain,1,119,119,1.0,287.77445378151265
post,0,240,240,1.0,196.00116666666665
post,1,240,240,1.0,314.4327916666667
