connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
08b2d46f078bb396,kv,5551206102115290,5551206103254568,0,0
459cfa4fa7c77f9e,api,5551206102399027,5551206103320297,0,0
2da4ac29a447698d,api,5551222892045917,5551251530333400,35711,8389
1438fcd4cb0acad4,api,5551222894057477,5551251619937924,36930,9333
d25297bd14ec6053,api,5551222893531792,5551251619986364,40179,9333
d855848afbc6a8da,api,5551222892562742,5551252504283623,29397,21065
c3346b4d14dfe100,api,5551254179039390,5551255094441674,35730,11586
895693b9b0a40edc,api,5551255095149487,5551256091316165,29416,12772
42e7d6cf1f0cd223,api,5551256093587622,5551257090603701,40198,12772
0b0e8cfba87eeeec,api,5551257092383133,5551257874880732,36949,9826
