phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,127.13449999999999
baseline,1,240,240,1.0,83.0675833333333
drain,0,154,154,1.0,92.91272727272728
drain,1,154,154,1.0,268.1901948051948
post,0,240,240,1.0,86.96708333333332
post,1,240,240,1.0,127.28120833333334
