phase,gpu,samples,power_mean_w
baseline,0,120,339.53416666666664
baseline,1,120,83.10225
drain,0,1563,334.8056110044786
drain,1,1563,188.0742930262316
post,0,120,306.38183333333325
post,1,120,152.0170833333333
