dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:73d322d0-b601-1dd9-84c4-159b0295cf3b,R,9.225008249282837,9.457615613937378,136.2051854133606,126.74740147590637,7.128715515136719e-05
1,codex:3a9add4f-7f4c-6dc9-0af3-0d592a15d76c,R,23.77606463432312,23.97148823738098,78.84630060195923,54.87469530105591,3.457069396972656e-05
2,codex:842c9d93-3430-2ff2-e472-e555d14138da,R,12.255641222000122,12.255641222000122,44.6395742893219,32.38374900817871,2.288818359375e-05
3,codex:bf2442df-c14f-7346-b281-c4876e39818b,R,28.51098918914795,28.75993013381958,42.78510856628418,14.025007247924805,6.937980651855469e-05
4,claude:304bbbf3-c270-26de-d2e2-07b7d40c1234,R,14.72799038887024,14.72799038887024,20.979387998580933,6.2513182163238525,2.288818359375e-05
5,claude:9beeddeb-27fb-44b4-3825-80aab7624ce2,R,23.845484256744385,23.845484256744385,24.881498098373413,1.035653829574585,3.552436828613281e-05
6,claude:df288165-d61f-e5fa-9828-0786d613301e,R,28.062913417816162,28.062913417816162,28.72877287864685,0.6657748222351074,1.0251998901367188e-05
