phase,gpu,samples,power_mean_w
baseline,0,479,341.4006471816284
baseline,1,479,82.07693110647183
drain,0,746,191.97542895442356
drain,1,746,249.27806970509383
post,0,480,88.1
post,1,480,228.22466666666665
