phase,gpu,samples,power_mean_w
baseline,0,120,356.1426666666667
baseline,1,120,86.70841666666668
drain,0,755,359.0193774834437
drain,1,755,89.42699337748346
post,0,120,93.775
post,1,120,142.7005
