phase,gpu,samples,power_mean_w
baseline,0,239,290.03062761506277
baseline,1,239,86.23820083682011
drain,0,186,265.23263440860217
drain,1,186,184.7015053763441
post,0,239,118.87849372384937
post,1,239,310.2746861924686
